author_id,tweet,nltk_outcome,bert_outcome
328318014,"In 2017 thehad 17 mil spectators attend its games.

With large crowds come inevitable problems.

What if advanced facial recognition tech could eliminate some of those stress points?



 ",0,0
15785718,Viva !@NEC will be attomorrow!Visit us at Boothto see how our industry leadingtechnology is changing theacross industries like Hospitality with a new kind of guest check-in.,1,1
328318014,"Personalized customer experience begins with your face!

With facial recognition technology a single unified biometric key enables a seamless experience as you move through an environment.



 ",1,1
2356982959,Ensuring fair gambling the latest application forat sporting events ,1,1
518238327,Ensuring fair gambling the latest application forat sporting events ,1,1
3815139737,So @axon_us has announced an LTE-only bodycam for some time next year. Meanwhile @DigitalBarriers has the world’s only 2G/3G/4Glive . Ultra low bandwidth . Real-time access to recordings. Livefrom the edge. And it’s available now. ,0,0
1045341115858259968,Thanks toinitiative passengers can soon useandtechnology to enter airports in India: ,1,1
117214508," for salmon is a thing now

Yep... I re-read that title too. ",1,0
236145749,"⚡️ “Salmon farmers are scanning fish faces to fight killer lice” by @tictoc



",0,0
83588783, is breaking into the sports industry as certain sports arenas are using cameras withtechnology to spot courtside sports betters. Find out more about why people aren’t smiling for the cameras in this @espn article here: ,1,1
3365498843, are becoming commonplace.is offering personalizedfingerprint scanners are tracking stress rates voiceis identifying us by how we speak and DNA is being used to create custom music playlists. ,0,0
484956531,Although Homeland Security is making “considerable progress” in launching airport scanningtechnology biometric matching still has some challenges to overcome.,1,1
2963901225," wants to useto deal with the large amounts of passengers. Optional for the start - every passenger can decide. I am still not sure what to think about this one. What happens after a ? I only have one face. 
",0,0
1008259824247713792,"Your most trusted partner for camera module solutions

",1,1
1008259824247713792,"Your most trusted partner for camera module solutions

",1,1
20435347,Criminal law is changing before our eyes and we're not paying attention. Which prosecution expert will introduce and validate this evidence at trial (in the 10% of cases that go to trial) btw?,0,0
116231444,@telesurenglish The whole World will soon be dressing like this because of,1,1
116231444,@SenSanders STOP ! ,0,0
116231444,Fuck&amp; Tim Cook and&amp; Jeff Bezos becauseis about as close as you can get to having a Camera up someones butt and these Guys are showing that they are Pure AssHoles by even considering doing such a thing. What are they Protecting??Unplug! ,0,0
11745732,Now is the time for a realistic discussion of how to harness the potential forauthentication to ensure its continued development includes safeguards and seizes opportunities.,1,1
4414828935,helping fightin,1,1
724818308,"Are you in favour ofsoftwares?
@darrwest 
",1,0
18936588,"Are ScanningFaces to Fight Killer Lice. New technology will useto build individual medical records for millions of fish via @AggieDeSousa @Cermaq

 ",0,0
990899576734453760,"The Future is Facial Recognition: 
Have a wonderful Monday and make the saying by Dennis P. Kimbro: “Lifeis 10% what happens to us and 90% how we react to it” your motto.
",1,1
1008259824247713792,"Your most trusted partner for camera module solutions



 ",1,1
755475243171450880,"Are we really okay with Facial Recognition? @IQSDirectory investigates

",1,0
778990953252130816,"These portraits were painted to confuse.
AI still hasn’t quite figured outvia @FastCompany ",0,0
50321602,@QuancyClayborne Giventech don't be surprised that no self-pix posted...,0,0
328318014,"Whether at a stadium or a major transportation facility NEC’s Advanced Recognition Systems solutions are at the forefront of reinventing the customer journey with convenience and security.



",1,1
967541386517020674,@BiometricUpdate @LoveKairos 1stwas created by Japanese company which I believe still has the highest accuracy rate recognized by US government. Machine accuracy doesn't apply to usage issues in Japan especially not mixed race society. Hope specialist will look into user error issue soon.,1,0
967541386517020674,@BiometricUpdate @LoveKairos I'm not an engineer by study but able to understand concepts. I read enough articles ofsecurity system incl. thresholds. I understand it's easier to discuss issues of the system using machine's accuracy. But more basic problem w/the system has been forgotten.,0,0
967541386517020674,@BiometricUpdate @LoveKairos Therefore human/users ofsecurity system have been adding individuals who are NOT criminals/potential criminals to the database. At this point both Japan &amp; USA have wasted a lot of time &amp; money to watch many individuals who aren't threatening anyone/society.,1,0
2570001,"@MikeLehrOZA The problem withis employers could be accused as discriminating against looks whereas old-styleappear to be more ""fair.""",0,0
967541386517020674,@BiometricUpdate @LoveKairos Thank you for another article of ! Regarding issues related to data() connected to facial recognition security system many specialists have discussed accuracy of system itself but not human/user errors. Watchlist is created by human not by machine.,1,1
164545254,What does your face reveal about you and who is the better judge: humans or AI?,1,0
46241234,Chicago should blocksurveillance says @EFF and not undermine the Illinois BIPA law.,1,1
328318014,"Facial recognition technology is the key that unlocks a contactless customer experience in a wide range of venues and situations.

What could be more convenient or more secure?



",1,1
26498461, &amp; - @Applefrom 3-4 feet away will be unlocked by Facial Recognition. This allows for use by others to violate privacy &amp; ignore.R.E.A.L.: Privacy is part of -,0,0
1536562052,"RT Ronald_vanLoon ""Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: randal_… ",1,0
15221598, tech catches traveler with fake papers.(Futurism),0,0
555031989,"Understand these 5 basic concepts to sound like aexpert 
 by @TDataScience @aaronedell |

Read more at 



cc: @randal_olson",1,0
15785718,@WSJ and @NEC created an informative piece where you can learn about the new face of airport,1,1
727556240147140608,Can AI save the world? Great to be back @Ri_Science forevent listening to emotional artificial intelligence lecture from Maja Pantic @imperialcollege @SamsungUK,1,1
83588783,Organizers of the Hangzhou International Marathon in China are usingtechnology to crack down on race cheaters. @Runnersworld has more details here: ,0,0
864120276396773376,"One of China's most popular video games Honour of Kings is testing the use ofto check users' ages.
 
 ",1,1
15664534,OH right’smom yes for over a decade FOLKS! Has now taken on saving the World?! Now ya know how we got !... ,1,1
968981132816478208,Turn off Facebook's facial recognition feature in 5 easy steps:|,1,0
15785718,We are infor !Visit @NEC at Boothto see how our industry leadingtechnology is changing theacross industries like Hospitality with a new kind of guest check-in.,1,1
2420722837,Some of the latestandfeaturesystems but should we just take it at face value that we should use it? Many experts say no.,1,0
15664534,It COSTS !seeks relief asresigns but who’s next?divertingand ... ,1,0
2867697950,"Hi women in tech💪🏿
I am cofounder of @bacehq. If you want to learn more about my startup DM me and visitwe are focus on identity verification with&amp; .Of course I am let’s support👩🏿‍💻 ",1,1
15664534,"While croon 
Lose my home
Again!
My image is slapped
On 



is divertingand solutions to the... ",0,0
15664534,et al Tell me why... should this be so???tactics!stop with thediverting the independent spirit... ,1,0
2381704871,Oh no! Moreintrusion potential. Make sure you turn off,1,0
1060851254,": not just for people. Fish farmer @Cermaq wants to use theto monitor the health of its Atlantic salmon. The idea is to detect diseases in the fish early and treat them so fewer fish die or go to waste
",0,0
1954706040,"[] Artificial intelligence: when humans coexist with robots 



",1,0
20243593, is extremely advanced but is it safe? Find out more about this technology here. ,1,0
3317217437,A fantastic editorial for us in @Stable_P's Leisure Design &amp; Build magazine talking about the benefits to leisure operators of installing facial recognition access control systems into their facilities to more securely manage access,1,1
606534299, to help cut $1 billion year costs for ... fish farming industry @business,1,0
1027242075094429697,Some of the latestandfeaturesystems but should we just take it at face value that we should use it? Many experts say no.,1,0
28533156,Want the latest buzz about TempWorks Buzz? We’re adding geofencing andfeatures to our mobile app forto transform your time and attendance capabilities!,1,1
1376011723,"Newtechnology catches THREE immigration cheats atDC's Dulles Airport in just 40 days by flagging minute differences between passport photo and traveller
The recently-implemented software can identify a mismatch in two seconds ",0,0
266601281, giantplans on creating a database of millions of salmon based on...wait for it... . Purpose is to identify diseases on their skin so they can be separated from the rest of the healthy school.,1,0
990899576734453760,"Hello Tuesday!
For Mikhail Ivanov CEO of the Russian machine learning and artificial intelligence company that’s no reason not to innovate.

",0,0
3815139737,Ouris used by flagship customers around the world it operates at the edge onvehiclescameras and remote systems all live. What is the point in facial recognition if it can’t be operationally useful? We call this “deployability”. ,1,0
997048328272539648,"The best way to enhanceis throughtechnology.

",1,1
967541386517020674,I have tweeted in the past it's just wasting a lot of consumers' &amp; taxpayers' money &amp; time to watch wrong individuals who are falsely added to database connected tosecurity system by retailers = store employees...,0,0
967541386517020674,INSIDER threats/issues... Not by innocent individuals who are watched/followed by securities at airports &amp; who were wrongly added to privateby Retail Store Employees who have NO clue of security...#顔認証システム ,0,0
993520367720263685,@BarrettBrown_ this will get pastsoftware for sure... 😎👍,1,0
2930156653,Theis helping to hand deliverto the masses &gt;&gt; @Qualcomm via @MikeQuindazzi &gt;&gt;&gt;&gt;pic.twitter.c ,1,1
974144123480494080,Hardware driven bysolutions projected to reach $115.4 billion by 2025! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;HT: @mikequinda ,1,0
17876942,Whoaaaa!! How will we handle medical privacy for our sea friends?!🐠,1,0
15221598,Turns out Orlando won't stop using Amazon'ssoftware.(Mashable),1,0
922470140352057344,We turned face recognition into a powerful tool to help improve speech for people who cannot speak.,1,1
842068522008227840,Now in testing in :forto reduce the spread of Sea Lice and improve health in . -@AggieDeSousafor @business,1,0
594922617,"Via @NeuroscienceNew
Never Forget a Face? People Know an Average of 5000 Faces
 …
",1,0
2178585865,"What's your take onsoftware? Though it has been gaining steady momentum it's proven limits are a serious cause for caution. Our co-founder Dan along with other members of the @ForbesTechCncl weigh in on the subject.
",1,1
29328555,This is one kind ofI could get behind.,1,0
4171350365,Human memory when it comes to identifying faces found to be limited according to study. Thanks to artificial intelligence devices which can solve the problem pretty easily!,1,1
32302688,"Never Forget a Face? People Know an Average of 5000 Faces

Scientists have been able to put a figure on how many faces people actually know- a staggering 5000 on average.
",1,1
926405066847870977,"😀 Integrated facial biometrics feature in connected cars at fall auto showsvía @BiometricUpdate 
🚗🚗🚗
",1,1
4075206063,Find out how @cermaq is helping migrating salmon populations with new 3D scanning technology.,1,1
884022229," moves to give ""social scores"" to reward or punish citizens &gt;&gt; @MikeQuindazzi &gt;&gt;",1,0
30144901,"@mtapd - $100000000!!!!!18 towers with no statement on what's in them?
C'mon....Councillors kept in the dark?
or 5G Beast System?
@JoeLhota has no idea about the Lower Manhattan cancer-causing mystery.
 and ",0,0
22194854,Similar negative sentiment toward government use ofsoftware. There's strong support for government regulation of this technology and for limits on government use of it.,1,1
22194854,"Survey by @BrookingsInst finds 50 percent of people are unfavorable toin retail stores to prevent theft.

Only scenario viewed more positively than negatively was ""in schools to protect students.""

 
 @DarrWest",1,0
747040693," moves to give ""social scores"" to reward or punish citizens &gt;&gt; MikeQuindazzi &gt;&gt;",1,0
17393008,"via @MikeQuindazzi:moves to give ""social scores"" to reward or punish citizens &gt;&gt; @MikeQuindazzi &gt;&gt;",1,0
1573612315,"MikeQuindazzi:moves to give ""social scores"" to reward or punish citizens &gt;&gt; MikeQuindazzi &gt;&gt;freshsalis",1,1
2344530218," moves to give ""social scores"" to reward or punish citizens &gt;&gt; @MikeQuindazzi &gt;&gt;",1,0
453319923,"Sea lice - a $1 billion problem the open net pen industry can't handle. 
Now facial recognition of salmon???? Move salmon farms out of tribal/public waters. It is the future.

 @wildfishNW @wildfirstcanada@ClayoquotAction ",0,0
237639682, Farmers Are Scanning Fish Faces to Fight Killer Lice -,0,0
77312459,. @jumionamed a winner in two categories of Cyber Defense Magazine’s Cyber Defense 2018 Global Awards.@cyberdefensemag ,1,1
1197242538,""" @Apple’s latest smartphoneis the first of its kind to useas a way for people to unlock their phone"" - @egolya via @BanklessTimes 
",1,0
18189130,The flaws and surprises of facial recognition.,1,0
463129666,"Read about the @advanced globalin this article from @IT_SupplyChain -

",1,0
147953476,Fish farmers use facial recognition technology to fight disease in salmon,0,0
990899576734453760,"Security and Privacy in online retail industry is massively changing do you agree?
",1,1
977885623230124032,@karyns4 I'm glad to hear this! Now please consider updating your profile pic to protect your identity fromsoftwares and tracking.. 😉🐱,1,1
1008259824247713792,"Your most trusted partner for camera module solutions



 ",1,1
2881112571,"""Establishing air travellers' identities causes delays butis helping to speed things up…",1,1
907246640,"We're at the People Management Association of the Philippines (PMAP) Annual Conferencewith our partners @GenieTechPH. Drop by our booth to explore ourAward WinningGlobalSolution equipped withand 
",0,1
328318014,"Solutions that combine surveillance cameras with facial recognition software can elevate the level of public security in airports stadiums and other public places.



",1,1
14615761," is getting out of control in the US especially in Chicago where a normativehas been established thru police use of pervasive CCTV.

It’s like Britain.",1,0
12516772,Salmon Farmers Are Scanning Fish Faces to Fight Killer Lice,0,0
17392332,"How good and secure is ? 
 
",1,1
2356982959, weighing special rules for businesses to usefor,1,0
518238327, weighing special rules for businesses to usefor,1,0
984111846843174913,As the global videomarket gears up for an 11% annual growth rate over the next few years how willrise to the challenge? via @Forbes ,1,0
758678,Losing yourorcan be worrying. Increase chances of their safewithLost cats and dogs are found if they are chipped and registered with,0,0
2425836948,"China's paranoia and oppression in Xinjiang has a long history

withand ",0,0
15785718,Your face is your ticket and your passport. The days of long lines at check-in are numbered.@WSJ and @NEC created an informative piece where you can learn about the new face of airport,1,1
1895459797,Losing yourorcan be worrying. Increase chances of their safewithLost cats and dogs are found if they are chipped and registered with,0,0
60881003,"Happy and proud to announce that I will be in @BlackHatEvents Europe 2018 with @ffranz talking aboutand.Thanks   for the opportunity to be part of this awesome event.
",1,1
2356982959,IntelliVision upgrades smart auto software with cloud or onboard,1,0
968981132816478208,Turn off Facebook's facial recognition feature in 5 easy steps:|,1,0
518238327,IntelliVision upgrades smart auto software with cloud or onboard,1,0
2290966236,Apparently facial recognition technology stops working when we don't wear makeup. Can't help but wonder what the difference would be with a diverse (female) set of developers...,0,0
4482754095,Human's have the ability to recognise 5000 different faces.by @iansample,1,1
515598001,If theis not corruptedis destined to become safe cities..,1,0
990899576734453760,"BACE Group is an AppsAfrica Innovation Awards 2018 Finalist! Woop woop! 💪💪💪
Category:Disruptive Tech

",1,1
1018749146386313216,"@DubaiAirports introducingtechnology to clear passport control in just 15 secs!

@meinnovtech ",1,0
605381667,So true right now for me ( @DoghouseMediaUK ) it’s a shocker ... I can’t get into my handset ... must be my low hanging nose ... 👃👃👃,1,1
197347921,That's so very cool @spenserblank.@Huawei ,1,1
111316707,69% happy and Young adult not bad at all!!,1,1
73085918,Such religious schools could in theory adopt suchtech to identify gay students (with up to 91% accuracy) + expel them. Students wouldn't even need to come out (ironic given it's National Coming Out Day...).,0,0
1008259824247713792,"Your most trusted partner for camera module solutions

",1,1
1008259824247713792,"Your most trusted partner for camera module solutions

",1,1
1008259824247713792,"Your most trusted partner for camera module solutions

",1,1
1008259824247713792,"Your most trusted partner for camera module solutions

",1,1
1008259824247713792,"Your most trusted partner for camera module solutions

",1,1
1008259824247713792,"Your most trusted partner for camera module solutions

",1,1
1008259824247713792,"Your most trusted partner for camera module solutions

",1,1
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
35724945,Apple’s Face ID Alone Deemed Too Insecure For European Banks,0,0
1943442703,: @DigitalBarriers is the 5thto join @TomorrowStreet innovation center in . More info soon on @SiliconLux 🔥,1,1
3049655798,"No card no problem - new palm vein and facial data authentication technology for contactless real-time biometric authentication.
 via @ZDNet",1,0
807880205331300352,RT UnwantedWitness:technology launched by the president is not only a violation ofbut may also have a chilling effect on fundamentaltofor . Uganda needslaw. Read our full … ,1,0
596480883,Hold your horses . Let people think about the impact ofand data by experiencing the . Nice!,1,1
1203460273, technology launched by the president is not only a violation ofbut may also have a chilling effect on fundamentaltofor . Uganda needslaw. Read our full,1,1
50636347,Why police use oftechnology raisesfears. Campaigners are concerned over the lack ofand infringements of civil liberties. But the police say facial recognition is effective and harmless,1,1
990899576734453760,"Meet @Chris_Skinner on
Happy thursday! 
👉follow @bacehq 
",1,1
1008259824247713792,"Your most trusted partner for camera module solutions



 ",1,1
211277534,And a Huawei employee told me that it's difficult to sell the company's surveillance video system to Western countries.,0,0
877084519144185856,"RT: @MikeQuindazzi

 moves to give ""social scores"" to reward or punish citizens &gt;&gt; 
",1,0
1127655182,is 's social credit the ? In western countries it reminds BlackMirror or the BigBrother but it's not very different from what big companies do with . here it's just a different purpose (selling more).,1,0
62952341,"Ronald_vanLoon: RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
62952341,"Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt

 … ",1,0
328318014,"Deploying a single unified biometric key based on facial recognition technology helps deliver a superior guest experience. 



",1,1
17069103,Farmers are usingto keep farmed fish healthy...,1,0
328318014,"The transportation industry uses NEC’s facial recognition technology considered to be the world’s best in search speed and accuracy according to @usnistgov



",1,1
161980775," 
Do all fish look alike? Well not to a computer.
 

via @futurism",1,0
456572976,"A European aquaculture giant is planning to useto track every individual fish among millions of farmed Atlantic salmon. The trick: differentiating minuscule variations in the patterns of spots around their fishy eyes. 🐠

",0,0
4541353755,"Huawei: RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt#… ",1,0
328318014,"At large events facial recognition solutions enhance the customer experience and can have a positive impact on the bottom line.

",1,1
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
1536562052,"RT Ronald_vanLoon ""Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
555031989,"Effective example ofat . Would you scan your face for faster access? 

@Huawei @HuaweiEnt

 @craigbrownphd @spenserblank ",1,0
371882114,"The Von Haessler Doctrine S5/E047 - ""Live from "" is now available onand the @wsbradio APP.

Join Eric and the Doctrinaires as they chat aboutrecognitionand much more!",1,1
27643198,andwill disrupt existing government systems and processes resulting in improved services and an enhanced relationship with government for citizens. ,1,1
2362482211,Nice thought but that won't work.isn't full proof and will generate a lot of false identifications. The police can filter those out but you won't be able to get to your money. Or worse. |,0,0
83588783, technology is gaining steam and industry leaders are taking notice. @Forbes shares 11 takeaways from members of the @ForbesTechCncl. See what they had to say here: : ,1,1
1735172144,Six key elements fortify @FacePhiinPhiniteplatform company to showcase the solution at the upcoming @money2020,1,1
718804592973053952,"Congress still hasn't authorizedto be used to keep track of visitors entering and exiting the country. From a privacy perspective face recognition is (along with iris recognition) the most dangerous biometric to use. 
 via @aclu ",0,0
77312459,@FacePhi dramatically expand its solutions portfolio.,1,1
900300126312333312,New research undertaken at @yorkuniversity reveals that humans can recognise 5000 different faces. The results of the research could ultimately improve automatictechnology,1,0
807880205331300352,RT CenDemTech: .BrookingsInst survey finds 50% of people unfavorable toin retail stores to prevent theft 44% unfavorable to using in airports to establish identity 44% unfavorable to it in stadiums to protect people 38% unfavorable… ,1,0
1018723811993112577, at stores like Lowes can help reduce theft and give you better customer service. But we need to ensure that we are not crossing the line of privacy vs. convenience. Here's our CEO explaining how our app Who Knows Me can help you control your privacy. ,1,0
16228337,".@BrookingsInst survey finds 50% of people unfavorable toin retail stores to prevent theft 44% unfavorable to using in airports to establish identity 44% unfavorable to it in stadiums to protect people 38% unfavorable in schools:

",1,0
90403647,The Good Vibrations Ultrasonic Sunshine Facial x Beauty Angel @urbanpitstop - revitalising uplifting and dreamy 🤗 Thank you Lisa Parris and to the rest of the team at,1,1
118802300,"""Your face can and will be used against you."" Read more about how anagent forced a man to unlock hisby showing his face to the phone in this article",0,0
1045332820409942016,Brilliant!,1,1
1045332820409942016,Facial recognition being put to good use,1,1
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
229906736,AIM Awards 2018 - Best Performing Share Award --@zoodigitalgroup,1,1
990899576734453760,"Why not use our face as password? Let's move together into the next phase of using facial recognition and artificial intelligence.
Meet 
Happy weekend!
",1,1
1008259824247713792,"Your most trusted partner for camera module solutions

",1,1
1008259824247713792,"Your most trusted partner for camera module solutions

",1,1
1008259824247713792,"CM Technology Company Ltd
Your most trusted partner for camera module solutions

",1,1
1008259824247713792,"CM Technology Company Ltd
Your most trusted partner for camera module solutions

",1,1
868292041,“The tech is given to us as a sealed box” “We have no input — whatever it does it does what it does”,0,0
1001056967773884417, is usingto speed up and reduce the cost of identifying individuals. An unacceptable intrusion into privacy inviting inevitable false positives: or something that can be managed with thoughtful governance oversight and transparency? ,1,0
2253116190,"4 consecutive wins in NIST vendor test –ranks first in NIST testing. Find out more here:  

",1,1
19397439," cameras indiscriminately scan the faces of everyone within range without their consent - and often without their knowledge - making a mockery of our privacy rights and forcing people to act differently. 

Police must stop using it in public places immediately.",0,0
19397439,"Liberty &amp; @DrEdBridges are taking South Wales Police (SWP) to court to end its use of privacy-abusingtech on the streets.

Ed's been scanned twice - once when shopping and once when exercising his democratic right to peaceful protest.
",1,0
256965214,Great opportunity to get involved in the debate on,1,1
256965214,"Balanced article by @patricianilsson.
Howare using

Frustrating how @bbw1984 misrep of stats still being reported (",0,1
2362482211,@FinTechUK_HQ Nice thought but that won't work.isn't full proof and will generate a lot of false identifications. The police can filter those out but you won't be able to get to your money. Or worse. | ,0,0
3581029095,How UK police are usingsoftware. Now wouldn't it be great if a bank did same. When you had the unfortunate need to visit it with some goodit would have half a clue about your circumstances &amp; no repeating basic stuff. But is there aquestion? ,0,0
2253116190,"Different vendors use different algorithms which will affect the way theirtechnologies work. Some may favor speed thus sacrificing accuracy. NIST carries out independent tests to assess the performance of these systems in various areas. 

",1,0
62952341,"Ronald_vanLoon: RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
328318014,"821 MIL ppl boarded US airline flights in 2016 (expected to double within 20 years)

Facial recognition technology is being tested to permit passengers to board flights quickly and safely.



 ",1,1
1008259824247713792,"Your most trusted partner for camera module solutions



 ",1,1
1008259824247713792,"Your most trusted partner for camera module solutions



 ",1,1
1008259824247713792,"Your most trusted partner for camera module solutions



 ",1,1
328318014,"At large events facial recognition can help with:

-concierge alerts when a VIP enters
-guest services protocols
-crowd density estimates
-opportunities for personalized sales and services

",1,1
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
2253116190,"Join our poll every Friday as we tear down some myths on Facial Recognition technologies! 

Myth : All facial recognition technologies are the same. (Answer will be revealed later at 3PM SGT) 

",1,0
328318014,"Today we enjoy the speed and security of unlocking a phone using facial recognition.

Benefits like this have made face-driven technology more common and acceptable as a part of our day.



",1,1
15991175," warned to not even look at suspects'(@CultofMac)
",0,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
35991485,"Top story: @Ronald_vanLoon: 'This is Yape self-driving deliverythat usesto unlock
via @futurism |

…see more ",1,0
2722503240,The average person can recognize 5000 faces -- @letstalkscience via @sciencemagazine 😀😐🤓☺️,1,0
164545254,What does your face reveal about you and who is the better judge: humans or AI?,1,0
2722503240,The average person can recognize 5000 faces -- @letstalkscience via @sciencemagazine 😀😐🤓☺️,1,0
884022229, reaching the masses and mobileis picking-up in 2018 &gt;&gt; @MikeQuindazzi &gt;&gt;&gt;&gt;,1,1
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
983288004918829057," will be presentingsolutions that can identify 999.9 out of every 1000 people with almost perfect accuracy! Visit us atTech Week and check it out! Our stand will be at concourse 2-4!
 ",1,1
296728882,"The accelerating deployment ofwill change everything. But the scope of real time videoincluding object andwill be impeded if full fat video needs to be piped to the cloud. Whatever network is available. 

Welcome toVs . ",1,0
2365586707,"@gulf_news Editorial: Smart thinking atairport. New tunnel system uses advanced technologies andto speed upprocedure

",1,1
62952341,"Ronald_vanLoon: RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
1018788901,"The future is here!

No longer can students convince a mate to sing out 'here' in their absence during roll call as Ballarat &amp; Clarendon College trial facial recognition technology. 

",0,0
241185642,"Consumer Attitudes Toward Facial Recognition By Demographic [TABLE]

There’s no denying that smartphones withwill soon be the norm. But consumers are somewhat split when it comes to mobile devices withcapability. 👇
",1,0
851410313580761090,How safe is theinfrastructure that holds and processes all thisdata? ,1,0
35991485,"Top story: @Ronald_vanLoon: 'Effective example ofat . Would you scan your face for faster access? 

@Huawei @HuaweiEnt…see more ",1,0
809506349012938753,I asked Remark Holdings CEO Shing Tao to show me how hisand AI tech works using video his team shot on the Las Vegas Strip and at casinos. You can see both the security and marketing uses it can have. ,1,1
809506349012938753,Las Vegas casinos have been testingtechnology for a few years but it is now in operation on the Strip according to PwC. What surprised me is that table game makers are incorporating it to help casinos gather player data.,1,1
103047245,Are you ready for the future of ?via @Forbes,1,1
18236747,"Where Face Recognition is the Ideal Solution?

",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
1051222879348641792,"""Certainly government enthusiasm is a driving factor in China’s advances in artificial intelligence. Last year the state issued a plan for becoming the world leader on AI by 2030.""",1,1
38747883,Police have been told to stop looking atwith Face ID in case they get locked out.,0,0
17393008,By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;,1,0
35203319,By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;,1,0
912104726770049025,"Elto
calm pennoned blotchy facial ID",1,0
2455611499,"Police in Manchester were caught using face-scan cameras at The Trafford Centre in an attempt to locate criminals - do you think this is a legitimate way to use this technology?

More info here: 

",0,0
1573612315,MikeQuindazzi: By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; tractica via MikeQuindazzi &gt;&gt;&gt;&gt; …,1,0
17393008,By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;,1,0
2344530218,By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;&gt;&gt;,1,0
50636347,Don’t ban : regulate it to provide the right safeguards. @BillMew explains that it's not realistic to seek to ban the technology. Instead we need to ensure that there are safeguards in place for its responsible and ethical use,1,0
50636347,As the Metropolitan Police start trialingto counter the wave of violence across London. @BillMew calls for judicial supervision &amp; oversight to ensure ethical and appropriate use and further development to improve effectiveness,1,1
3341313183,"A good news story in the battle againstbysoftware. However given that GMP is always bleating on about lack of resources it is surprising they can afford to deploy a system with upwards of 90% false match rate!
",1,1
747040693,Your brain waves can help you reconstruct mental images &gt;&gt; Vilynx UTSC DigitalTrends via MikeQuindazzi &gt;&gt;&gt;&gt;,1,1
1573612315,MikeQuindazzi: Your brain waves can help you reconstruct mental images &gt;&gt; Vilynx UTSC DigitalTrends via MikeQuindazzi &gt;&gt;&gt;&gt;freshsalis,1,1
17393008,via @MikeQuindazzi: Your brain waves can help you reconstruct mental images &gt;&gt; @Vilynx @UTSC @DigitalTrends via @MikeQuindazzi &gt;&gt;&gt;&gt;,1,1
2344530218,Your brain waves can help you reconstruct mental images &gt;&gt; @Vilynx @UTSC @DigitalTrends via @MikeQuindazzi &gt;&gt;&gt;&gt;,1,1
101067053,How many UK demands fordata ? How many *before* a camera is seized as evidence ? What&amp; Data Sharing safeguards ? @surcamcom @IPCOffice: Governments Tell Google's Nest To Hand Over Data 300 Times ,1,0
3449004621,"We all do ‚fish faces‘ when unlocking our iphone 😂
",1,0
103806648,"""Amazon’smatched 28 members ofto criminal ""so they got it right!",0,1
1459227805,These portraits were painted to confuse facial recognition AI,0,0
1871954587, wins $5.5 millionto test ...,1,1
2711212681,"Thesewere painted 

to confuse

@kschwabable @jblefevre60 @DeepLearn007 @JohnSnowai @ipfconline1 @UrsBolt ",0,0
12964542,"Friction-Free Racism: ""Surveillance capitalism turns a profit by making people more comfortable with discrimination"" - Chris Gilliard @hypervisible (Real Life)",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
