author_id,created_at,text,YM,nltk_sentiment,bert_sentiment,sklearn,sklearn_gov
1206557256,2018-05-22T14:48:36.000Z,Hey @JeffBezos please have your facial recognition/ AI folks read my book “The Rise of Big Data Policing.” I hear there are a few extra copies in the warehouse.,05/2018,1,0,0.1379310344827586,0.034482758620689655
87775422,2018-05-22T14:46:00.000Z,Police nabbed a criminal suspect at a concert ofin Jiaxing East China's Zhejiang province on Sunday thanks to a high-tech facial recognition system. ,05/2018,0,0,0.217391304347826,0.08695652173913043
339631175,2018-05-22T14:32:15.000Z, Pushesto Police Prompting Outcry Over,05/2018,0,0,0.2,0.2
235153539,2018-05-22T09:35:39.000Z,Student surveillance with- not keeping people safe keeping people surveilled...,05/2018,0,0,0.2,0.1
951624962850283520,2018-05-22T03:35:09.000Z,Facial recognition is now being used inclassrooms to monitor facial expressions and attentiveness in class! 😱,05/2018,0,0,0.125,0.0625
255924292,2018-05-23T23:50:03.000Z,"Amazon'sservices draw surveillance concerns | @amazon 
",05/2018,1,0,0.1666666666666666,0.16666666666666666
257088949,2018-05-23T22:59:28.000Z,Critics Askto Stop SellingTechnology to Police ,05/2018,0,0,0.1666666666666666,0.16666666666666666
20406838,2018-05-23T22:57:31.000Z,"The @ACLU asksto stop sellingtechnology to police. 
 ",05/2018,0,0,0.1428571428571428,0.14285714285714285
26930244,2018-05-23T20:47:33.000Z," asked to stop sellingto police by 
more than two dozenorganizations.
 ",05/2018,0,0,0.1,0.1
38751027,2018-05-23T19:39:42.000Z,Amazon Pushes Facial Recognition to Police. Critics See Surveillance Risk-,05/2018,0,0,0.4,0.2
775781157539614721,2018-05-23T17:21:05.000Z,The solution for school shootings...software!?!,05/2018,1,0,0.2,0.2
737343968002727937,2018-05-23T17:08:36.000Z,Could this be the newtrend in fighting crime?,05/2018,0,0,0.125,0.125
896834928406441984,2018-05-23T16:44:49.000Z,"On&amp; :

“People should be free to walk down the street without being watched by the government. By automating mass surveillance facial recognition systems like Rekognition threaten this freedom..."" ",05/2018,1,0,0.1379310344827586,0.10344827586206896
256074208,2018-05-23T16:23:36.000Z, turns to tech to monitor shame and rate citizensvia @CNET ,05/2018,0,0,0.1,0.1
3527715379,2018-05-23T16:05:00.000Z,Police surveillance gets a terrifying boost from Amazon's AI facial recognition,05/2018,0,1,0.4545454545454545,0.18181818181818182
2958922729,2018-05-23T16:00:54.000Z,"""The American Civil Liberties Union and other privacy activists are asking Amazon to stop marketing a powerful facial recognition tool to police""

What implications will this have for @amazon going forward? 



",05/2018,1,0,0.1290322580645161,0.03225806451612903
21763990,2018-05-23T14:29:59.000Z,Amazon'stools 'primed for abuse' by government groups argue ,05/2018,0,0,0.125,0.125
1566012720,2018-05-23T13:40:10.000Z,ACLU wants Amazon to stop sellingtechnology to police departments citing privacy issues,05/2018,0,0,0.1666666666666666,0.08333333333333333
84754103,2018-05-23T12:36:37.000Z,Amazon Pushes Facial Recognition to Police. Critics See Surveillance Risk.,05/2018,0,0,0.4,0.2
132232120,2018-05-23T12:08:00.000Z, Pushesto Police. Critics SeeRisk. ,05/2018,0,0,0.25,0.25
987925502542442496,2018-05-23T10:42:00.000Z, Pushesto Police. Critics SeeRisk ,05/2018,0,0,0.25,0.25
925021758796656641,2018-05-23T10:33:06.000Z,"Police surveillance gets a terrifying boost from Amazon's AI facial recognition



 ",05/2018,0,1,0.4545454545454545,0.18181818181818182
4876948522,2018-05-23T10:00:03.000Z,Amazon Pushes Facial Recognition to Police. Critics See Surveillance Risk.,05/2018,0,0,0.4,0.2
730014061841240064,2018-05-23T09:11:13.000Z,"How exciting is this?! Real time facial recognition being used by the Florida police.
These are the things that our dreams are made of. 

",05/2018,1,1,0.125,0.041666666666666664
151381533,2018-05-23T08:03:52.000Z,Amazon defends marketing facial recognition tool to police amid privacy concerns,05/2018,1,0,0.3636363636363636,0.09090909090909091
306743476,2018-05-23T08:00:04.000Z,'User Manual for Authoritarian ':Red Alert as Amazon PeddlesTool to Police -via @commondreams,05/2018,1,0,0.1538461538461538,0.07692307692307693
255924292,2018-05-23T07:51:17.000Z,"Amazon'sservices draw surveillance concerns | @amazon 
",05/2018,1,0,0.1666666666666666,0.16666666666666666
617734710,2018-05-24T18:15:05.000Z, Pushesto Police. Critics See Surveillance Risk. ,05/2018,0,0,0.3333333333333333,0.3333333333333333
77312459,2018-05-24T16:50:47.000Z,"The @ACLU says @amazon is “powering dangerous surveillance"" through sale oftechnology to government.",05/2018,0,0,0.1538461538461538,0.15384615384615385
718804592973053952,2018-05-24T16:10:29.000Z,"According to information released under Freedom of Information laws the Metropolitan Police's automated(AFR) technology has a 98 per cent false positive rate.
 via @theregister",05/2018,1,0,0.125,0.041666666666666664
269882231,2018-05-24T15:40:11.000Z,"Time: “Amazon Is Under Fire for Selling Controversial Facial Recognition Tech to Police” 


 ",05/2018,0,0,0.3076923076923077,0.07692307692307693
718804592973053952,2018-05-24T14:17:33.000Z,.@ACLU asks @amazon to stop selling face-recognition tech to police | Planet Biometrics News,05/2018,0,0,0.2857142857142857,0.07142857142857142
44663631,2018-05-24T13:12:43.000Z,Activists urge Amazon to dropfor police,05/2018,1,0,0.1666666666666666,0.16666666666666666
2517651396,2018-05-24T13:00:59.000Z,Amazon defends providing police facial recognition tech,05/2018,1,0,0.5714285714285714,0.14285714285714285
15100979,2018-05-24T10:42:15.000Z,Amazon Pushes Facial Recognition to Police. Critics See Surveillance Risk.,05/2018,0,0,0.4,0.2
4830114910,2018-05-24T09:16:54.000Z,"AWStool for police highlights controversy ofin certain markets 
 ",05/2018,1,1,0.125,0.125
306743476,2018-05-24T08:56:33.000Z,'User Manual for Authoritarian ':Red Alert as Amazon PeddlesTool to Police -via @commondreams,05/2018,1,0,0.1538461538461538,0.07692307692307693
255924292,2018-05-24T07:50:03.000Z,"Amazon'sservices draw surveillance concerns | @amazon 
",05/2018,1,0,0.1666666666666666,0.16666666666666666
718804592973053952,2018-05-24T02:42:04.000Z,.@ACLU asks @amazon to stop selling face-recognition tech to police | Planet Biometrics News,05/2018,0,0,0.2857142857142857,0.07142857142857142
262134493,2018-05-24T02:41:51.000Z,Interesting plane ride today.Sat next to a woman who leads a surveillance and security company.Spoke for 2.5 hours.It's incredible what AI is doing for safety.,05/2018,1,1,0.16,0.04
718804592973053952,2018-05-25T23:48:48.000Z,"ACLU: Amazon Shouldn't Sell Face-recognition Tech to Police
 via @forensicmag
",05/2018,1,0,0.3,0.1
216538763,2018-05-25T23:31:07.000Z,Bezos the SPY master: Amazon now powering facial recognition surveillance technology for police,05/2018,1,0,0.3846153846153846,0.15384615384615385
2895535734,2018-05-25T22:00:07.000Z,Amazon asked to stop selling facial recognition technology to police@MikeQuindazzi @KirkDBorne @GlenGilmore @antgrasso@alvinfoo @MHiesboeck @JGrobicki @kuriharan @DioFavatas ,05/2018,0,0,0.2352941176470588,0.058823529411764705
19841902,2018-05-25T21:30:01.000Z,@johnrobb what's your take on Amazon Facial Recognition Police State as a Service (AFRPSaaS)?,05/2018,1,0,0.2142857142857142,0.14285714285714285
3341950631,2018-05-25T21:16:10.000Z, tech that spots lying might be coming to airport security,05/2018,0,0,0.2,0.1
152348706,2018-05-25T17:01:44.000Z,Facewatch experts in sharing data to prevent crime in a GDPR compliant manner – let us take the strain,05/2018,0,0,0.1052631578947368,0.05263157894736842
857767646,2018-05-25T14:10:18.000Z,Orwellian nightmare or pragmatic policy? China has been in the spotlight for its 'social credit' system which relies on countless AI enhanced CCTV cameras. The police are now usingwith,05/2018,1,0,0.1379310344827586,0.034482758620689655
24845742,2018-05-25T09:40:02.000Z,Amazon criticized for selling police its facial recognition softwarevia @SiliconANGLE,05/2018,0,0,0.3,0.1
7679972,2018-05-25T08:11:02.000Z,"sunglasses that emit
 light
to defeat 
software 

is there a technology that could obscure raw video surveillance camera footage?
that would be a significant 

",05/2018,0,0,0.1666666666666666,0.041666666666666664
44663631,2018-05-25T08:05:51.000Z,Activists urge Amazon to dropfor police,05/2018,1,0,0.1666666666666666,0.16666666666666666
2181411536,2018-05-25T07:01:41.000Z,With AI promising limitless opportunities the Singapore government has identified facial recognition as one of the key pillars for the country’s plans to becoming the world’s first smart nation.,05/2018,1,1,0.1379310344827586,0.10344827586206896
836272957,2018-05-25T06:33:01.000Z,Facial recognition company CEO explains why government surveillance is bad for privacy:via @TheNextWeb,05/2018,0,0,0.3846153846153846,0.15384615384615385
115754870,2018-05-25T01:59:09.000Z,"ACLU slams Amazon for facial recognition technology sale to police

@NewswithEd @dancohen3000 
@ACLU @Amazon ",05/2018,1,0,0.2857142857142857,0.07142857142857142
717348139,2018-05-25T01:05:08.000Z,"! 162 -Surveillance Is Here—Dangerously Sloppy Tech Devoid of Regulation; +
The Shameful Absurdity of "" "" Bills in Congress; +
CIATakes On the Unaccountable U.S. …
 ",05/2018,0,0,0.1111111111111111,0.037037037037037035
35203319,2018-05-26T18:00:00.000Z,Amazon is selling police departments a real-time facial recognition system@russellbrandom ,05/2018,1,0,0.4,0.1
18272274,2018-05-26T15:40:00.000Z,Amazon is selling police departments a real-time facial recognition system,05/2018,1,0,0.4,0.1
27908591,2018-05-26T13:56:04.000Z,Amazon is selling police departments a real-time facial recognition system,05/2018,1,0,0.4,0.1
717348139,2018-05-26T13:05:11.000Z,"! 162 -Surveillance Is Here—Dangerously Sloppy Tech and Devoid of Regulation; +
Absurd &amp; Shameful: "" "" Bills Pending in Congress; +
CIATakes On the Unaccountable U.S. …
 ",05/2018,0,0,0.1071428571428571,0.03571428571428571
1850947177,2018-05-26T10:48:02.000Z,"Amazon is teaming with police to use&amp;for tracking people movement.

",05/2018,1,0,0.1,0.1
743398777856331776,2018-05-26T07:03:14.000Z," tech that spots lying might be coming to airport security

— Sputnik (SputnikInt) May 26 2018",05/2018,0,0,0.125,0.0625
128334973,2018-05-26T07:00:43.000Z,SputnikInt:tech that spots lying might be coming to airport security,05/2018,0,0,0.2,0.1
18950544,2018-05-26T05:34:50.000Z,Amazon is selling police departments a real-timesystem called,05/2018,1,0,0.125,0.125
3341950631,2018-05-26T04:00:56.000Z, tech that spots lying might be coming to airport security,05/2018,0,0,0.2,0.1
717348139,2018-05-26T02:05:05.000Z,"! 162 -Surveillance Is Here—Dangerously Sloppy Tech and Devoid of Regulation; +
Absurd &amp; Shameful: "" "" Bills Pending in Congress; +
CIATakes On the Unaccountable U.S. …
 ",05/2018,0,0,0.1071428571428571,0.03571428571428571
992882621016367104,2018-05-26T01:57:11.000Z,"Amazon offers police facial recognition tool worrying privacy advocates
See why 

",05/2018,0,0,0.3636363636363636,0.09090909090909091
12964542,2018-05-27T23:36:37.000Z, - Police trialsoftware to help process mobile phone evidence: Move to use software capable of facial recognition prompts concerns overand the introduction of bias - Owen Bowcott &amp; Hannah Devlin (Guardian),05/2018,1,0,0.1612903225806451,0.03225806451612903
53498980,2018-05-27T22:37:31.000Z,Crime predictingabout to roll outin !,05/2018,0,1,0.1666666666666666,0.16666666666666666
1643372640,2018-05-27T20:21:02.000Z,Facial recognition software can spot liars and could help bust airport terrorists@Telegraph ,05/2018,0,0,0.25,0.08333333333333333
18950544,2018-05-27T17:38:05.000Z,Police trialsoftware to help process mobile phone evidence - Move to use software capable ofprompts concerns overand the introduction of@guardiantech,05/2018,1,0,0.1,0.05
717348139,2018-05-27T02:25:04.000Z,"! 162 -Surveillance Is Here—Dangerously Sloppy Tech and Devoid of Regulation; +
Absurd &amp; Shameful: "" "" Bills Pending in Congress; +
CIATakes On the Unaccountable U.S. …
 ",05/2018,0,0,0.1071428571428571,0.03571428571428571
29815389,2018-05-28T16:59:05.000Z,With the largest surveillance system China is also building one of the world’s most comprehensivedatabases. Despite the positive outcomes the rollouts of facial recognition are happening without ethical and legal considerations ,05/2018,0,0,0.1612903225806451,0.03225806451612903
966263603576889345,2018-05-28T16:34:24.000Z,"Facial recognition software treats everyone as equally suspect by examining all of us (thereby potentiall violating our ) and then allowing anto decide whether we’ve done something wrong. 



",05/2018,0,0,0.1071428571428571,0.03571428571428571
836272957,2018-05-28T14:19:01.000Z,Police trial AI software to help process mobile phone evidence:via @guardian,05/2018,1,0,0.2727272727272727,0.09090909090909091
983638978371969024,2018-05-28T13:55:57.000Z,"Amazon’sis empowering the government to identify over 300000 persons of interest from public CCTV. What do you think about this? 
 
",05/2018,1,0,0.1,0.05
282585627,2018-05-28T13:35:33.000Z,In China's footsteps: Amazon and US schools normalize automatic facial recognition and constant surveillance,05/2018,1,1,0.2142857142857142,0.07142857142857142
10639222,2018-05-28T10:37:51.000Z,'Recipe for disaster': Amazon under fire for selling face-recognition software to police,05/2018,0,0,0.25,0.08333333333333333
2827421829,2018-05-28T07:18:00.000Z,"tool for police highlights controversy ofin certain markets
 ",05/2018,1,0,0.125,0.125
717348139,2018-05-28T01:05:05.000Z,"! 162 -Surveillance Is Here—Dangerously Sloppy Tech and Devoid of Regulation; +
Absurd &amp; Shameful: "" "" Bills Pending in Congress; +
CIATakes On the Unaccountable U.S. …
 ",05/2018,0,0,0.1071428571428571,0.03571428571428571
1697923279,2018-05-29T23:49:12.000Z, system is racist Human Rights Law Centre warns. Mmmm seems a standard response from they class everything is classed racist. Biggest worry iswith this we’re back to days of “special branch” surveillance not good ,05/2018,0,0,0.1176470588235294,0.029411764705882353
3240487051,2018-05-29T23:28:51.000Z,Human Rights Law Centre warns that facial matching system proposed by Australian government is racist,05/2018,0,0,0.3333333333333333,0.06666666666666667
29726352,2018-05-29T16:19:07.000Z,MP's committee says Government should ensure IT upgrade foris completed without delay with a fully automatic image deletion system,05/2018,1,0,0.1052631578947368,0.05263157894736842
490532138,2018-05-29T16:00:26.000Z,Amazon asked to stop sellingto police,05/2018,0,0,0.1666666666666666,0.16666666666666666
721590650563461120,2018-05-29T14:00:54.000Z,"How access controlled revolving doors can protect businesses from crime? 
Read more:

@Axis_MEA",05/2018,0,0,0.2307692307692307,0.07692307692307693
3397344197,2018-05-29T13:30:19.000Z,"Activists Urge Amazon to Drop Facial Recognition for Police.

 ",05/2018,0,0,0.3333333333333333,0.1111111111111111
492677033,2018-05-29T13:19:10.000Z,"UK facial biometrics firm awarded US border security contract 
",05/2018,1,0,0.3333333333333333,0.1111111111111111
2435452856,2018-05-29T09:40:52.000Z,'Police trial AI software to help process mobile phone evidence',05/2018,1,0,0.3,0.1
138337137,2018-05-29T08:24:02.000Z,Amazon Pushesto Police. Critics See Surveillance Risk .an increasingly heated debate around the role of,05/2018,0,0,0.1333333333333333,0.13333333333333333
925719033307193344,2018-05-29T07:57:27.000Z,India is using facial-recognition to reunite missing children with their familiesimage @wef,05/2018,0,0,0.1666666666666666,0.08333333333333333
832991683876892672,2018-05-30T20:38:31.000Z,"

The Government’s ProposedTech Risks Being ExtremelyAnd Dangerous
",05/2018,0,0,0.1428571428571428,0.14285714285714285
1436070643,2018-05-30T14:35:55.000Z,Police use of facial recognition is becoming mainstream quickly. There is little regulation or accountability argues @RiskFactorBlog.via @IEEESpectrum,05/2018,0,0,0.2222222222222222,0.05555555555555555
324353641,2018-05-30T07:10:11.000Z, is used in more places from verifying a person's facial identity to smart surveillance. Here's how it works. ,05/2018,1,0,0.1111111111111111,0.05555555555555555
20757469,2018-05-30T07:05:04.000Z,MP says Government should ensure IT upgrade foris completed without delay - complete with a fully automatic image deletion system,05/2018,1,0,0.1,0.05
152348706,2018-05-31T16:01:53.000Z,2029 Polled You-Gov 12/17 – Public Perception of Facial Recognition &amp; Crime Prevention of those that expressed an opinion 92.5% said -Local businesses and the police should be working together by sharing images to prevent and solve crime ,05/2018,0,0,0.131578947368421,0.05263157894736842
948885604091101184,2018-05-31T12:19:24.000Z,"Facial-recognition technology is soaring in China where it is being used to help consumers as well as police who can track people’s movements friends and even try to predict crime.

",05/2018,1,1,0.1666666666666666,0.06666666666666667
152348706,2018-05-31T09:35:51.000Z,Facewatch will reduce crime in your business by up to 35% in the first year. Contact us for more information,05/2018,0,0,0.1,0.05
297397741,2018-05-31T01:29:03.000Z,"Pentagon developing Identity Authentication system based on behavioral biometrics risk scores


",05/2018,0,0,0.1818181818181818,0.09090909090909091
487558119,2018-06-01T14:15:20.000Z,UK police are triallingsoftware capable ofto help process digital evidence from mobile phones and computers.,06/2018,1,0,0.1333333333333333,0.06666666666666667
1001560354139377664,2018-06-01T12:34:27.000Z,"Facial Recognition May Boost Airport Security But Raises Privacy Worries



 ",06/2018,0,0,0.4,0.1
805741436465512448,2018-06-01T09:04:06.000Z," company CEO explains why government surveillance is bad for .
",06/2018,0,0,0.2,0.2
487558119,2018-06-01T08:55:06.000Z,"Asystem that can reportedly scan China's entire population in a second is being used to help police improve security. 
",06/2018,1,0,0.1052631578947368,0.05263157894736842
18843840,2018-06-03T20:59:40.000Z,"Best of(week ending 6/2papers)

. Wildest Faces:&amp; Recognition in Violent Settings

 ( perspective to ID people in crime scenes"")",06/2018,0,1,0.1578947368421052,0.05263157894736842
2425836948,2018-06-04T16:47:13.000Z,"Scottsdale Arizona is ground zero for the death of privacy in the United States.

Police body cameras with artificial intelligence...

",06/2018,1,0,0.2,0.05
608079104,2018-06-04T12:57:27.000Z,"Face Recognition does not identify criminals. Humans do. The system is a tool to improve the human’s efficiency.

@DMRegister @WHOhd",06/2018,1,1,0.1,0.05
38952364,2018-06-04T09:34:01.000Z,Amazon Pushesto Police. Critics SeeRisk.,06/2018,0,0,0.2,0.2
152348706,2018-06-04T05:30:12.000Z,Shoplifting grows in England and Wales new data shows. Facewatch will reduce crime in your business,06/2018,0,1,0.125,0.0625
718804592973053952,2018-06-05T21:24:55.000Z,"New Homeland Security system will bring facial recognition to land borders this summer
 via @Verge",06/2018,1,1,0.2666666666666666,0.06666666666666667
26431083,2018-06-05T09:13:12.000Z,Researchers at Michigan State University (MSU) developed a facial recognition software program that could help save the lives of endangered primates,06/2018,1,0,0.1428571428571428,0.047619047619047616
9547792,2018-06-06T05:13:19.000Z,"People should be free to walk down the street without being watched by the government. Facial recognition in American communities threatens this freedom.”
Read more here: 

",06/2018,1,0,0.1153846153846153,0.038461538461538464
718804592973053952,2018-06-06T01:49:28.000Z,"New Homeland Security system will bring facial recognition to land borders this summer
via @Verge",06/2018,1,1,0.2666666666666666,0.06666666666666667
28170108,2018-06-07T21:53:41.000Z,Police start using drones AI - what can possibly go wrong?,06/2018,0,0,0.1818181818181818,0.09090909090909091
766283682927828992,2018-06-07T18:45:08.000Z,"""New Homeland Security system will bring facial recognition to land borders this summer""
Scary.

",06/2018,0,1,0.2857142857142857,0.07142857142857142
718804592973053952,2018-06-07T18:27:33.000Z,"'An alternative archive that can work to counter its original purposes'
in:
Surveillance Bias and Control in the Age of Facial Recognition Softwarevia @frieze_magazine",06/2018,1,1,0.2083333333333333,0.041666666666666664
718804592973053952,2018-06-07T17:38:19.000Z,Surveillance Bias and Control in the Age of Facial Recognition Softwarevia @frieze_magazine,06/2018,0,0,0.4166666666666667,0.08333333333333333
718804592973053952,2018-06-07T17:36:37.000Z,Surveillance Bias and Control in the Age of Facial Recognition Softwarevia @frieze_magazine,06/2018,0,0,0.4166666666666667,0.08333333333333333
718804592973053952,2018-06-07T17:03:57.000Z,Blocking facial recognition surveillance using AIvia @NakedSecurity,06/2018,0,0,0.4285714285714285,0.14285714285714285
710776230405087232,2018-06-07T14:56:18.000Z,"The Department of Homeland Security plans on installing its AI-powered VFS facial recognition system at the US/Mexico border In August.
",06/2018,1,0,0.25,0.1
34423941,2018-06-07T11:54:53.000Z, is discriminatory ineffective and unaccountable military technology that enables massin the blink of an eye. Reject it unilaterally as a tool for local and federal law enforcement agencies. ,06/2018,0,0,0.1071428571428571,0.03571428571428571
718804592973053952,2018-06-07T03:29:39.000Z,"New Homeland Security system will bring facial recognition to land borders this summer
via @Verge",06/2018,1,1,0.2666666666666666,0.06666666666666667
718804592973053952,2018-06-07T03:12:18.000Z,Amazon Teams Up With Government to Deploy Dangerous New Facial Recognition Technologyvia @aclu,06/2018,0,0,0.2307692307692307,0.07692307692307693
2356982959,2018-06-08T16:14:15.000Z,Philippines’ military to acquiresoftware for terror intelligence ,06/2018,0,0,0.1428571428571428,0.2857142857142857
518238327,2018-06-08T16:12:50.000Z,Philippines’ military to acquiresoftware for terror intelligence ,06/2018,0,0,0.1428571428571428,0.2857142857142857
718804592973053952,2018-06-08T15:41:05.000Z,Surveillance Bias and Control in the Age of Facial Recognition Softwarevia @frieze_magazine,06/2018,0,0,0.4166666666666667,0.08333333333333333
15221598,2018-06-09T23:00:21.000Z,Security companies want to use facial recognition to stop school shootings.(Futurism),06/2018,1,0,0.2727272727272727,0.09090909090909091
429008970,2018-06-09T11:42:05.000Z,"What tech calls “AI” isn’t really AI: Facial recognition surveillance and helping you buy things are a far cry from android sentience

 via @Salon 

",06/2018,0,0,0.2083333333333333,0.041666666666666664
3527715379,2018-06-09T02:27:56.000Z,Security companies want to use facial recognition to stop school shootings,06/2018,1,0,0.2727272727272727,0.09090909090909091
28170108,2018-06-10T22:04:38.000Z,Unproven facial-recognition companies target schools promising an end to shootings,06/2018,1,0,0.2,0.1
68939904,2018-06-10T07:05:03.000Z,Security companies propose facial recognition tech and AI to prevent school shootings,06/2018,1,0,0.4166666666666667,0.08333333333333333
149666064,2018-06-10T05:26:22.000Z,Can 30000 Cameras Help Solve Chicago’s Crime Problem?,06/2018,0,0,0.125,0.125
308789690,2018-06-11T17:03:01.000Z,'s first airport to have an automated smart facial recognition system at its entry security and boarding points.via,06/2018,1,1,0.2222222222222222,0.05555555555555555
2851405380,2018-06-11T11:50:07.000Z,Private security companies are marketingtechnology to schools to prevent school shootings,06/2018,1,0,0.1818181818181818,0.09090909090909091
608079104,2018-06-11T09:33:40.000Z,"You NEED human super recognizers to work with automated facial recognition software.If we work TOGETHER we can catch criminals and make our places and borders safer.

@metpoliceuk",06/2018,1,0,0.1111111111111111,0.037037037037037035
117134586,2018-06-12T13:17:41.000Z,"Police Facial Recognition Technology Risks Mistaken Identity 

98% of people identified through facial recognition software trialled by the Met Police proved not to be the person they were looking for. 



",06/2018,0,0,0.1666666666666666,0.03333333333333333
45105785,2018-06-12T08:30:00.000Z,Amazon to the rescue? Florida police are using Amazon’s incredible real-time facial-recognition tech to fight crime (and they didn’t get it for free...):,06/2018,1,0,0.217391304347826,0.08695652173913043
781412151093235712,2018-06-12T06:21:09.000Z,Security Companies Want To UseTo Stop School Shootings@Futurism ,06/2018,1,0,0.125,0.125
967424267343319041,2018-06-13T19:56:02.000Z,Facial Recognition to Aid in Border Security this Summer (Multi-Video)@AmerSecToday,06/2018,1,0,0.3,0.1
864120276396773376,2018-06-13T13:30:19.000Z,"Can self-service iProov facial recognition secure U.S. land crossings?U.K.-based @iProovtechnology is being used in the US toimprove operations and security at unstaffed land border crossings.
",06/2018,1,0,0.12,0.04
15221598,2018-06-13T12:21:27.000Z,Security companies want to use facial recognition to stop school shootings.(Futurism),06/2018,1,0,0.2727272727272727,0.09090909090909091
2826536509,2018-06-13T09:08:21.000Z,Cardiff resident launches first UK legal challenge to police use oftechnology in public spaces ,06/2018,1,1,0.2142857142857142,0.07142857142857142
1132795518,2018-06-14T22:20:43.000Z,UK Police face legal action over use of facial recognition cameras@metpoliceukvia @guardian,06/2018,1,0,0.3333333333333333,0.08333333333333333
32332637,2018-06-14T20:47:51.000Z,South Wales Police threatened with legal action if it doesn't stop usingtechnology ,06/2018,0,0,0.1666666666666666,0.08333333333333333
2782300825,2018-06-14T18:00:01.000Z,'The police are supposed to protect us and make us feel safe - but this technology does the opposite' A powerful piece by @DrEdBridges on why he is fightingtech with @libertyhq. Support here:,06/2018,1,1,0.1212121212121212,0.030303030303030304
398876214,2018-06-14T17:29:25.000Z, Police face legal action over use ofcameras ,06/2018,1,0,0.2857142857142857,0.14285714285714285
2826536509,2018-06-14T16:38:15.000Z,"' It’s intimidating disproportionate and dangerously inaccurate – and it undermines our rights' 

Why I'm Challenging Cardiff Police On Their Invasive Facial Recognition Technology by @DrEdBridges

",06/2018,0,0,0.1538461538461538,0.038461538461538464
994536222126198784,2018-06-14T15:41:22.000Z,"Here’s what’s wrong with mass surveillance
",06/2018,0,0,0.1666666666666666,0.3333333333333333
715491550109642752,2018-06-14T12:30:09.000Z,"Could self-service iProov facial recognition secure U.S. land crossings?
U.K.-based @iProovtechnology is being used in the US toimprove operations and security at unstaffed land border crossings.
 
 ",06/2018,1,0,0.1153846153846153,0.038461538461538464
16449776,2018-06-14T11:35:00.000Z,Facial recognition tech wrongly identifying people as criminals. How technology is used against the people to build an authoritarian society,06/2018,0,0,0.2,0.05
43266236,2018-06-14T07:21:34.000Z,Measures and Counter-measures. This one - good for citizen ; bad for law and order crime detection,06/2018,0,0,0.1764705882352941,0.058823529411764705
705035876401848320,2018-06-15T15:30:09.000Z,Facial recognition technology could see Home Office and Met Police face legal action,06/2018,1,0,0.3846153846153846,0.07692307692307693
189032571,2018-06-15T13:43:34.000Z,Police face legal action over use of facial recognition cameras,06/2018,1,0,0.4,0.1
1468111921,2018-06-15T12:21:00.000Z,Police face legal action over use ofcameras ,06/2018,1,0,0.2857142857142857,0.14285714285714285
733257810423762944,2018-06-15T11:59:40.000Z,"We're with you @DrEdBridges &amp; @libertyhq!!
""Why I'm Challenging Cardiff Police On Their Invasive Facial Recognition Technology""
",06/2018,1,1,0.2352941176470588,0.058823529411764705
3305615771,2018-06-15T09:15:04.000Z,South Wales Police given ultimatum to drop facial recognition tech,06/2018,0,0,0.4,0.1
4503695489,2018-06-15T09:00:22.000Z,South Wales Police given ultimatum to drop facial recognition tech,06/2018,0,0,0.4,0.1
3300913889,2018-06-15T09:00:22.000Z,South Wales Police given ultimatum to drop facial recognition tech,06/2018,0,0,0.4,0.1
724611831785000960,2018-06-15T06:31:29.000Z,"Police face legal action over use ofcameras.

",06/2018,1,0,0.2857142857142857,0.14285714285714285
28170108,2018-06-16T23:51:07.000Z,India's national multi biometric (Facial recognition/iris scanning/fingerprint) scheme has been delayed until August.,06/2018,0,0,0.1538461538461538,0.07692307692307693
2204214774,2018-06-17T16:33:30.000Z,Thirty-one states allow police to access driver’s license photos to identify suspects; civil liberties advocates argue it infringes on privacy(),06/2018,1,0,0.15,0.1
2658243187,2018-06-17T15:00:33.000Z,"Thirty-one states allow police to access driver’s license photos to identify suspects; civil liberties advocates argue it infringes on privacy 
 ",06/2018,1,0,0.15,0.1
156396195,2018-06-17T07:32:03.000Z,“Two legal challenges have been launched against police forces in south Wales and London over their use of automated(AFR) technology on the grounds the surveillance is unregulated and violates privacy.” ,06/2018,0,0,0.1666666666666666,0.06666666666666667
28170108,2018-06-18T23:52:10.000Z,Amazon faces pressure to stop selling facial recognition to police,06/2018,0,0,0.3,0.1
123408841,2018-06-18T22:58:01.000Z,Amazon Shareholders Call For Jeff Bezos To Stop Selling Facial Recognition To Police:,06/2018,0,0,0.2307692307692307,0.07692307692307693
2704509944,2018-06-18T21:42:05.000Z,Amazon faces pressure to stop selling facial recognition to police,06/2018,0,0,0.3,0.1
570249873,2018-06-18T21:06:17.000Z,We're at Amazon Spheres today tellingto STOP selling itssoftware to military/law enforcement!READ MORE:,06/2018,0,0,0.1538461538461538,0.07692307692307693
216172921,2018-06-18T21:06:00.000Z,"Jeff Bezos is drawing the ire of Amazon shareholders who are demanding the tech behemoth stop selling the face-tracking software tool Rekognition to the government and law enforcement.
",06/2018,0,0,0.1785714285714285,0.03571428571428571
1853929382,2018-06-18T17:12:01.000Z,"Two legal challenges have been launched against police forces in Wales and London over their use of automated facial recognition: 

",06/2018,1,0,0.2,0.05
1423531074,2018-06-18T16:14:46.000Z," software is flawed invasive and probably illegal.

 shareholders call for halt of facial recognition sales to police

",06/2018,0,0,0.2941176470588235,0.058823529411764705
