author_id,text,model,YM,gov_sentiment
3326342815,"Amazon faces pressure to stop selling facial recognition to police 

",SAME,06/2018,0
15135567," workers are protesting the sale ofsoftware to police
",SAME,06/2018,0
46372645,My answer to Would you accept the use of machine learning facial recognition in public if it meant violet crime was reduced by 95%?,SAME,06/2018,0
2658243187,"Amazon employees protest sale of facial recognition software to police 
 ",SAME,06/2018,0
994536222126198784,"Japan is considering deploying AI to predict crime hotspots
",SAME,06/2018,0
2191079366," Malaysian police to wear Chinesestart-up @YITUTechcamera to identify suspected criminals 




",SAME,06/2018,0
38456507,Over 100 Amazon employees including senior software engineers signed a letter asking Jeff Bezos to stop sellingsoftware to police,SAME,06/2018,0
14979635,"""As the black chief executive of a software company doithave a personal connection to the technology. Facial recognition used in the identification of suspects negatively affects people of color. To deny this fact would be a lie.""",SAME,06/2018,0
25927615,"OrlandoStarts ~COME 4 Vacation w/Warrant~You'll Stay on Vacation.Return 4 ViolationOfProbation if Poor~NON payment of monthly Probation is a CRIME. 
@ACLU Demands @OrlandoPolice Stop using @Amazon Facial Recognition ",SAME,06/2018,0
34564752,"Amazon workers protest sale of facial recognition tech to US immigration service 
",SAME,06/2018,0
4876948522,Amazon employees protest sale of facial recognition software to police,SAME,06/2018,0
50636347,Facial recognition software is not ready for use by law enforcement: use of commercialin law enforcement or in government surveillance of any kind is wrong — it opens the door for gross misconduct by the morally corrupt,SAME,06/2018,0
10635462,Whether you believe government surveillance is ok or not using commercial facial recognition in law enforcement is irresponsible and dangerous.,SAME,06/2018,0
4482754095,Amazon workers protest sale of facial recognition tech to US immigration serviceby @alphr,SAME,06/2018,0
918196267150389248,Facial recognition AI has no place in an America where police brutality and wrongful prosecution occurs daily.Further development is needed to eliminate the ever-growing bias both in the software and in American society.,SAME,06/2018,0
92111902,"Nationally the Orlando International Airport is the first US airport to commit to facial recognition technology so smile real big when going through security.

 ",SAME,06/2018,1
2836029222,"Facial Recognition Subway Payment: 
Forget subway cards — you can pay for your ticket with your face.
",SAME,06/2018,0
2204214774,California State Threat Assessment System (CALSTAS) Training:()Cellular Phones,SAME,07/2018,0
950927428922167296,When you read about inaccuratesystems used by police it's hard to interpret because accuracy in biometrics is tricky:,SAME,07/2018,0
718804592973053952,Face Recognition CEO Says Use of This Tech by Police Is 'Irresponsible and Dangerous' via @gizmodo,SAME,07/2018,0
775781157539614721,"After nabbing the Capital Gazette shooter public official saysis a ""valuable tool for fighting crime in our state"" ",SAME,07/2018,0
289616919,"Capital Gazette Shooting Suspect Was IDed Using Controversial Facial Recognition Database
 
",SAME,07/2018,0
832731336,"Facial recognition found Capital Gazette suspect among 10M photos
 

 ",SAME,07/2018,0
1373016955,"Sign this open letter urgingto stop supplying government and law enforcement agencies withtechnology as it is ""an unprecedented threat toand civil liberties.""",SAME,07/2018,0
2356982959,UNrapporteur criticizes accuracy and proportionality of Wales police use of,SAME,07/2018,0
518238327,UNrapporteur criticizes accuracy and proportionality of Wales police use of,SAME,07/2018,0
2208973556,~Can an alliance of US Army lawyers language processing technology and facial recognition fix the US immigration crisis? It seems unlikely.@DHSgov @USArmy ,SAME,07/2018,0
1171947140,Interesting following the progress of this case - Cardiff man gets go-ahead to bring first UK legal challenge to police use of facial recognition technology on the streets |(via @libertyhq) ,SAME,07/2018,1
718804592973053952,"Face Recognition CEO Says Use of This Tech by Police Is 'Irresponsible and Dangerous' 



via @gizmodo",SAME,07/2018,0
35718116,Thanks to @DigitalBarriers for explaining facial recognition technology to us today. It spotted me in a crowd!,SAME,07/2018,1
2249121151,'Facial recognition-powered government surveillance is an extraordinary invasion of the privacy of all citizens and a slippery slope to losing control of our identities altogether' @TechCrunch,SAME,07/2018,0
76004287,"LIVE: Met police facial recognition

We’re at City Hall where the Commissioner of the Met is being questioned by @sianberry about Metropolitan Police automated facial recognition in London’s public spaces.

Watch here: 

",SAME,07/2018,0
864120276396773376,"UK police officers may in future be equipped with automatic(AFR) technology on their smartphones the Home Office said last week publishing a biometrics report after four years of parliamentary pressure.
",SAME,07/2018,0
892780549688877056,"  ""The head of London’s Metropolitan Police force has defended the organization’s ongoing trials of automated facial recognition systems despite legal challenges and criticisms that the technology is “alm… ",SAME,07/2018,0
133667219,"""Biased facial recognition could affect everything from police work to hiring!?""
 

",SAME,07/2018,0
131074139,"London police chief ‘completely comfortable’ using facial recognition with 98 percent false positive rate

",SAME,07/2018,1
4166755647,"""It must stop building the facial recognition infrastructure for law enforcement agencies and the government and [...] never return to the business in the future""",SAME,07/2018,0
36677391,Sydney Airport and Qantas join forces in facial recognition trialvia @FinancialReview,SAME,07/2018,1
27521832,"Many scifi stories in the making:
Face Recognition CEO Warns of Police Abuse

 ",SAME,07/2018,0
1229675046,"IISS Cyber Report: 29 June-5 July
""Facial recognition software used to catch criminals; Russia’s alternatives to international cyber norms; the race to integrate cyber operations and electronic warfare.""",SAME,07/2018,0
60017224," is playing an increasing role in law enforcement border security and other purposes in the US and around the world.


",SAME,07/2018,1
807880205331300352,"RT HongKongFP: 'Big Brother' surveillance state? As facial recognition use grows so do privacy fears
 rleverafpDataPrivacyDay PrivacyToday privacyint privacyforum /PrivacyMatters theGNI ",SAME,07/2018,0
46861341," 'Big Brother' surveillance state? As facial recognition use grows so do privacy fears
 rleverafpDataPrivacyDay PrivacyToday privacyint privacyforum /PrivacyMatters theGNI ",SAME,07/2018,0
3071162052,"'Big Brother' surveillance state? As facial recognition use grows so do privacy fears
 @rleverafp@DataPrivacyDay @PrivacyToday @privacyint @privacyforum /@PrivacyMatters @theGNI ",SAME,07/2018,0
37874853,Asuse grows in border security law enforcement so do privacy fears,SAME,07/2018,0
1131352537,Asuse grows in border security law enforcement so do privacy fears,SAME,07/2018,0
25927615,Criminals Stay away fromPolice are usingwide spread-Airport+Parks Not telling Public Resume again against @ACLU~Orlando Police to continue testing @Amazon facial recognition software ,SAME,07/2018,0
3303713149,"""Big Brother' surveillance state? As facial recognition use grows so do privacy fears""

 via @ctmccartney",SAME,07/2018,0
3390863782, is using its high-tech industry to build the foundations of a nationalsystem applyingand AI to monitor citizens and enforcing rigid social and economic control.technology ,SAME,07/2018,0
3417651219, is playing an increasing role in law enforcement border security and other purposes in the U.S. and around the world.,SAME,07/2018,1
3608217915,Inside the creepy and impressive startup funded by the Chinese government developing AI that can recognise anyone anywhere (via @BIAUS),SAME,07/2018,1
994536222126198784,"Defensible to identify terrorists and national security threats but an invasion of privacy when used to catch the commonplace criminal. Where do we draw the line for facial recognition tools?

 via @usatoday",SAME,07/2018,0
140020888,"China's 'Big Brother' surveillance technology is impressive and chilling 
",SAME,07/2018,1
2515510693,"Police officers use facial recognition glasses to make criminals confess @SamDeBrule 

",SAME,07/2018,0
26470418,China facial recognition tech company Megvii (Face++)law enforcement financial services e-commerce retail ID verification. China biggest mkt in world for surveillance: $6.4bn 2016 growth 12.4%/yr. US mkt $2.9bn growth 0.7%/yr,SAME,07/2018,1
2243522683, Teams Up With Government to Deploy Dangerous New,SAME,07/2018,0
906498336,Inside the creepy and impressive startup funded by the Chinese government that is developing AI that can recognize anyone anywhere,SAME,07/2018,1
19397439,The police have been rolling out privacy-invading intimidating &amp; discriminatorysurveillance tech on our streets. If you're attomorrow find us and learn how to con the cameras with face paint to,SAME,07/2018,0
864704845847986177," President Brad Smith says both the government and private companies have a role in guiding ethical uses of.
",SAME,07/2018,1
19397439,Police use ofviolates our privacy and puts people off protesting. Get your face painted at Trafalgar Square to,SAME,07/2018,0
1358728513,More thoughts on facial recognition for fighting crime:,SAME,07/2018,0
19397439,Police use ofviolates our privacy and intimidates people into acting differently. Get your face painted atto,SAME,07/2018,0
20636628,.@Microsoft calls for regulation of-It is a debate that should occur but I worry whenever government gets involved that technology &amp; innovation could suffer. When you are the public space you do not have an expectation of privacy.,SAME,07/2018,0
405651845,This blog post by Microsoft president and CLO @BradSmi raises excellent point on the use of facial recognition and the need for government regulation    ,SAME,07/2018,1
177855709, is calling for government regulation onsoftware saying suchis too important and potentially dangerous for tech giants to police themselves. ,SAME,07/2018,0
2542751,Microsoft calls for government regulation of facial recognition because of 'potential for abuse',SAME,07/2018,0
807880205331300352,RT libertyhq: Police use ofviolates our privacy and intimidates people into acting differently. Get your face painted atto,SAME,07/2018,0
296728882,The Chinese govt is funding theirstart-ups to develop their tech and undercut their competitors when they sell overseas. So why would the Chinese government the world’s worst cyber security threat do that?via @TheEconomist,SAME,07/2018,0
296728882,Totally right.shouldn’t be everywhere and it shouldn’t look at everyone. ⁦At ⁦@DigitalBarriers⁩ we focus on national security counter-terrorism and serious public safety. We don’t trivialise the tech / dismiss privacy concerns ,SAME,07/2018,1
289742732,"👍👍
""Bradley Smith Microsoft president and chief legal officer argued that use of facial recognition must be regulated by the government.""",SAME,07/2018,0
1643372640,Microsoft calls for government regulation to prevent abuse of facial recognition tech@Telegraph ,SAME,07/2018,0
718804592973053952," and the Orlando Police Department plan to restart tests of controversial facial recognition software on Orlando residents.
 via @CNET",SAME,07/2018,0
14158133," steps up surveillance on XinjiangVia @FT Hikvision world’s largest maker of security cameras is supplying ~1000 facial recognition cameras in region

 ",SAME,07/2018,1
428987370,Law enforcement and technology experts gathered at the INTERPOL Global Complex for Innovation in Singapore to consider practical policing applications forand other advanced technologies.@INTERPOL_HQ ,SAME,07/2018,1
407005794,’s new airport to trialtechnology in security screening ,SAME,07/2018,1
215163606,The Canadian government has launched a national consultation on data and digital transformation. This is important! We need to better understand the real risks associated with the use of personal information in various applications.,SAME,07/2018,1
818477228833079297,Facial recognition was used to identity the Capital Gazette suspect among 10M photos...,SAME,07/2018,0
718804592973053952,Surveillance Bias and Control in the Age of Facial Recognition Software@frieze_magazine,SAME,07/2018,0
718804592973053952,"Face Recognition CEO Says Use of This Tech by Police Is 'Irresponsible and Dangerous'
 
 via @gizmodo",SAME,07/2018,0
718804592973053952,"Face Recognition CEO Says Use of This Tech by Police Is 'Irresponsible and Dangerous'

 via @gizmodo",SAME,07/2018,0
718804592973053952,Surveillance Bias and Control in the Age of Facial Recognition Softwarevia @frieze_magazine,SAME,07/2018,0
3417651219,British Police Identify Two Russian Suspects in Novichok Poisonings Using Facial Recognition Tech,SAME,07/2018,0
718804592973053952,Surveillance Bias and Control in the Age of Facial Recognition Softwarevia @frieze_magazine,SAME,07/2018,0
1362856610,So far the implementation of facial recognition software in the UK has been limited to a small number of trials by police forces... What's the future for this technology?,SAME,07/2018,0
109469660,"""Facial-Recognition Systems Pitched asSolutions""Our children and future generations lose their privacy?!?Becauseis abhorrent? REALLY America?!!buys our !
",SAME,07/2018,0
2376469586,"The US government fears this will happen soon. 

",SAME,07/2018,0
73526001,Schools Can Now GetTech - SAFR? Will facial recognition exacerbate racial bias by over policing people of color?via @WIRED @RobGlaser,SAME,07/2018,0
608079104,"When you look into a crowd what do you see focus on?
Facial Recognition Is More Than AI Software It Human's As Well

",SAME,07/2018,1
230643305,If you think you’ve seensurveillance think again! FaceFirst is proud to unveil our groundbreaking new face recognition surveillance platform Sentinel-IQ:,SAME,07/2018,1
718804592973053952,"Surveillance Bias and Control in the Age of Facial Recognition Software 
 via @frieze_magazine",SAME,07/2018,0
296728882,There should be a debate becauseshould not be everywhere or look at everyone - it is critical for tackling terrorism and major crime. But the privacy lobby is misrepresenting the facts clouding the debate putting public safety at risk ,SAME,07/2018,0
118058516,Facial Recognition Software Wrongly Identifies 28 Lawmakers As Crime Suspects,SAME,07/2018,0
2373909360,Facial Recognition Software&amp; Government Facial Recognition Software Wrongly Identifies 28 Lawmakers As Crime Suspects via ,SAME,07/2018,0
2908107542,"Amazon’s facial-recognition tool misidentified 28 lawmakers as people arrested for a crime study finds 


@washingtonpost

 ",SAME,07/2018,0
2161651062,Amazon’s facial recognition tech wrongly identifies 28 lawmakers as suspected criminals@nytimestech,SAME,07/2018,0
754363350,’s Facial Recognition tool misidentified 28 lawmakers as people arrested for a crime study finds.From @washingtonpost:What should be done with ?,SAME,07/2018,0
832991683876892672," 

Police accused of deploying'by stealth' in",SAME,07/2018,0
278826425,Amazon has to go back to the drawing board after their facial recognition software Rekognition falsely identified 28 members of Congress as police suspects.,SAME,07/2018,0
953343549474574336,"Facial Recognition Software Wrongly Identifies 28 Lawmakers As Crime Suspects

 



",SAME,07/2018,0
377671948,"

 
Facial Recognition Software Wrongly Identifies 28 Lawmakers As Crime Suspects ",SAME,07/2018,0
2374745089,"Amazon’ssystem has been tested and proven to produce false matches yet law enforcement agencies continue to use this software to catch ""criminals.""

",SAME,07/2018,0
130194029, software wrongly identifies 28as crime suspects ,SAME,07/2018,0
766283682927828992,"""Amazon's facial recognition tool misidentified 28 members of Congress in ACLU test""
Not ready for primetime. Awful ramifications if it misidentifies a crime suspect.


$AMZN",SAME,07/2018,0
131036105,The anti facial recognitionthat can stop Facebook and Googlevia @MailOnline,SAME,07/2018,0
18405895,Amazon’s Facial Recognition Incorrectly IDs Congress As Criminals: ▶,SAME,07/2018,0
149666064,"'s Facial Recognition Tech Falsely Matched 28 Members OfWith Arrest 
The false matches were disproportionately minorities - 
via @trevortimm",SAME,07/2018,0
581648203, Software Wrongly Identifies 28 Lawmakers As Crime Suspects ...,SAME,07/2018,0
3527715379,Amazon Accidentally Makes Rock-Solid Case For Not Giving Its Face Recognition Tech To Police,SAME,07/2018,0
50636347,The @ACLU Used Amazon'sAnd It Labelled Congress Members As Criminals. The ACLU is using this demonstration to call for a moratorium on police use of facial-recognition technologyvia @Nextgov,SAME,07/2018,0
244216791,Amazon’s facial-recognition tool misidentified 28 lawmakers as people arrested for a crime study finds@washingtonpost,SAME,07/2018,0
2433923906,"police filming passengers and cars keeping the island safe.
.",SAME,07/2018,1
774628898491527168,"Facial recognition software allows governments the power of illegal surveillance of its citizens and the technology is often inaccurate which can lead to innocent people being implicated in crimes. 
",SAME,07/2018,0
17273460,"Facial recognition gives police a powerful new tracking tool. It’s also raising alarms. - NBC News 

 ",SAME,07/2018,1
22117639, Software Wrongly Identifies 28 Lawmakers As Crime Suspects -- ,SAME,07/2018,0
458036977,Facial recognition gives police a powerful new tracking tool. It's also raising alarms. - NBC News,SAME,07/2018,1
1014273559185641472,"In a test the @ACLU recently conducted of the facial recognition tool Rekognition the software incorrectly matched 28 members of Congress identifying them as other people who have been arrested for a crime.
",SAME,07/2018,0
48973359,"This is troubling. 

Facial recognition gives police a powerful new tracking tool. It's also raising alarms. - NBC News

",SAME,07/2018,0
3166017158,WHY I Say So Many TimesSTILL Not Ready For Widespread use ??? Amazon facial AI matched politicians with criminals in ACLU testvia @technology @jbarbosapr cc @nickhtang @MiaD @vfiorese_,SAME,07/2018,0
1072508497,"""It is a very reasonable idea ... for the government to weigh in and specify what [confidence levels] it wants law enforcement agencies to meet to assist in their public safety work.""",SAME,07/2018,1
124315287,Police accused of deploying facial recognition 'by stealth' in London. Is this the new norm?via @Independent,SAME,07/2018,0
3326342815,"Amazon's facial recognition AI confuses politicians with criminals 

",SAME,07/2018,0
19674860,Facial recognition gives police a powerful new tracking tool. It's also raising alarms.,SAME,07/2018,1
974079486093398016,Fascinating that tech firms are among the leading advocates against using facial recognition for policing.,SAME,07/2018,1
1362856610,So far the implementation of facial recognition software in the UK has been limited to a small number of trials by police forces... What's the future for this technology?,SAME,07/2018,0
120675100,"Real-time facial recognition would be a revolutionary policing tool. It’s also terrifying

Lw enforcement agencies are starting to deploy real-timesystems
 and civil rights advocates are concerned
vía @JohnNostavía @NBCNewsMACH ",SAME,08/2018,0
86666799,Amazon's Rekognition System Sees Criminals In Congresson the other hand... ,SAME,08/2018,0
296728882,The only thing that’s “dangerously inaccurate” is this continual irresponsible and deliberate misrepresenting of the facts around . At this time of heightened knife and street crime and the threat of terrorism you’re a clear danger to public safety. ,SAME,08/2018,0
22194854,"Democrats call for federal review ofby Government Accountability Office.



This follows the @ACLU report on problems with Amazon's facial recognition system.

 by @snowjake",SAME,08/2018,0
809689194,"Facial recognition gives police a powerful new tracking tool. 
",SAME,08/2018,1
86666799,Amazon's Rekognition System Sees Criminals In Congress,SAME,08/2018,0
922425271218851840,Crime fighting is evolving. In a trial Chinese police used&amp;tech to catch 7 offenders and 26 people travelling with fake ID. Tech for good? Via @wef,SAME,08/2018,0
546313843,"""Pay for the subway train 🚄🚆with your face"" - how facial recognition is likely a future payment option for public transportation @2morrowknight",SAME,08/2018,0
19478383,"""Pay for the subway train 🚄🚆with your face"" - how facial recognition is likely a future payment option for public transportation.",SAME,08/2018,0
298669227,"Report: Amazon Facial Recognition Tool ID’d 28 Congressmen as Police Suspects

 ",SAME,08/2018,0
250657839,"# is usingfor crime prevention via @wef 

",SAME,08/2018,0
760046461824409600,While UK police are already using AI facial recognition to catch criminals @BristolUni professor Andrew Charlesworth says British politicians urgently need to address a 'policy void' with this technology.,SAME,08/2018,0
1722873876,Facial recognition is steadily growing and now a top executive at Microsoft Corps. is calling for Government to regulate this technology. More here..,SAME,08/2018,1
799200604040163328,Amazon's facial recognition AI confuses politicians with criminals |,SAME,08/2018,0
121378193," Police uses new tool to identify criminals
 
@TelanganaDGP@hydcitypolice ",SAME,08/2018,0
442120615,"Amazon Promises “Unwavering” Commitment to Police Military Clients Using AI Technology 

Amazon: “We are unwaveringly in support of our law enforcement defense and intelligence community.”

 via @theintercept and @lhfang
",SAME,08/2018,1
1205529355, Olympics will useto bolster security,SAME,08/2018,1
3063629509, has been shown to have massive problems. If you live in thetell BART NOT to rush new surveillance and security without privacy protections + assessment of civil rights impacts: ,SAME,08/2018,0
436851822,New Face Recognition Data on Shoplifting Reveals Extent of Organized Retail Crime | Read more from @FaceFirstInc:,SAME,08/2018,0
3815139737,Face Recognition And Law Enforcement: Are We Ready? Together with @NBCNews via @NBCNewsMACH we discuss how real-timeoffersa powerful surveillance tool for . ,SAME,08/2018,1
92731938,Tokyo 2020 Olympics To Employ Facial Recognition Security System,SAME,08/2018,1
11768232,California airport to use facial recognition on international flights slashing processing time for travelers,SAME,08/2018,0
861299120216190976," used for unapproved surveillance and .

",SAME,08/2018,0
2332662500,"The ACLU published research indicating that Amazon’s facial recognition software – dubbed Rekognition – misidentified 28 of the 435 members of congress as criminals

",SAME,08/2018,0
2912578949,"National Review: The Rise of Illiberal Artificial Intelligence.

",SAME,08/2018,1
1206557256,My question:does more -threateningtechnology help or hurt less privacy-invading tech.Ex. Doesmake you more or less worried about ordinary police body camera or ? There are magnitudes of difference in capabilities... 2/8,SAME,08/2018,0
436851822,: New Face Recognition Data on Shoplifting Reveals Extent of Organized Retail Crime | Read more from @FaceFirstInc:,SAME,08/2018,0
297397741,"Facial recognition gives police a powerful new tracking tool. It’s also raising alarms.

",SAME,08/2018,1
2389509259, It’s the missing piece in an already dangerous surveillance infrastructure built because that infrastructure benefits both the government and private sectors. And... ,SAME,08/2018,0
25582069,The Queensland Government is to invest Aus$8.3M in facial recognition technology and other tools to enhance security at a number of major venues in Brisbane …,SAME,08/2018,1
14981695,Politicians fume after Amazon's face-recognition AI fingers dozens of them as suspected crooks,SAME,08/2018,0
1874555390,AfterPolice instarted using Artificial Intelligence assisted face-recognition algorithm to track and catch criminals in the crowd. Police departments want to link this toas well.,SAME,08/2018,1
1150574654, police arrest man via automatic face-recognition tech -,SAME,08/2018,0
36945471,Tokyo Olympics will useto bolster security -via @engadget ,SAME,08/2018,1
941533627157954560,"Controversial AI that 'detects political beliefs sexuality and IQ' based on facial features could be used by CCTV cameras to spot dangerous people BEFORE they commit a crime

 ",SAME,08/2018,0
436851822,New Face Recognition Data on Shoplifting Reveals Extent of Organized Retail Crime | Read more from @FaceFirstInc:,SAME,08/2018,0
36712770,DHS launches phase 2 of airport facial recognition demonstration,SAME,08/2018,1
297397741,"SJC Airport is Fully Committed to Facial Biometrics


",SAME,08/2018,1
12143922,"NO MATTER WHAT: more discussion with clear evidence and data is required for various government law enforcement and public uses of the technology

not something that should be accepted blindly without clear boundaries

",SAME,08/2018,1
47769126, Nabs Fake Passport User at US Airport,SAME,08/2018,0
2203232041,"Face recognition nabs fake passport user at US airport
",SAME,08/2018,0
25582069,US Customs and Border Protection at Washington Dulles International Airport detain a traveler after the facial recognition system brought up an ID that didn’t match the man’s passport …,SAME,08/2018,0
32710062,Technological advancements are helping authorities in airports increase security.,SAME,08/2018,1
2645915318,First US arrest utilizing facial recognition technology...,SAME,08/2018,0
280948262,New Facial Recognition Technology caught a Fake Passport Holder at Airport,SAME,08/2018,0
855111428403023872," has been growing for law enforcement border control and other uses even as concerns have risen on privacy:
",SAME,08/2018,1
393404934," technology used effectively at US border

",SAME,08/2018,1
2526065216, software at Washington Dulles Airport has nabbed its first arrest:,SAME,08/2018,0
3527715379,"Chinese police used facial recognition to catch a suspect in a crowd of 60000
",SAME,08/2018,0
8176352,"U.S. border control celebrates the success of 😁 face-recognition 🔎 technology—so it's about to change the way we ✈️ travel

@CNTraveler",SAME,08/2018,1
227655815,Dulles airport's new facial recognition system snares fraudster snarls passengers.,SAME,08/2018,0
757444920," software stops impostor at Washington Dulles airport! Contact interest@frtinc.com for more information!
",SAME,08/2018,0
2356982959,New NEC algorithm dramatically improves accuracy of South Wales Police,SAME,08/2018,1
518238327,New @NEC algorithm dramatically improves accuracy of South Wales Police,SAME,08/2018,1
2476619394,"Airport facial recognition system is catching people who are trying to use a fake Passport!
Customs officials say the cameras have 99 percent accuracy.
",SAME,08/2018,0
19397439,It really doesn't matter how accuratebecomes. Fact is police are scanning 1000s of people’s faces &amp; snatching our personal data without our knowledge or consent. It makes privacy rights meaningless and causes people to avoid protests and alter their behaviour ,SAME,08/2018,0
2476619394,"Airport facial recognition system is catching people who are trying to use a fake Passport!

Customs officials say the cameras have a 99 percent accuracy rate.

",SAME,08/2018,0
193550975,Artificial intelligence is taking camera surveillance to a whole new level.,SAME,08/2018,1
16228337,".@verge does a ""roundtable"" of sorts with a variety of experts all with a variety of positions on important questions re:(regulation; police use; racial bias):

",SAME,08/2018,1
48482905, technology catches suspected imposter at Washington Dulles International Airport. ,SAME,08/2018,0
2476619394,"Airport facial recognition system is catching people who are trying to use a fake Passport!

Customs officials say the cameras have a 99 percent accuracy rate.

",SAME,08/2018,0
918498630880976897,Facial Recognition Stops Illegal Entry at D.C. Airport,SAME,08/2018,0
2526065216, software at Washington Dulles Airport has nabbed its first arrest ,SAME,08/2018,0
3081584549,Is it time to regulate ? Should police use facial recognition? How can facial recognition overcome racial bias? ,SAME,08/2018,0
297397741,"CLEAR: Biometric ID Use At Airport And Stadiums

",SAME,08/2018,1
436851822,Face Recognition Data on Shoplifting Reveals Extent of Organized Retail Crime | Read more from @FaceFirstInc:,SAME,09/2018,0
297397741,"Feds use facial recognition to arrest man trying to enter U.S. illegally

 
",SAME,09/2018,0
941533627157954560,"How police are using face recognition to catch criminals. Here's why experts say that's bad for free speech

 ",SAME,09/2018,0
10544092, .Airport ✈️ facial recognition software caught someone trying to use a fake passport 3 days after it was installed.,SAME,09/2018,0
563827127,"½ of All Americans now are part of constant facial recognition searches
even though they aren't suspected of a crime


",SAME,09/2018,0
3123883238,"The home minister then talked about the ""new tech-edge"" that the country's security agencies are looking to procure.

@phdchamber 

 ",SAME,09/2018,1
144367359,Dulles International Airport Surprises Passengers With Facial Recognition Biometric Boarding Onto The Plane,SAME,09/2018,1
591315546,"Ashas come to play a bigger role in consumerit's also growing in other contexts. Companies are pitching facial recognition software as the future of everything from retail to policing

",SAME,09/2018,1
2191079366," police to wear@YITUTechcamera to identify suspected criminals



",SAME,09/2018,0
948683427691278336,Illegal alien with U.S. passport caught byatInternational Airport.,SAME,09/2018,0
26498461," -calls for U.S. Government to ban export to China ofthat can be used for-- R.E.A.L.:part of - 
 ",SAME,09/2018,0
1018723811993112577, system at Dulles Airport catches second fraudulent traveler,SAME,09/2018,0
1362856610,So far the implementation of facial recognition software in the UK has been limited to a small number of trials by police forces... What's the future for this technology?,SAME,09/2018,0
8785022,Facial recognition used in India to match 3000 missing children with their families@FutureCrunch ,SAME,09/2018,0
718804592973053952,"""Potential Crime Prevention""
“Is there a danger in training people that a technology is safe and private if the subsequent implementations are likely to be harmful?
Phone analysis: Are we sleep-walking into a world of ?
 via @IndoBusiness",SAME,09/2018,0
1033253977637511168,Would I be right in saying facial recognition authentication is purely for convenience and not security?,SAME,09/2018,0
516034301,The new totalitarianism of surveillance technology,SAME,09/2018,0
1849726585,Bay Area transit system approves new surveillance-oversight policy,SAME,09/2018,1
91504564," foris launched. Watch out if you pass through Hyderabad's RGIA! It's the first airport to initiate facial recognition in India. 

",SAME,09/2018,1
718804592973053952,"Surveillance Bias and Control in the Age of Facial Recognition Software
 via @frieze_magazine
",SAME,09/2018,0
2318487013,"CCTV cameras alone are not enough to stop unauthorised access to controlled areas. Access control managed by an intelligent system is another key in the surveillance eco-system.
Read more: 
Contact us: 
 ",SAME,09/2018,1
151592572,authentication is now a regular household. biometrics represent a dramatic security improvement. limits on privacy and GDPR? ,SAME,09/2018,1
86743567,Facial scan tech is Hyd police’s new best friend - Times of Indiavia @timesofindia @hydcitypolice @CPHydCity,SAME,09/2018,1
76004287,"We're on BBC Tech Tent warning that - even if you're innocent - facial recognition surveillance could put you on a police database. 

Stream the podcast here: 

Stop the Met Police using authoritariancameras: ",SAME,09/2018,0
1041452573323157504,Airport Biometrics Tech Not Quite Ready For Prime Time,SAME,09/2018,0
38498866," technology has found its way into shopping malls law enforcement and border security. 

Are consent privacy and bias standards being upheld? @nikkigladstone:cc: @TeresaScassa",SAME,09/2018,1
22526559,“Facial recognition is probably the most menacing dangerous surveillance technology ever invented” says Professor Woodrow @Hartzog via @TheAtlantic. @NUSLclic,SAME,09/2018,0
15028398,21st century biometric technology likeneeds rigorous oversight. Time is running out to have your say on the Scottish Government’s plans for a new Biometrics Commissioner. ,SAME,09/2018,0
2425836948,"Law Enforcement Agencies In India Are Using Artificial Intelligence To Nab Criminals -- Here's How

@Forbes ",SAME,10/2018,0
343847239,"2018 Good Design Award 100 
Bio-IDiom is NEC's biometric authentication solution for safe secureand fair society.... Read More 
",SAME,10/2018,1
469919231,"For the first time the FBI has compelled a suspect to unlock his iPhone using facial recognition.


 
",SAME,10/2018,0
22194854,Similar negative sentiment toward government use ofsoftware. There's strong support for government regulation of this technology and for limits on government use of it.,SAME,10/2018,1
328318014,"Solutions that combine surveillance cameras with facial recognition software can elevate the level of public security in airports stadiums and other public places.



",SAME,10/2018,1
50636347,Why police use oftechnology raisesfears. Campaigners are concerned over the lack ofand infringements of civil liberties. But the police say facial recognition is effective and harmless,SAME,10/2018,1
211277534,And a Huawei employee told me that it's difficult to sell the company's surveillance video system to Western countries.,SAME,10/2018,0
328318014,"The transportation industry uses NEC’s facial recognition technology considered to be the world’s best in search speed and accuracy according to @usnistgov



",SAME,10/2018,1
1051222879348641792,"""Certainly government enthusiasm is a driving factor in China’s advances in artificial intelligence. Last year the state issued a plan for becoming the world leader on AI by 2030.""",SAME,10/2018,1
38747883,Police have been told to stop looking atwith Face ID in case they get locked out.,SAME,10/2018,0
979931,"Police are now being advised to avoid looking directly at suspects' Face ID-equipped devices to help prevent user lock outs



",SAME,10/2018,0
77312459,. @TSA officially teams up with US Customs and Border Protection @CBPto expand use oftraveler screening technology.,SAME,10/2018,1
276913794,Anonymous employee calls onWeb Services to stop selling face-recognition technology to police departments@AnsonMcCade,SAME,10/2018,0
1132795518,Facial recognition tech allows passengers to clear airport security in Shanghaivia @ZDNet,SAME,10/2018,1
724611831785000960, staffer urges firm to stop sellingto police.,SAME,10/2018,0
126062842,". WATCH: @Sifill_LDF explains this ""awesome power"" in the context of law enforcement and surveillance using 's gang database as an example.",SAME,10/2018,1
1006545540367245313,An amazing example of how Stanford University developed a therapy tool for children with autism by using facial recognition:,SAME,10/2018,1
