author_id,created_at,text,model,YM,comp_sentiment
4876948522,2018-07-11T10:00:20.000Z,Facebook’s Push for Facial Recognition Prompts Privacy Alarms,BERT,07/2018,0
974172474299498498,2018-07-11T08:40:32.000Z,"China Merchants Bank has recently launched the facial recognition payment in Huawei Base. SwiftPass is one of the most important facial recognition payment technology service partners of China Merchants Bank. 
 
",BERT,07/2018,1
750995149,2018-07-11T01:34:19.000Z,RT ganttnz: Orlando police to continue Amazon facial recognition pilot#…,BERT,07/2018,0
93949528,2018-07-12T22:39:39.000Z,"@QUTCEA ""Birdee collectsfrom the moment a customer enters a . They useto ID customers""
Doesobtain the customer's consent for this use of facial recognition and associated?

",BERT,07/2018,0
906498336,2018-07-12T17:00:53.000Z,Inside the creepy and impressive startup funded by the Chinese government that is developing AI that can recognize anyone anywhere,BERT,07/2018,1
968981132816478208,2018-07-12T17:00:30.000Z,Turn off Facebook's facial recognition feature in 5 easy steps:|,BERT,07/2018,0
936467067980488704,2018-07-12T12:20:03.000Z,A start-up has received significant funding to develop facial recognition software for the live events industry. It will soon be possible for concert promoters to identify you.,BERT,07/2018,1
480771906,2018-07-13T23:35:03.000Z,"Microsoft calls for regulation of Facial Recognition saying it's too risky to leave to Tech industry alone@microsof


",BERT,07/2018,0
4623072433,2018-07-13T23:28:53.000Z,This is what IBM is doing about bias in facial recognition.,BERT,07/2018,0
48815318,2018-07-13T21:02:09.000Z,Microsoft calls for regulation of facial recognition saying it’s too risky to leave to tech industry alone ⏭ great wisdom but will it be followed?,BERT,07/2018,0
269882231,2018-07-13T21:00:05.000Z,"Facebook’s Push for Facial Recognition Prompts Privacy Alarms...



",BERT,07/2018,0
78087055,2018-07-13T18:24:35.000Z,[7/9/2018] Florida Department Extends Test of Amazon's Facial Recognition...,BERT,07/2018,0
243499984,2018-07-13T18:07:28.000Z,"Amid increasing scrutiny around the government's use of artificial intelligence software Microsoft said on Friday that it wants to see more regulation specifically regarding technology that recognizes faces
…",BERT,07/2018,0
849993530,2018-07-13T17:32:35.000Z,Check this out tech peeps (and pretty much anyone else)...this raises so many concerns about privacy and data management that is overwhelming just to think about it@amazon@MikeQuindazzi @jblefevre60 ,BERT,07/2018,0
918130567283134464,2018-07-13T17:00:39.000Z,As facial-recognition use grows so do fears of being watched... Products like the iPhone are going far but surveillance is a growing concern as well.,BERT,07/2018,0
21594379,2018-07-13T16:42:00.000Z,"Microsoft Urges Congress to Regulate Use of Facial Recognition

“A world with vigorous regulation of products that are useful but potentially troubling is better than a world devoid of legal standards.”



",BERT,07/2018,0
2425836948,2018-07-13T15:48:04.000Z,"Microsoft calls on Congress to regulate controversial facial recognition technology 

 via @seattletimes
Go Microsoft!",BERT,07/2018,0
864704845847986177,2018-07-13T15:36:50.000Z," President Brad Smith says both the government and private companies have a role in guiding ethical uses of.
",BERT,07/2018,1
92668156,2018-07-13T15:27:34.000Z,Amid a growing call for regulations to limit the use of facial recognition technology Microsoft on Friday became the first tech giant to join the chorus via @NYTimes,BERT,07/2018,0
770425294306107392,2018-07-13T11:27:35.000Z, Face ID struggles to recognise faces early morning users complain,BERT,07/2018,0
1017330687983026176,2018-07-13T06:20:49.000Z,"Users can seamlessly apply a myriad of special effects stickers and masks by LINE Camera using ULSee facial tracking technology. Have fun!
📱_Learning",BERT,07/2018,1
15221598,2018-07-14T22:00:14.000Z,@Microsoft calls for regulation ofsaying it’s too risky to leave to tech industry alone.(Washington Post),BERT,07/2018,0
20636628,2018-07-14T19:45:41.000Z,.@Microsoft calls for regulation of-It is a debate that should occur but I worry whenever government gets involved that technology &amp; innovation could suffer. When you are the public space you do not have an expectation of privacy.,BERT,07/2018,0
58418015,2018-07-14T18:35:11.000Z,"The call to action comes amid growing concerns surrounding the use of facial recognition by authorities while the tech companies developing the tools profit. 
",BERT,07/2018,0
405651845,2018-07-14T17:26:24.000Z,This blog post by Microsoft president and CLO @BradSmi raises excellent point on the use of facial recognition and the need for government regulation    ,BERT,07/2018,1
4918673539,2018-07-14T15:18:00.000Z,"An interesting blog post by Brad Smith - Microsoft President on Facial Recognition Technology

",BERT,07/2018,1
818614,2018-07-14T15:00:20.000Z,"Microsoft Calls For Federal Regulation Of Facial Recognition
by @ScottThurm
Microsoft President Brad Smith says both the government and private companies have a role in guiding ethical uses of facial-recognition technology.


",BERT,07/2018,0
4701079976,2018-07-14T12:07:11.000Z,Microsoft calls for facial recognition technology rules given 'potential for abuse',BERT,07/2018,0
2273197344,2018-07-14T11:02:36.000Z,Microsoft's chief legal officer on Friday called for regulation oftechnology due to the risk to privacy and human rights.,BERT,07/2018,0
163247191,2018-07-14T10:29:00.000Z,Microsoft Urges Congress to Regulate Use of Facial Recognition- with great power comes great responsibility,BERT,07/2018,1
470299753,2018-07-14T09:45:08.000Z, : Microsoft's chief legal officer yesterday called for regulation of facial recognition technology due to the risk to privacy and human rights. ... ,BERT,07/2018,0
937962626222497793,2018-07-14T08:44:21.000Z,"Microsoft urges for regulation on facial recognition tech due to privacy and rights risk 
@Microsoft",BERT,07/2018,0
2542751,2018-07-14T07:38:02.000Z,Microsoft calls for government regulation of facial recognition because of 'potential for abuse',BERT,07/2018,0
14352556,2018-07-14T02:50:01.000Z,As calls grow for regulations limiting the use of facial recognition technology Microsoft is one of the first tech giants to join the chorus.,BERT,07/2018,1
912695306554368001,2018-07-14T01:50:49.000Z,Microsoft's improved facial recognition tech aims for inclusion |,BERT,07/2018,1
2425836948,2018-07-15T22:56:51.000Z,"The devil's bargain for AI companies working in China 

",BERT,07/2018,0
118788479,2018-07-15T20:41:48.000Z,FTC Recommends Best Practices for Companies That UseTechnologies ,BERT,07/2018,1
1016653817453178883,2018-07-15T19:13:37.000Z,Microsoft calls for regulation of facial recognition saying it’s too risky to leave to tech industry alone,BERT,07/2018,0
439329686,2018-07-15T16:19:13.000Z,As facial recognition technology becomes pervasive Microsoft (yes Microsoft) issues a call for regulation,BERT,07/2018,0
138559327,2018-07-15T14:00:42.000Z,"""Microsoft calls for regulation of facial recognition saying it’s too risky to leave to tech industry alone"" &gt;&gt;&gt;
",BERT,07/2018,0
50636347,2018-07-15T12:54:05.000Z, tech a threat to privacy says @Microsoft - Microsoft's chief legal officer has called for the regulation of facial recognition technology due to the risk toand human rights,BERT,07/2018,0
836272957,2018-07-15T12:12:05.000Z,Why Amazon’s facial recognition system should worry you:,BERT,07/2018,0
239589166,2018-07-15T02:09:20.000Z,"Microsoft calls for facial recognition technology rules given 'potential for abuse'
That's interesting. Maybe if only MS has the rights it's ok?",BERT,07/2018,1
2425836948,2018-07-16T22:12:42.000Z,"How Amazon Has Reorganized Around Artificial Intelligence And Machine Learning via @forbes 

and",BERT,07/2018,0
713721911847624704,2018-07-16T19:54:52.000Z,Microsoft wants regulation of facial recognition technology to limit 'abuse',BERT,07/2018,0
3243685960,2018-07-16T17:53:46.000Z,"""Facial recognition raises a critical question: what role do we want this type of technology to play in everyday society?"" @Microsoft urgesoftechvia @CNNMoney",BERT,07/2018,0
15221598,2018-07-16T17:50:00.000Z,Security companies want to use facial recognition to stop school shootings.(Futurism),BERT,07/2018,0
317019062,2018-07-16T17:40:08.000Z,Microsoft on Friday became the first tech giant to join a growing call for regulations to limit the use of facial recognition technology.,BERT,07/2018,1
129776183,2018-07-16T17:40:08.000Z,Microsoft on Friday became the first tech giant to join a growing call for regulations to limit the use of facial recognition technology.,BERT,07/2018,1
12843902,2018-07-16T16:13:54.000Z,Facial Recognition At Facebook: New Patents New EU Privacy Laws &amp; Concerns For Offline Shoppers.,BERT,07/2018,0
2201987285,2018-07-16T15:40:04.000Z,"Microsoft raises alarms about face recognition 
",BERT,07/2018,0
63092088,2018-07-16T14:31:04.000Z,Newsletter: Microsoft Appeal To Limit Facial Recognition Technology &amp; Camera Error On Pixel 2 Will Soon be Fixed,BERT,07/2018,0
1115123052,2018-07-16T14:03:18.000Z,Microsoft wants regulation of facial recognition technology to limit 'abuse',BERT,07/2018,0
4876948522,2018-07-16T14:00:00.000Z,Why Does Microsoft Want a Government Crackdown on Face Recognition?,BERT,07/2018,0
916385678,2018-07-16T12:50:31.000Z,"@Microsoft calls for 'thoughtful government regulation and for the development of norms around acceptable uses' regarding. 

",BERT,07/2018,0
264340308,2018-07-16T12:39:46.000Z,Incredibly thoughtful piece by @Microsoft president on use of . Advocating both for government regulation as well as responsible development&amp; usage of such technology will be critical to acceptance.,BERT,07/2018,0
128494703,2018-07-16T11:06:01.000Z,Creepy Chinese government start-up expands plans for face-reading,BERT,07/2018,0
289742732,2018-07-16T10:56:00.000Z,"👍👍
""Bradley Smith Microsoft president and chief legal officer argued that use of facial recognition must be regulated by the government.""",BERT,07/2018,0
754363350,2018-07-16T09:42:00.000Z, calls for regulation ofsaying it’s too risky to leave to tech industry aloneThank you for the leadership.,BERT,07/2018,0
2294539602,2018-07-16T08:28:29.000Z,"""It seems especially important to pursue thoughtful government regulation oftechnology""
claims @Microsoft-CEO and cautions against deployment of immature technology:
",BERT,07/2018,0
2580956802,2018-07-16T03:41:15.000Z,Chinese law enforcement usesto monitor civilian behaviors. Responding to public backlash @Microsoft's president urges the U.S. government to consider benefits and risks and to regulate deployments of the .,BERT,07/2018,0
856675133661954049,2018-07-16T03:40:52.000Z,Chinese law enforcement usesto monitor civilian behaviors. Responding to public backlash @Microsoft's president urges the U.S. government to consider benefits and risks and to regulate deployments of the .,BERT,07/2018,0
967492331246145536,2018-07-17T20:19:12.000Z,"I think we really need to have ethical guidelines IN PLACE before we allow Amazon and other private companies to sell facial recognition software to government agencies. 

",BERT,07/2018,0
968981132816478208,2018-07-17T17:00:06.000Z,Turn off Facebook's facial recognition feature in 5 easy steps:|,BERT,07/2018,0
338409072,2018-07-17T14:12:36.000Z,Facebook and- is online privacy officially dead? ,BERT,07/2018,0
96131713,2018-07-17T14:00:01.000Z,Microsoft urges better regulation of facial recognition technology:via @ITProPortal ,BERT,07/2018,0
1643372640,2018-07-17T11:08:03.000Z,Microsoft calls for government regulation to prevent abuse of facial recognition tech@Telegraph ,BERT,07/2018,0
801069601253707776,2018-07-17T08:46:17.000Z,"Check out our latest insight into the use of facial recognition in the travel industry as we shade light into the debate between security vs privacy
# technology
 via @VerdictUK",BERT,07/2018,1
2845338172,2018-07-17T06:22:43.000Z,Facial Recognition is too Dangerous says @Microsoft,BERT,07/2018,0
39284329,2018-07-17T01:50:05.000Z,Microsoft calls for regulation of facial recognition saying it’s too risky to leave to tech industry alone | @washingtonpost,BERT,07/2018,0
20194941,2018-07-18T23:25:52.000Z,GuardMyCreditFile: - Amazon Testing Facial Recognition Software with Law Enforcementvia @jmalmberg,BERT,07/2018,0
506028431,2018-07-18T20:07:19.000Z,Microsoft asks for facial recognition regulation to protect individual freedoms ,BERT,07/2018,0
168701756,2018-07-18T18:37:24.000Z,"Like I wrote earlier Microsoft is late to the game in wanting to reign in facial recognition software.
",BERT,07/2018,0
55640472,2018-07-18T17:25:27.000Z,NOW: Bloomberg News reporter @dinabass joins us to discusscall for regulation ontechnology + Silicon Valley protesting use of their companies’ technology in controversial government contracts ,BERT,07/2018,1
14158133,2018-07-18T15:51:05.000Z," steps up surveillance on XinjiangVia @FT Hikvision world’s largest maker of security cameras is supplying ~1000 facial recognition cameras in region

 ",BERT,07/2018,1
912695306554368001,2018-07-18T15:01:50.000Z,Microsoft's improved facial recognition tech aims for inclusion |,BERT,07/2018,1
3165795063,2018-07-18T14:00:25.000Z,"AI is developing and it's here to stay. Are tech giants doing enough to keep up with privacy and ethical principles? &gt;&gt; 
",BERT,07/2018,1
45538561,2018-07-18T04:19:27.000Z,Microsoft calls for regulation ofsaying it’s too risky to leave to tech industry alone ? But then the government can misuse it as well. Make any country a surveillance state. How does one balance the two? ,BERT,07/2018,0
25538436,2018-07-19T19:50:06.000Z,For the past few years the world’s biggest tech companies have been on a mission to put artificial-intelligence tools in the hands of every coder.The benefits are clear. @qz,BERT,07/2018,1
968981132816478208,2018-07-19T17:00:20.000Z,Turn off Facebook's facial recognition feature in 5 easy steps:|,BERT,07/2018,0
15221598,2018-07-19T15:50:00.000Z,Security companies want to use facial recognition to stop school shootings.(Futurism),BERT,07/2018,0
950071019775152130,2018-07-19T15:01:39.000Z," wants you to think of facial recognition as benign. The Chinese government wants its citizens to knowis used to control the population. If you add FB's track record of protecting user data...



",BERT,07/2018,0
3972990909,2018-07-19T15:00:00.000Z, companies that typically operate in the law enforcement world are pitching their services todistricts worried about .@RealNetworks @RobGlaser,BERT,07/2018,0
3599428343,2018-07-19T07:45:07.000Z,"Facial recognition tech is becoming more sophisticated with some firms claiming it can even read our emotions and detect suspicious behaviour. But what implications does this have for privacy and civil liberties?
 ",BERT,07/2018,0
68939904,2018-07-19T03:10:03.000Z,China: Yitu AI startup to aid new Beijing airport with facial recognition technology for security screenings,BERT,07/2018,0
861861525883158528,2018-07-19T01:30:17.000Z,Facebook’s Push for Facial Recognition Prompts Privacy Alarms,BERT,07/2018,0
26352439,2018-07-20T19:55:10.000Z,"""We live in a nation of laws and the government needs to play an important role in regulating facial recognition technology"" says @Microsoft.",BERT,07/2018,0
4745400314,2018-07-20T13:35:05.000Z,"🔥 Hotof the day: Adaptivesoftware with military and commercial applications for safety security and surveillance.



 ",BERT,07/2018,0
14229632,2018-07-21T14:49:46.000Z,Facebook’s Push for Facial Recognition Prompts Privacy Alarms,BERT,07/2018,0
15221598,2018-07-22T14:50:00.000Z,Security companies want to use facial recognition to stop school shootings.(Futurism),BERT,07/2018,0
15221598,2018-07-23T12:50:00.000Z,Security companies want to use facial recognition to stop school shootings.(Futurism),BERT,07/2018,0
1918023415,2018-07-23T11:55:01.000Z,"A free but safe society is not inevitable: we can regulate yet innovate: 
technology&amp;(incl.software): Steve Crown @Microsoft talks @ourANU panel 25 July:(and ) ",BERT,07/2018,1
968981132816478208,2018-07-24T17:00:35.000Z,Turn off Facebook's facial recognition feature in 5 easy steps:|,BERT,07/2018,0
28170108,2018-07-25T22:57:49.000Z,Amazon to continue selling facial recognition technology to law enforcement,BERT,07/2018,0
2425836948,2018-07-25T16:28:21.000Z,"Google Glass Is Back–Now With Artificial Intelligence 

 via @WIRED",BERT,07/2018,0
24204193,2018-07-25T15:49:10.000Z,"Google Glass is back - now with Artificial Intelligence

 ",BERT,07/2018,0
47361215,2018-07-25T15:09:00.000Z,"Microsoft asks to be regulated!
Why not listen to them? ;)

Facial recognition technology:
The need for public regulation and corporate responsibility|
""Civilian oversight and accountability for the use of facial recognition?"" ",BERT,07/2018,0
28170108,2018-07-26T23:26:41.000Z,Amazon’s facial recognition matched 28 members of Congress to criminal mugshots,BERT,07/2018,0
32215341,2018-07-26T22:27:13.000Z,"Well it sounds like the facial recognition program from @amazon actually DOES work as most members ofARE criminals.

",BERT,07/2018,0
59387132,2018-07-26T18:51:57.000Z,useto track shoppers' age gender without consent |+ facebook facial recognition = completerevelation + ... = no _,BERT,07/2018,0
1253661,2018-07-26T18:37:07.000Z,"Maybe Amazon knows something we don’t &gt;&gt; 's facial recognition identified lawmakers as lawbreakers

",BERT,07/2018,0
2908107542,2018-07-26T18:30:22.000Z,"Amazon’s facial-recognition tool misidentified 28 lawmakers as people arrested for a crime study finds 


@washingtonpost

 ",BERT,07/2018,0
131074139,2018-07-26T17:46:50.000Z,"Amazon’s facial recognition matched 28 members of Congress to criminal mugshots

New ACLU test illustrates the limits of Amazon’s Rekognition system

$AMZN",BERT,07/2018,0
439329686,2018-07-26T17:03:32.000Z,The tech industry doesn’t have a plan for dealing with bias in facial recognition,BERT,07/2018,0
968981132816478208,2018-07-26T17:00:11.000Z,Turn off Facebook's facial recognition feature in 5 easy steps:|,BERT,07/2018,0
40849811,2018-07-26T16:56:45.000Z,"Funny! or not?

’smatched 28 members oftomugshots

Newtest illustrates the limits of Amazon’s Recognition system

",BERT,07/2018,0
2263581529,2018-07-26T15:49:43.000Z,Interesting turn of events with facial recognition efforts at Amazon,BERT,07/2018,1
43233200,2018-07-26T15:31:41.000Z,"Amazon’s facial recognition matched 28 members of Congress to criminal mugshots (where's the lie though)

",BERT,07/2018,0
2161651062,2018-07-26T15:29:49.000Z,Amazon’s facial recognition tech wrongly identifies 28 lawmakers as suspected criminals@nytimestech,BERT,07/2018,0
710776230405087232,2018-07-26T14:11:11.000Z,"Amazon’s facial recognition system called the Rekognition falsely matched 28 members of the U.S. Congress to criminal mugshots.
",BERT,07/2018,0
510411571,2018-07-26T14:09:33.000Z," is not a problem provided you care nothing about privacy racism biased policing or equal justice under law. 

@Amazon may be watching you but @ACLU is watching Amazon! 

",BERT,07/2018,0
895520150077788160,2018-07-26T13:39:10.000Z," 
Amazon’s facial recognition matched 28 members of Congress to criminal mugshots. 
",BERT,07/2018,0
14229632,2018-07-27T18:30:29.000Z,“The problems with Amazon’s facial recognition technology” by @edans,BERT,07/2018,0
278826425,2018-07-27T18:30:00.000Z,Amazon has to go back to the drawing board after their facial recognition software Rekognition falsely identified 28 members of Congress as police suspects.,BERT,07/2018,0
14440053,2018-07-27T17:59:13.000Z,Cadillac Fairview the company that owns CF Polo Park in Winnipeg is using facial recognition software in malls across Canada to profile shoppers without notification or consent.,BERT,07/2018,0
1280566753,2018-07-27T17:18:58.000Z,"Facial recognition technology 'inherently biased' says Google cloud boss

",BERT,07/2018,0
34564752,2018-07-27T17:04:05.000Z,"Amazon’s facial recognition matched 28 members of Congress to criminal mugshots 

@JolaBurnett @schmarzo @johnd_morley",BERT,07/2018,0
992882621016367104,2018-07-27T17:00:53.000Z,"MIT researcher warned Amazon of bias in facial recognition software
See here &gt;&gt; 

",BERT,07/2018,0
920002241150451712,2018-07-27T16:30:16.000Z,The tech industry doesn’t have a plan for dealing with bias in facial recognition via,BERT,07/2018,0
4876948522,2018-07-27T15:00:30.000Z,Amazon’s Facial Recognition Tool Screwed Up Matched 28 Members of Congress to Mug Shots,BERT,07/2018,0
2374745089,2018-07-27T14:03:39.000Z,"Amazon’ssystem has been tested and proven to produce false matches yet law enforcement agencies continue to use this software to catch ""criminals.""

",BERT,07/2018,0
766283682927828992,2018-07-27T13:00:43.000Z,"""Amazon's facial recognition tool misidentified 28 members of Congress in ACLU test""
Not ready for primetime. Awful ramifications if it misidentifies a crime suspect.


$AMZN",BERT,07/2018,0
1337434650,2018-07-27T12:58:25.000Z,BBC News - Google executive warns of face ID bias,BERT,07/2018,0
131036105,2018-07-27T12:48:52.000Z,The anti facial recognitionthat can stop Facebook and Googlevia @MailOnline,BERT,07/2018,0
346795703,2018-07-27T12:34:21.000Z,Google executive warns of face ID bias,BERT,07/2018,0
15579320,2018-07-27T08:51:52.000Z," Congress members demand answers from Amazon about facial recognition softwarevia@TechCrunch 
",BERT,07/2018,0
26603208,2018-07-27T08:37:33.000Z,The tech industry doesn’t have a plan for dealing with bias in,BERT,07/2018,0
766579371016585217,2018-07-27T08:28:03.000Z,"Google executive warns of face ID bias 

",BERT,07/2018,0
101754689,2018-07-27T08:14:00.000Z,Google executive warns of face ID bias,BERT,07/2018,0
73149267,2018-07-27T06:13:49.000Z,"Facial recognition technology does not yet have ""the diversity it needs” and has “inherent biases” a top Google executive has warned",BERT,07/2018,0
18405895,2018-07-27T05:55:51.000Z,Amazon’s Facial Recognition Incorrectly IDs Congress As Criminals: ▶,BERT,07/2018,0
54182296,2018-07-27T04:58:13.000Z,"A top .@Google executive warns of face ID bias:does not yet have ""the diversity it needs”and has “inherent biases” ",BERT,07/2018,0
18187937,2018-07-27T04:30:14.000Z,The tech industry doesn’t have a plan for dealing with bias in facial recognition via,BERT,07/2018,0
912695306554368001,2018-07-27T02:04:47.000Z,Microsoft's improved facial recognition tech aims for inclusion |,BERT,07/2018,1
2553468265,2018-07-28T23:05:57.000Z,Serious concerns raised about the dangerscan pose toand- 'sshows strong racial bias; throws up many... ,BERT,07/2018,0
783037288863428608,2018-07-28T23:05:21.000Z,Serious concerns raised about the dangerscan pose toand- 'sshows strong racial bias; throws up many false positives ,BERT,07/2018,0
3055290779,2018-07-28T22:02:42.000Z,":bias. Can technology companies drop this pandoras box?
' executive warns of face ID bias'!",BERT,07/2018,0
918419200061841408,2018-07-28T20:06:15.000Z,Offering ARECONT VISION for commercial CCTV Security,BERT,07/2018,1
3527715379,2018-07-28T19:19:42.000Z,Amazon Accidentally Makes Rock-Solid Case For Not Giving Its Face Recognition Tech To Police,BERT,07/2018,0
718804592973053952,2018-07-28T16:48:05.000Z,"The stakes are especially high when you consider the risks of people being wrongfully arrested or incarcerated basederror.
Lawmakers slow to move on facial recognition despite industry calls for regulation 
",BERT,07/2018,0
17392332,2018-07-28T16:13:53.000Z,The tech industry doesn’t have a plan for dealing with bias in .@face_crunch @skyfaceAI @PainChek @ABT_Group_ @visualmatch @catchathiefuk @Drone_Pilot_AI,BERT,07/2018,0
791240245362692096,2018-07-28T15:30:08.000Z,Amazon’s facial recognition matched 28 members of Congress to criminal mugshots,BERT,07/2018,0
50636347,2018-07-28T14:52:06.000Z,The @ACLU Used Amazon'sAnd It Labelled Congress Members As Criminals. The ACLU is using this demonstration to call for a moratorium on police use of facial-recognition technologyvia @Nextgov,BERT,07/2018,0
747764629871419392,2018-07-28T13:05:08.000Z,"The tech industry doesn’t have a plan for dealing with bias in facial recognition 
",BERT,07/2018,0
4921565266,2018-07-28T12:43:34.000Z,"Company that owns Polo Park using facial recognition in malls without consent.

",BERT,07/2018,0
2515510693,2018-07-28T12:15:01.000Z,"The problems with Amazon’s facial recognition technology @edans 

",BERT,07/2018,0
15891455,2018-07-28T11:06:00.000Z,"Amazon’s facial recognition matched 28 members of Congress to criminal mugshots 
",BERT,07/2018,0
841964200729681920,2018-07-28T10:17:54.000Z,"Your business-first guide to differentiating artificial intelligence and machine learning

 ",BERT,07/2018,1
297397741,2018-07-28T07:45:01.000Z,"Why security testing is a core business value for 

",BERT,07/2018,1
144540518,2018-07-28T04:38:23.000Z,"😲@ACLU with repostsaveapp
 ・・・ 
Here's what happened when we tested Amazon’s facial recognition tool on members of Congress.… ",BERT,07/2018,0
2990402052,2018-07-28T02:20:21.000Z,Members of US Congress “request an immediate meeting” with Amazon to address defects in its facial recognition software in wake of @ACLU test @cfarivar via @arstechnica |,BERT,07/2018,0
788475264288362497,2018-07-28T01:35:02.000Z,The tech industry doesn’t have a plan for dealing with bias in facial recognitionvia @verge,BERT,07/2018,0
28170108,2018-07-29T23:39:48.000Z,Amazon AI expert says government should regulate facial recognition,BERT,07/2018,0
244216791,2018-07-29T21:05:01.000Z,Amazon’s facial-recognition tool misidentified 28 lawmakers as people arrested for a crime study finds@washingtonpost,BERT,07/2018,0
2711212681,2018-07-29T01:15:05.000Z,"Amazon challengesstudy 

ontech and police 

@mnickelsburg @geekwire @mza",BERT,07/2018,0
118809265,2018-07-30T19:34:13.000Z," quietly invited Congress to 'weigh in' on
When Amazon's controversial facial recognition system mistakenly matched 28 members of Congress with criminal mugshots it caused quite a stir.",BERT,07/2018,0
3166017158,2018-07-30T19:19:44.000Z,WHY I Say So Many TimesSTILL Not Ready For Widespread use ??? Amazon facial AI matched politicians with criminals in ACLU testvia @technology @jbarbosapr cc @nickhtang @MiaD @vfiorese_,BERT,07/2018,0
77312459,2018-07-30T16:00:27.000Z,. @ACLUhighlights damning flaws in @amazon'ssystem including potential for racial bias.,BERT,07/2018,0
15729315,2018-07-30T15:29:01.000Z,Amazon: cops should set confidence level on facial recognition to 99%via @arstechnica,BERT,07/2018,0
12843902,2018-07-30T15:03:32.000Z,Test Finds Amazon's Facial Recognition Software Mis-Identified Members Of Congress As Mugshot Photos Of Persons Arrested.,BERT,07/2018,0
4876948522,2018-07-30T15:00:07.000Z,The tech industry doesn’t have a plan for dealing with bias in facial recognition,BERT,07/2018,0
4876948522,2018-07-30T15:00:01.000Z,Congress members demand answers from Amazon about facial recognition software,BERT,07/2018,0
2908107542,2018-07-30T11:00:29.000Z,"Amazon AI expert says government should regulate facial recognition 


@Telegraph 

 ",BERT,07/2018,0
836272957,2018-07-30T06:33:04.000Z,Why Amazon’s facial recognition system should worry you:,BERT,07/2018,0
3326342815,2018-07-30T04:00:06.000Z,"Amazon's facial recognition AI confuses politicians with criminals 

",BERT,07/2018,0
974079486093398016,2018-07-31T17:15:24.000Z,Fascinating that tech firms are among the leading advocates against using facial recognition for policing.,BERT,07/2018,1
968981132816478208,2018-07-31T17:00:03.000Z,Turn off Facebook's facial recognition feature in 5 easy steps:|,BERT,07/2018,0
3332694892,2018-07-31T14:40:14.000Z,Amazon's Facial Recognition System Mistakes Members of Congress for Mugshots | @WIRED,BERT,07/2018,0
15221598,2018-07-31T12:50:00.000Z,Security companies want to use facial recognition to stop school shootings.(Futurism),BERT,07/2018,0
24317778,2018-08-01T23:10:41.000Z,How often do you see a company calling for the regulation of its products? @Microsoft call for regulation of facial recognition technology ( as Zimbabwe engages CloudWalk to provide mass facial recognition ( ,BERT,08/2018,0
86666799,2018-08-01T21:16:11.000Z,Amazon's Rekognition System Sees Criminals In Congresson the other hand... ,BERT,08/2018,0
861611791696228353,2018-08-01T19:50:20.000Z,"Amazon dismisses ACLU criticism of its facial recognition technology with totally different test results.
@BiometricUpdate
",BERT,08/2018,0
10771782,2018-08-01T17:08:03.000Z,10 Successful Applications Of AI In Business,BERT,08/2018,1
912695306554368001,2018-08-01T16:15:54.000Z,Microsoft's improved facial recognition tech aims for inclusion |,BERT,08/2018,1
22194854,2018-08-01T12:30:28.000Z,"Democrats call for federal review ofby Government Accountability Office.



This follows the @ACLU report on problems with Amazon's facial recognition system.

 by @snowjake",BERT,08/2018,0
1643372640,2018-08-02T20:21:03.000Z,Amazon AI expert says government should regulate facial recognition@Telegraph ,BERT,08/2018,0
86666799,2018-08-02T19:46:10.000Z,Amazon's Rekognition System Sees Criminals In Congress,BERT,08/2018,0
25471555,2018-08-02T17:23:30.000Z,"""It is a very reasonable idea however for the government to weigh in and specify what temperature (or confidence levels) it wants law enforcement agencies to meet to assist in their public safety work"" says Amazon re: : ",BERT,08/2018,0
968981132816478208,2018-08-02T17:00:39.000Z,Turn off Facebook's facial recognition feature in 5 easy steps:|,BERT,08/2018,0
16229885,2018-08-02T13:27:49.000Z,Microsoft says the emerging technology must be legislated but that may be a hard sell even as facial recognition issues increasefor @ITProToday,BERT,08/2018,0
298669227,2018-08-03T16:47:03.000Z,"Report: Amazon Facial Recognition Tool ID’d 28 Congressmen as Police Suspects

 ",BERT,08/2018,0
861861525883158528,2018-08-04T17:00:30.000Z,Amazon’s Facial Recgonition Software Has a Dangerous Race Problem,BERT,08/2018,0
912695306554368001,2018-08-05T18:04:15.000Z,Microsoft's improved facial recognition tech aims for inclusion |,BERT,08/2018,1
836272957,2018-08-05T16:59:04.000Z,Why Amazon’s facial recognition system should worry you:,BERT,08/2018,0
912695306554368001,2018-08-05T16:26:47.000Z,Microsoft's improved facial recognition tech aims for inclusion |,BERT,08/2018,1
1722873876,2018-08-06T13:55:10.000Z,Facial recognition is steadily growing and now a top executive at Microsoft Corps. is calling for Government to regulate this technology. More here..,BERT,08/2018,1
799200604040163328,2018-08-06T13:39:22.000Z,Amazon's facial recognition AI confuses politicians with criminals |,BERT,08/2018,0
978645597745008641,2018-08-06T12:30:43.000Z,The tech industry doesn’t have a plan for dealing with bias in facial recognition.,BERT,08/2018,0
952157550434242560,2018-08-06T11:59:41.000Z,"Our facial recognition systems are great for the hospitality industry. Paying your staff correctly without a touch of a button.
",BERT,08/2018,1
131074139,2018-08-06T05:02:19.000Z,"Amazon’s facial recognition matched 28 members of Congress to criminal mugshots

New ACLU test illustrates the limits of Amazon’s Rekognition system

",BERT,08/2018,0
15221598,2018-08-06T01:50:00.000Z,Security companies want to use facial recognition to stop school shootings.(Futurism),BERT,08/2018,0
