author_id,sentiment,YM
25471555,1,04/2019
528625819,0,04/2019
758678,1,04/2019
61359492,0,04/2019
760794605982023680,0,04/2019
321817206,1,04/2019
15664534,1,04/2019
713325433006063616,0,04/2019
105918870,0,04/2019
3228339754,0,04/2019
1101308764559421441,0,04/2019
97255388,0,04/2019
569400484,0,04/2019
966263603576889345,0,04/2019
256965214,1,04/2019
85509895,0,04/2019
101067053,0,04/2019
816253996507820033,1,04/2019
1008259824247713792,0,04/2019
1008259824247713792,0,04/2019
19397439,0,04/2019
912318076007444480,1,04/2019
1067222170429005824,1,04/2019
1065982720860450816,0,04/2019
2711212681,0,04/2019
96572717,0,04/2019
102719975,0,04/2019
59137975,1,04/2019
2815602727,1,04/2019
15664534,0,04/2019
1032801810,1,04/2019
600285139,0,04/2019
179508021,1,04/2019
8176352,1,04/2019
36440115,0,04/2019
75836430,0,04/2019
72665057,0,04/2019
2826740377,0,04/2019
2201987285,0,04/2019
1051222879348641792,1,04/2019
116506429,0,04/2019
2832209179,0,04/2019
226881785,1,04/2019
58644658,0,04/2019
15664534,0,04/2019
2307399522,1,04/2019
1008259824247713792,1,04/2019
1008259824247713792,1,04/2019
1008259824247713792,1,04/2019
1008259824247713792,1,04/2019
1008259824247713792,1,04/2019
334015962,0,04/2019
516642056,1,04/2019
2394498976,1,04/2019
2373472589,0,04/2019
44772540,0,04/2019
718804592973053952,1,04/2019
140560274,0,04/2019
37715053,1,04/2019
1078894943232352257,1,04/2019
304429929,0,04/2019
1078894943232352257,1,04/2019
374428089,0,04/2019
851410313580761090,0,04/2019
91109381,1,04/2019
15664534,0,04/2019
56359037,0,04/2019
3835568979,0,04/2019
522167902,0,04/2019
12964542,0,04/2019
20748873,1,04/2019
42028429,0,04/2019
950695210023051264,1,04/2019
19397439,0,04/2019
18016588,0,04/2019
600285139,0,04/2019
33893402,0,04/2019
1409726425,0,04/2019
78884300,1,04/2019
992027556693053441,1,04/2019
2253116190,0,04/2019
144494566,0,04/2019
366323045,1,04/2019
1102958836795744257,1,04/2019
943939801748615168,1,04/2019
1078894943232352257,1,04/2019
2393238258,0,04/2019
14125938,0,04/2019
3452004808,1,04/2019
116527190,0,04/2019
105082810,0,04/2019
44330718,1,04/2019
407850830,0,04/2019
1052678462786363398,1,04/2019
91293374,0,04/2019
57757188,0,04/2019
93639729,1,04/2019
1190701380,0,04/2019
57757188,0,04/2019
16326747,0,04/2019
85509895,0,04/2019
811296326197579782,0,04/2019
235333481,0,04/2019
76004287,0,04/2019
516642056,1,04/2019
2963901225,0,04/2019
193517332,0,04/2019
913128578081947649,0,04/2019
2817285212,0,04/2019
2330641292,0,04/2019
732637071647596544,1,04/2019
20982910,0,04/2019
719666283336318976,0,04/2019
1536562052,0,04/2019
205117304,0,04/2019
555031989,0,04/2019
795549042,0,04/2019
117780256,0,04/2019
895224520981786626,0,04/2019
4836434020,0,04/2019
1008259824247713792,0,04/2019
1008259824247713792,0,04/2019
1008259824247713792,0,04/2019
1008259824247713792,0,04/2019
19397439,0,04/2019
14891492,1,04/2019
492677033,0,04/2019
19014890,1,04/2019
218809422,1,04/2019
2253116190,0,04/2019
27204376,1,04/2019
267635200,0,04/2019
1078894943232352257,1,04/2019
45756881,0,04/2019
754984362475651072,1,05/2019
740343025080127488,0,05/2019
28803219,0,05/2019
824681883866951682,1,05/2019
1205608057,0,05/2019
1735172144,1,05/2019
77312459,1,05/2019
992027556693053441,1,05/2019
1077385579,0,05/2019
48096388,0,05/2019
2425836948,1,05/2019
72603393,1,05/2019
16974619,0,05/2019
72603393,1,05/2019
2159851994,0,05/2019
2906419549,1,05/2019
25471555,0,05/2019
15693683,0,05/2019
166202252,1,05/2019
166202252,0,05/2019
113770895,0,05/2019
25471555,0,05/2019
1116626643127193600,0,05/2019
14304930,0,05/2019
415023430,0,05/2019
54439709,0,05/2019
1886222924,0,05/2019
2195597288,1,05/2019
235153539,0,05/2019
429781739,1,05/2019
4227495226,0,05/2019
996785311286898688,0,05/2019
775781157539614721,0,05/2019
1206557256,0,05/2019
769646458601549825,0,05/2019
15664534,1,05/2019
1648527283,0,05/2019
567614234,1,05/2019
1024351906653777920,0,05/2019
166202252,0,05/2019
990899576734453760,1,05/2019
420809309,0,05/2019
885088352386637824,0,05/2019
823868404142604290,1,05/2019
298704683,1,05/2019
224411573,1,05/2019
2393238258,0,05/2019
762386032843034624,0,05/2019
943939801748615168,1,05/2019
30814826,0,05/2019
31020455,0,05/2019
36358194,0,05/2019
50636347,1,05/2019
20435347,0,05/2019
11276612,0,05/2019
81249071,0,05/2019
15221598,0,05/2019
77312459,1,05/2019
1607228120,0,05/2019
14965677,0,05/2019
1417849142,0,05/2019
407850830,0,05/2019
2159851994,1,05/2019
1906535227,0,05/2019
77312459,1,05/2019
30722350,1,05/2019
15785718,1,05/2019
14502537,1,05/2019
278335034,0,05/2019
14853628,1,05/2019
14440053,1,05/2019
15221598,0,05/2019
559582007,0,05/2019
1078894943232352257,1,05/2019
258419402,1,05/2019
1436070643,0,05/2019
928395814208180224,0,05/2019
15342691,0,05/2019
928395814208180224,0,05/2019
928395814208180224,0,05/2019
928395814208180224,1,05/2019
48616766,1,05/2019
271004511,0,05/2019
1054478129023143937,1,05/2019
1107669525296791560,1,05/2019
1008259824247713792,1,05/2019
1008259824247713792,1,05/2019
1008259824247713792,1,05/2019
1008259824247713792,1,05/2019
1008259824247713792,1,05/2019
1444799468,0,05/2019
717353506731073536,1,05/2019
1100019297441722368,0,05/2019
1262396443,0,05/2019
446873663,0,05/2019
794815,0,05/2019
884022229,0,05/2019
943939801748615168,1,05/2019
233427213,1,05/2019
620689697,1,05/2019
18058847,0,05/2019
102879117,1,05/2019
289616919,0,05/2019
1112751358287863814,0,05/2019
19478383,0,05/2019
3023868185,1,05/2019
60706080,0,05/2019
216172921,0,05/2019
709378253010501633,0,05/2019
802246546607644672,0,05/2019
867019279169925120,0,05/2019
60580448,0,05/2019
1059414428695871489,1,05/2019
2159851994,1,05/2019
47886354,0,05/2019
884821196222509058,1,05/2019
26498461,0,05/2019
131074139,0,05/2019
2356982959,1,05/2019
518238327,1,05/2019
77312459,1,05/2019
211899262,0,05/2019
495066576,0,05/2019
1027897068864643072,0,05/2019
254580178,0,05/2019
861880493918347265,0,05/2019
17662020,0,05/2019
278335034,0,05/2019
993874679034204161,0,05/2019
720663537341706240,1,05/2019
72665057,1,05/2019
14199104,0,05/2019
152977510,1,05/2019
30985855,0,05/2019
98930724,0,05/2019
28776859,1,05/2019
1069302886721626115,1,05/2019
3055290779,0,05/2019
56310168,1,05/2019
3063874276,0,05/2019
17662020,0,05/2019
17823729,0,05/2019
937806764774277120,0,05/2019
42604774,1,05/2019
4836879915,0,05/2019
784383263414640640,0,05/2019
273578096,1,05/2019
805741436465512448,1,05/2019
244722105,0,05/2019
22839525,0,05/2019
875122621,0,05/2019
885088352386637824,0,05/2019
2323398798,1,05/2019
504792607,0,05/2019
14440053,0,05/2019
15664534,0,05/2019
2774555681,0,05/2019
1008259824247713792,0,05/2019
1008259824247713792,0,05/2019
1008259824247713792,0,05/2019
33471782,0,05/2019
2711212681,1,05/2019
733369388,0,05/2019
1269440827,0,05/2019
816273673162289152,1,05/2019
52524273,0,05/2019
3116811179,0,05/2019
1269972008,0,05/2019
1270312236,0,05/2019
740048579100692480,0,05/2019
816273673162289152,0,05/2019
816273673162289152,0,05/2019
46512940,0,05/2019
814286828417191936,0,05/2019
1102535563700133888,1,05/2019
121909341,0,05/2019
1014429078026219520,1,05/2019
4496512937,0,05/2019
2356982959,0,05/2019
518238327,0,05/2019
21601425,0,05/2019
840733265766031360,0,05/2019
26478168,0,05/2019
2159851994,0,05/2019
253281837,0,05/2019
2832209179,0,05/2019
22243973,1,05/2019
37777653,0,05/2019
291831562,0,05/2019
35439654,0,05/2019
2303652998,0,05/2019
60705407,0,05/2019
15663428,0,05/2019
741285443375902720,1,05/2019
50636347,0,05/2019
6235172,1,05/2019
50636347,0,05/2019
885088352386637824,0,05/2019
120675100,1,05/2019
2817285212,0,05/2019
60705407,1,05/2019
203994332,0,05/2019
637289435,1,05/2019
852130107166740482,0,05/2019
22243973,0,05/2019
747040693,1,05/2019
1573612315,1,05/2019
2344530218,1,05/2019
2407335803,1,05/2019
852631032545198080,1,05/2019
216172921,0,05/2019
560372106,1,05/2019
51779359,0,05/2019
77312459,0,05/2019
85509895,1,05/2019
442583715,1,05/2019
475201821,0,05/2019
722773924124045313,1,05/2019
1096500984757403649,0,05/2019
77312459,1,05/2019
2356982959,0,05/2019
518238327,0,05/2019
105082810,0,05/2019
31151790,0,05/2019
3029925590,1,05/2019
16228337,0,05/2019
77312459,0,05/2019
26478168,1,05/2019
380967792,0,05/2019
91109381,0,05/2019
256965214,0,05/2019
2253116190,0,05/2019
179251531,0,05/2019
2253116190,1,05/2019
66764172,1,05/2019
1344088226,1,05/2019
1078894943232352257,1,05/2019
1078894943232352257,1,05/2019
144494566,0,05/2019
6411542,0,05/2019
7117302,0,05/2019
22158464,1,05/2019
702071113,1,05/2019
16742538,1,05/2019
741343590,1,05/2019
3060539594,0,05/2019
715798103073374208,0,05/2019
761973558310539264,0,05/2019
205109688,0,05/2019
25471555,0,05/2019
1046920263827447809,0,05/2019
3001869293,0,05/2019
64622068,0,05/2019
106707357,1,05/2019
15664534,0,05/2019
2840696955,0,05/2019
15664534,1,05/2019
15664534,0,05/2019
156568938,0,05/2019
15664534,0,05/2019
818742198170595328,0,05/2019
897952618659446784,0,05/2019
567614234,0,05/2019
15664534,0,05/2019
294932830,1,05/2019
40028364,0,05/2019
951707624,0,05/2019
40028364,0,05/2019
16666454,0,05/2019
50409534,0,05/2019
25471555,1,05/2019
722773924124045313,0,05/2019
979917670886838272,0,05/2019
40702526,1,05/2019
3342899873,0,05/2019
26478168,1,05/2019
174451720,0,05/2019
2830254912,0,05/2019
16053116,1,05/2019
984536788596379649,0,05/2019
33622690,0,05/2019
16053116,0,05/2019
1031589999500648448,1,05/2019
1069942914795614218,0,05/2019
256965214,0,05/2019
16974619,0,05/2019
50636347,0,05/2019
77312459,0,05/2019
852130107166740482,0,05/2019
409886625,0,05/2019
2955470313,1,05/2019
1487611669,0,05/2019
583809809,0,05/2019
226002580,1,05/2019
30985855,1,05/2019
31494406,1,05/2019
913128578081947649,1,05/2019
1205608057,1,05/2019
44358731,0,05/2019
164121361,0,05/2019
877441709256445953,1,05/2019
91109381,1,05/2019
22934393,0,05/2019
2999418693,0,05/2019
3684975675,0,05/2019
950624350427783168,1,05/2019
1920091782,0,05/2019
886374620,0,05/2019
1096400847636959232,0,05/2019
50636347,0,05/2019
205117304,1,05/2019
34134796,0,05/2019
119268563,1,05/2019
884022229,0,05/2019
4374719908,0,05/2019
2665819207,1,05/2019
820845151,0,05/2019
947132432,0,05/2019
1017201926486626304,0,05/2019
5996132,1,05/2019
619416045,0,05/2019
820845151,1,05/2019
738773540304867328,0,05/2019
294932830,0,05/2019
897031697878978561,0,05/2019
66381016,0,05/2019
576679602,0,05/2019
171384112,0,05/2019
15664534,1,05/2019
15664534,1,05/2019
15664534,1,05/2019
15664534,1,05/2019
15664534,0,05/2019
15664534,1,05/2019
15664534,0,05/2019
77312459,0,05/2019
15664534,1,05/2019
17056335,0,05/2019
4165242802,0,05/2019
17569853,1,05/2019
21855433,1,05/2019
516642056,0,05/2019
1004796290457366530,0,05/2019
760924448715378688,0,05/2019
15785718,1,05/2019
77312459,1,05/2019
30985855,1,05/2019
482773742,0,05/2019
25582069,1,05/2019
704365881313337344,0,05/2019
19341334,0,05/2019
22194854,1,05/2019
2326820828,0,05/2019
3317217437,1,05/2019
1436070643,0,05/2019
1566012720,1,05/2019
154587150,1,05/2019
300409368,0,05/2019
979917670886838272,0,05/2019
492932268,1,05/2019
2990402052,0,05/2019
44448313,0,05/2019
16228337,0,05/2019
1078894943232352257,1,05/2019
866492734974042112,1,05/2019
1078894943232352257,1,05/2019
835803734,0,05/2019
16228337,0,05/2019
12964542,0,05/2019
1019601847374532609,0,05/2019
419625978,0,05/2019
20526166,0,05/2019
1444799468,0,05/2019
14979635,0,05/2019
1078894943232352257,1,05/2019
1008259824247713792,1,05/2019
1008259824247713792,1,05/2019
1008259824247713792,1,05/2019
1008259824247713792,1,05/2019
1008259824247713792,1,05/2019
1008259824247713792,1,05/2019
205117304,1,05/2019
4363886774,0,05/2019
1513621700,0,05/2019
2906419549,1,05/2019
15664534,0,05/2019
320980383,0,05/2019
24663117,1,05/2019
1078894943232352257,1,05/2019
17662020,0,05/2019
832479909532405761,1,05/2019
1683133992,0,05/2019
115754870,0,05/2019
1003850816652840962,1,05/2019
294932830,0,05/2019
294932830,0,05/2019
299459497,0,05/2019
164086097,1,05/2019
134889176,0,05/2019
525405403,1,05/2019
2167100364,1,05/2019
928395814208180224,0,05/2019
834594192286433280,0,05/2019
884821196222509058,1,05/2019
2356982959,1,05/2019
518238327,1,05/2019
15664534,0,05/2019
17082183,0,05/2019
118788479,0,05/2019
415023430,0,05/2019
77312459,1,05/2019
3317217437,1,05/2019
82388015,1,05/2019
2385750072,0,05/2019
2873609365,0,05/2019
900300126312333312,0,05/2019
768617164886515712,0,05/2019
25471555,1,05/2019
40847455,0,05/2019
15664534,0,05/2019
2157549649,0,05/2019
1045511690,0,05/2019
15664534,1,05/2019
1884513522,1,05/2019
100560178,1,05/2019
915874845518385152,1,05/2019
1110498739477716998,1,05/2019
26603208,0,05/2019
928395814208180224,0,05/2019
26478168,1,05/2019
2250335215,1,05/2019
113770895,0,05/2019
884022229,1,05/2019
114020297,1,05/2019
49253006,1,05/2019
14737210,0,05/2019
1055793452682698752,0,05/2019
2845338172,0,05/2019
2774555681,1,05/2019
2253116190,1,05/2019
714684004495204352,0,05/2019
118789598,0,05/2019
111674266,1,05/2019
1229675046,0,05/2019
35203319,1,05/2019
912664511001194496,0,05/2019
25471555,0,05/2019
111050337,1,05/2019
48880548,1,05/2019
852130107166740482,0,05/2019
407850830,0,05/2019
8071902,1,05/2019
22243973,0,05/2019
15785718,0,05/2019
588914820,1,05/2019
1104829304381235201,1,05/2019
915933945560207361,0,05/2019
3092240730,1,05/2019
824150935828135936,1,05/2019
4641021,1,05/2019
1060851254,0,05/2019
1028977676722290689,0,05/2019
130933506,0,05/2019
1735241,0,05/2019
811624082600914944,0,05/2019
811624082600914944,0,05/2019
2262189280,0,05/2019
811624082600914944,1,05/2019
1735172144,1,05/2019
42862548,1,05/2019
19341334,0,05/2019
89241701,1,05/2019
271007400,0,05/2019
811624082600914944,0,05/2019
811624082600914944,0,05/2019
811624082600914944,1,05/2019
828325230925979651,0,05/2019
271007400,1,05/2019
2262189280,0,05/2019
811624082600914944,1,05/2019
811624082600914944,0,05/2019
811624082600914944,0,05/2019
775781157539614721,0,05/2019
1078894943232352257,1,05/2019
271007400,0,05/2019
811624082600914944,0,05/2019
811624082600914944,0,05/2019
271007400,0,05/2019
968975070642294784,0,05/2019
811624082600914944,0,05/2019
811624082600914944,0,05/2019
811624082600914944,1,05/2019
1006648780555505665,0,05/2019
811624082600914944,0,05/2019
811624082600914944,0,05/2019
179516888,0,05/2019
271007400,0,05/2019
1969069184,0,05/2019
811624082600914944,1,05/2019
811624082600914944,0,05/2019
347191988,0,05/2019
909840430065369088,0,05/2019
811624082600914944,1,05/2019
24847159,1,05/2019
271004511,0,05/2019
1052641182449250304,1,05/2019
278163869,0,05/2019
1055136729106182145,1,05/2019
3235404753,0,05/2019
247496984,1,05/2019
2253116190,0,05/2019
520329014,0,05/2019
981650466437185536,1,05/2019
45756881,0,05/2019
771932239278010373,1,05/2019
928213192425328640,0,05/2019
1067222170429005824,0,05/2019
62952341,0,05/2019
368370629,0,05/2019
2845338172,1,05/2019
551219890,0,05/2019
928395814208180224,0,05/2019
325982413,1,05/2019
2253116190,0,05/2019
1078894943232352257,1,05/2019
4628776753,1,05/2019
722773924124045313,0,05/2019
4628776753,1,05/2019
1536562052,0,05/2019
205117304,0,05/2019
555031989,0,05/2019
1055020896992280576,0,05/2019
36063034,0,05/2019
220087854,0,05/2019
42507172,1,05/2019
2646334171,0,05/2019
2282908923,0,05/2019
2282908923,0,05/2019
1078670784153964544,0,05/2019
612931307,0,05/2019
936743458617872388,1,05/2019
15520241,0,05/2019
2154031235,0,05/2019
15868277,0,05/2019
508798903,0,05/2019
17392332,1,05/2019
915933945560207361,1,05/2019
718804592973053952,0,05/2019
34596267,0,05/2019
1106490627783565312,0,05/2019
384401766,0,05/2019
301499072,0,05/2019
1513621700,0,05/2019
1001929386,0,05/2019
567614234,1,05/2019
246911431,0,05/2019
1951178581,0,05/2019
2725183932,1,05/2019
78970487,0,05/2019
950695210023051264,1,05/2019
395317508,0,05/2019
16666454,0,05/2019
1011170203957432320,1,05/2019
579957377,0,05/2019
579957377,1,05/2019
579957377,0,05/2019
130933506,0,05/2019
4843023227,1,05/2019
254155933,0,05/2019
1962723907,0,05/2019
27745433,0,05/2019
718804592973053952,0,05/2019
806047050517401600,0,05/2019
1078894943232352257,1,05/2019
960993497913241600,0,05/2019
719472337,1,05/2019
130933506,0,05/2019
2356982959,1,05/2019
518238327,1,05/2019
2356982959,0,05/2019
518238327,0,05/2019
2356982959,1,05/2019
518238327,1,05/2019
16877196,0,05/2019
33563895,0,05/2019
4447920627,1,05/2019
108404527,0,05/2019
2159851994,0,05/2019
298627623,0,05/2019
107497796,1,05/2019
38621953,0,05/2019
1065982720860450816,1,05/2019
2711212681,1,05/2019
916626702108897280,0,05/2019
1067999394,0,05/2019
25058288,0,05/2019
620343981,1,05/2019
510091707,0,05/2019
186963240,0,05/2019
18843840,0,05/2019
744791558239621124,1,05/2019
824681883866951682,0,05/2019
31020455,0,05/2019
15663428,1,05/2019
3267582877,0,05/2019
820845151,0,05/2019
50636347,1,05/2019
185893940,0,05/2019
2790869245,0,05/2019
77312459,0,05/2019
786579859464003588,0,05/2019
2875920548,0,05/2019
366323045,0,05/2019
3185855460,1,05/2019
2879366906,0,05/2019
29230762,0,05/2019
40028364,0,05/2019
257821440,1,05/2019
483096073,0,05/2019
882710360658255872,1,05/2019
18106298,0,05/2019
2159851994,0,05/2019
2906419549,1,05/2019
168701756,0,05/2019
40028364,0,05/2019
19039056,0,05/2019
67591615,0,05/2019
3977486715,0,05/2019
718804592973053952,0,05/2019
29295613,1,05/2019
390360720,1,05/2019
3391720966,0,05/2019
932368773314727936,1,05/2019
164121361,0,05/2019
863855947281833984,0,05/2019
15664534,0,05/2019
15664534,0,05/2019
1529113278,1,05/2019
960213156034379777,0,05/2019
1205529355,0,05/2019
1051222879348641792,0,05/2019
59577517,0,05/2019
515662394,1,05/2019
408898240,0,05/2019
947522489818562561,1,05/2019
534563976,1,05/2019
2814435995,0,05/2019
2908051671,1,05/2019
156568938,0,05/2019
51745933,0,05/2019
50791051,0,05/2019
492677033,0,05/2019
29295613,1,05/2019
19397439,0,05/2019
16228337,0,05/2019
91109381,1,05/2019
4923806045,1,05/2019
256965214,0,05/2019
4830114910,1,05/2019
22451292,0,05/2019
567614234,1,05/2019
47304773,1,05/2019
196551611,0,05/2019
2159851994,0,05/2019
2253116190,0,05/2019
1045511690,1,05/2019
938970397252481025,1,05/2019
2478688363,0,05/2019
19216635,1,05/2019
1045511690,1,05/2019
248726341,0,05/2019
256965214,0,05/2019
1008259824247713792,0,05/2019
1008259824247713792,0,05/2019
543022487,0,05/2019
1008259824247713792,0,05/2019
1008259824247713792,0,05/2019
1008259824247713792,0,05/2019
1008259824247713792,0,05/2019
1420660507,0,05/2019
256965214,0,05/2019
20513550,0,05/2019
937962626222497793,0,05/2019
1105076086348701696,0,05/2019
700914356372910082,0,05/2019
4628776753,1,05/2019
820845151,1,05/2019
25206525,1,05/2019
75055396,0,05/2019
75055396,0,05/2019
2580902174,0,05/2019
1109090299593347074,0,05/2019
407850830,1,05/2019
740682695357927424,0,05/2019
257821440,1,05/2019
294932830,1,05/2019
2814306918,0,05/2019
40028364,0,05/2019
28565521,0,05/2019
4848154332,0,05/2019
1104480552323899399,1,05/2019
46241234,0,05/2019
133681256,1,05/2019
518893575,0,05/2019
369887696,0,05/2019
150012381,1,05/2019
1132795518,1,05/2019
928395814208180224,0,05/2019
2903980267,0,05/2019
830998071282528256,0,05/2019
34423941,1,05/2019
3166958767,0,05/2019
985531272180260864,1,05/2019
1199577445,0,05/2019
1308444870,0,05/2019
3063629509,1,05/2019
781233472991920128,1,05/2019
17223014,0,05/2019
21271480,0,05/2019
2394498976,1,05/2019
14615761,0,05/2019
15715367,0,05/2019
13645682,0,05/2019
10938752,1,05/2019
130704747,0,05/2019
65144656,0,05/2019
3192476162,1,05/2019
288162177,0,05/2019
16974619,0,05/2019
29733324,0,05/2019
301794522,0,05/2019
14683187,0,05/2019
156568938,0,05/2019
50636347,0,05/2019
1095694821958799360,1,05/2019
897031697878978561,0,05/2019
3165288974,1,05/2019
149212540,0,05/2019
841829095017082880,0,05/2019
2350932000,0,05/2019
18372616,0,05/2019
776571259966500864,0,05/2019
1278156252,0,05/2019
22158464,0,05/2019
18676458,0,05/2019
887626873,0,05/2019
18818329,0,05/2019
236981841,1,05/2019
894318375488241665,0,05/2019
16666454,1,05/2019
18843840,0,05/2019
819861340294524928,1,05/2019
35714453,0,05/2019
35714453,0,05/2019
105150346,0,05/2019
32939702,0,05/2019
775781157539614721,1,05/2019
104932662,1,05/2019
4203289978,1,05/2019
770621372183748608,0,05/2019
119778127,0,05/2019
148559999,0,05/2019
1735172144,0,05/2019
925734820612857856,0,05/2019
838772324497158144,0,05/2019
291785111,0,05/2019
50811808,1,05/2019
101816634,0,05/2019
95218114,1,05/2019
843038719397380097,0,05/2019
877534477211369472,0,05/2019
276126480,1,05/2019
900300126312333312,1,05/2019
836545729850191872,0,05/2019
773340859303682049,1,05/2019
396914008,0,05/2019
1705650397,0,05/2019
25471555,0,05/2019
324125857,0,05/2019
21271900,0,05/2019
847110935324086272,0,05/2019
21227794,0,05/2019
278163869,0,05/2019
111046668,0,05/2019
152348706,0,05/2019
781436153228566528,1,05/2019
718804592973053952,0,05/2019
1078894943232352257,1,05/2019
38077049,1,05/2019
1468111921,0,05/2019
1104480552323899399,0,05/2019
10443,1,05/2019
910124917701664768,0,05/2019
2253116190,1,05/2019
1078894943232352257,1,05/2019
516034301,0,05/2019
3317217437,1,05/2019
3198935319,0,05/2019
56338090,1,05/2019
1008259824247713792,1,05/2019
68668492,1,05/2019
175722238,0,05/2019
926531402,1,05/2019
2879366906,0,05/2019
488819357,1,05/2019
2253116190,0,05/2019
59697591,1,05/2019
248110302,0,05/2019
592787484,1,05/2019
755458651196829696,1,05/2019
2836029222,0,05/2019
14921341,1,05/2019
40028364,0,05/2019
8176352,0,05/2019
54157369,0,05/2019
16091981,0,05/2019
16091981,0,05/2019
60017224,0,05/2019
246988345,1,05/2019
3146669395,0,05/2019
803856,0,05/2019
587045384,1,05/2019
3018375669,0,05/2019
34423941,1,05/2019
1067517138,0,05/2019
34423941,1,05/2019
34423941,1,05/2019
111050337,0,05/2019
735418346896818176,1,05/2019
545259258,0,05/2019
1020301946,0,05/2019
39218758,1,05/2019
3307703349,0,05/2019
3307703349,0,05/2019
3327420822,0,05/2019
671653,0,05/2019
74945157,0,05/2019
1095694821958799360,1,05/2019
2328273998,0,05/2019
3610792533,0,05/2019
15116869,1,05/2019
380080506,0,05/2019
4899140500,0,05/2019
31151790,0,05/2019
50636347,0,05/2019
156568938,0,05/2019
53498980,1,05/2019
2653249400,0,05/2019
87434953,0,05/2019
1104480552323899399,1,05/2019
37298975,0,05/2019
76052772,1,05/2019
500205636,1,05/2019
3148151456,0,05/2019
22243973,0,05/2019
291831562,1,05/2019
16014840,1,05/2019
799829435147055104,0,05/2019
9857052,0,05/2019
176211652,0,05/2019
25471555,0,05/2019
1130952270,0,05/2019
25167160,1,05/2019
1097886970762719232,0,05/2019
15785718,0,05/2019
863550061090934784,0,05/2019
40094447,1,05/2019
729500744085180416,0,05/2019
179177010,1,05/2019
816964739045670913,0,05/2019
43237915,0,05/2019
74945157,0,05/2019
1088350106019979264,1,05/2019
748501256776343552,0,05/2019
57501485,0,05/2019
3815139737,0,05/2019
3432386097,0,05/2019
47009262,0,05/2019
29097819,1,05/2019
2285611770,1,05/2019
928395814208180224,1,05/2019
1893115910,1,05/2019
1110950064434921472,0,05/2019
958984880,1,05/2019
21227794,1,05/2019
38515532,1,05/2019
746577718461009920,0,05/2019
362413914,0,05/2019
11230502,0,05/2019
574681599,0,05/2019
143142203,0,05/2019
28590743,0,05/2019
1366802004,1,05/2019
479366176,0,05/2019
1961047700,0,05/2019
77312459,1,05/2019
3344897053,0,05/2019
2842667829,0,05/2019
857861496,0,05/2019
63763497,1,05/2019
937806764774277120,0,05/2019
1113468711225004032,1,05/2019
1105959388890591232,1,05/2019
139593662,0,05/2019
3288789422,0,05/2019
19397439,0,05/2019
185908446,0,05/2019
91103484,1,05/2019
33893402,0,05/2019
3228339754,0,05/2019
102994740,0,05/2019
123689670,1,05/2019
52163216,0,05/2019
3191025717,1,05/2019
34761502,1,05/2019
216172921,0,05/2019
1075862777112223744,0,05/2019
112460964,0,05/2019
2523149196,0,05/2019
1121187807417065474,0,05/2019
4655429956,0,05/2019
2161651062,0,05/2019
1423531074,0,05/2019
23956006,0,05/2019
14322288,0,05/2019
3235404753,0,05/2019
16228337,0,05/2019
22194854,0,05/2019
29702361,0,05/2019
516642056,0,05/2019
3097993207,0,05/2019
988215991715934209,1,05/2019
278335034,0,05/2019
790896666828234752,1,05/2019
920326607558135809,0,05/2019
946512471275085824,0,05/2019
900300126312333312,0,05/2019
4655429956,0,05/2019
770937720696868864,0,05/2019
4166755647,0,05/2019
925055239543250945,0,05/2019
74945157,0,05/2019
938072706259587074,0,05/2019
2817285212,0,05/2019
351484777,0,05/2019
984536788596379649,1,05/2019
33622690,1,05/2019
74945157,0,05/2019
1535439446,0,05/2019
460520198,0,05/2019
1040588472497696770,0,05/2019
17405435,0,05/2019
41578622,0,05/2019
25969988,0,05/2019
21924324,0,05/2019
6629912,1,05/2019
625486006,0,05/2019
23950210,0,05/2019
885088352386637824,0,05/2019
18088416,1,05/2019
2525040972,1,05/2019
1078894943232352257,1,05/2019
409357992,1,05/2019
192909995,1,05/2019
1054364829413244929,1,05/2019
246911431,0,05/2019
74945157,0,05/2019
1014429078026219520,0,05/2019
270078041,0,05/2019
197553087,0,05/2019
843581647165538305,0,05/2019
1347441,0,05/2019
48817182,0,05/2019
843581647165538305,0,05/2019
262413057,0,05/2019
21911698,1,05/2019
44330718,1,05/2019
2735605630,1,05/2019
2735605630,0,05/2019
2159851994,0,05/2019
2536233330,0,05/2019
620136960,0,05/2019
286204301,0,05/2019
17220566,0,05/2019
275336189,0,05/2019
23172795,0,05/2019
1104480552323899399,0,05/2019
19895837,1,05/2019
1969069184,1,05/2019
1111399174266732544,0,05/2019
304975520,1,05/2019
236719509,0,05/2019
17056335,0,05/2019
917307236250038272,0,05/2019
917307236250038272,1,05/2019
935556132181037056,0,05/2019
1323419383,1,05/2019
15785718,1,05/2019
2800599859,0,05/2019
579957377,0,05/2019
6424562,0,05/2019
579957377,1,05/2019
947522489818562561,0,05/2019
534563976,0,05/2019
48616766,0,05/2019
12964542,0,05/2019
17405435,0,05/2019
74945157,0,05/2019
74945157,0,05/2019
185908446,1,05/2019
586432563,1,05/2019
87775422,0,05/2019
50722668,0,05/2019
4174131,0,05/2019
30833130,0,05/2019
30833130,0,05/2019
30833130,0,05/2019
296973095,1,05/2019
488561271,1,05/2019
50636347,0,05/2019
969880908869390336,0,05/2019
215369273,0,05/2019
42930141,1,05/2019
249723901,0,05/2019
150012381,0,05/2019
2570652956,1,05/2019
80076060,0,05/2019
14904461,1,05/2019
