author_id,tweet,nltk_outcome,bert_outcome
790896666828234752,"For those concerned about any privacy no data is shared and once the approval has gone through the image is permanently deleted.

Via @HuffPost

",1,0
913128578081947649,"""With the development of biometric technology TSA could add facial recognition technology or fingerprints to the airport security lanes.""",1,0
256965214," 
Yesterday'snow . Today's numberyesterday's . Tomorrow's ???

Highly accurate algorithms are a commodity thanks to .

The moral? Focus on theand . 

Avoid . 

",1,0
284445764,A combination of AR &amp; Facial Recognition delivers a fiery end to Asda's campaign @Doritos,0,1
467571075,Find your perfect Axis solution:- whatever your need we have you covered&gt;,1,0
27326436,Canhelp protect borders? soumikroy,1,0
463659150,Canhelp protect borders? @soumikroy,1,0
21255790,"Gordon Wilson from WorldReach Software @worldreach_WRS speaking at @BiometricsInstion ""Trusted Remote ID Verification"" as delivered to UK Home Office 

",1,0
27326436,Should airports trust ? soumikroy,1,0
463659150,Should airports trust ? @soumikroy,1,0
22057463,"Twitterverse need your help.These people robbed my friends house. 

Can you find them?They drove a white brand new Mercedes w black AutoNation paper plates
 


@TustinPolice ",1,0
2210844882,Get ready for a lot more facial recognition at the airportvia @PopSci,1,0
21779465,A pretty busy day at,1,0
2253116190,"We are at Facial Recognition Conference Fort Canning. Drop by and say hi if you’re here! 

",0,1
83588783,With the travel industry diving further into the use ofit is no surprise that this technology is now being used inside casinos on the Las Vegas Strip. @Toddprincetv via @reviewjournal shares more here: ,1,0
1029329505066868738,"mt: @mikequindazzi

By 2025 themarket is estimated to reach $26.2 billion! &gt;&gt; @tractica via @MikeQuindazzi &gt;&gt;",1,0
968981132816478208,Turn off Facebook's facial recognition feature in 5 easy steps:|,1,0
77312459,. @bioconnect's BioConnect ID designed to support a number ofmodalities for the .,1,0
16012926,.@Vantiq boardroom use case presentation onfor security and,1,0
22605691,Chinese internet giant Tencent trialling a facial recognition age-check system to limit the time kids spend playing Honor of Kings.,1,0
4876948522,Anonymous Microsoft and Amazon employees speak out on Medium,1,0
15169751, technologies are no longer something out of science fiction — they are becoming part of our everyday lives. What doeshave to offer theindustry?… …,0,1
111422207,chase us to a new height or should I say low Beyond onwith.. 🤚totalof … ,0,1
803183866722795520,"Chenega Europe and Cognitech are advancing security with real time facial recognition.

To see thisin action stop by booth F 005 at @MilipolQatar October 29-31 at the Doha Exhibition and Convention Center.

 ",1,0
2826536509,For the last six months Greater Manchester Police have piggybacked onto CCTV system of a private security company to secretly roll out livetechnology - around 15 million people visiting Trafford Centre have had their faces scanned ,1,0
20262506,How much privacy are we willing to give up in the name of safety?,1,0
83588783, could help businesses in Chicago amp up their security to keep residents safe. Read more from @biometricupdate here: ,1,0
4141978993,Facial recognition software for purchasing alcohol: cool tech innovation or creepy big brother feature?,1,0
831619001625276417,"Existing facial recognition software is often trained on non-diverse datasets. As these examples of software are implemented into daily life in the United Statesthis racial bias is negatively impacting people of color.
",1,0
3018841323,"Existing facial recognition software is often trained on non-diverse datasets. As these examples of software are implemented into daily life in the United States this racial bias is negatively impacting people of color.
",1,0
1018723811993112577,If we can remember an average of 5000 faces on our own how can this inform the development oftechnology? And what are the potentials for us to increase that number? ,1,0
241185642,"😑 Consumer Attitudes Toward Facial Recognition [CHART]

Some 46.1% of respondents said they were not likely to purchase a device withto help protect their privacy while 46.1% said they were at least somewhat likely to buy one. 👇
",1,0
23328291,"3Dsolution bythat tries to solve the lobby security vetting process for visitors.
 Access Intelligence system. ",1,0
900300126312333312,The @usta has started usingtechnology to clamp down on illicitand it’s willing to work with other sports organizations and even law enforcement bodies to extend the practice,1,0
722758250811105280,Surveilling humans comes with an assortment of ethical and moral dilemmas. But what about surveilling ? Here is a list of every animal humans currently monitor using,1,0
2806431797,"📌 What 'sShows About GovernmentAnd 
▶",1,0
2191079366," in Unicorns 

Globally 250+ unicorns 
SenseTime of China valued at $4B for visual recognition- 9 others in list below - 


 @CBInsights @MikeQuindazzi",1,0
2368621765,"It’ll soon be quicker to move through airports. @HeathrowAirport is rolling out asystem to let passengers check in drop bags get through&amp; board planes. Passports &amp; boarding cards won’t have to be removed from your pocket!!
 ",0,1
35711349,"It’ll soon be quicker to move through airports. @HeathrowAirport is rolling out asystem to let passengers check in drop bags get through&amp; board planes. Passports &amp; boarding cards won’t have to be removed from your pocket!!
 ",0,1
15863220,We'll soon be usingtech at Heathrow to help us get to our flight faster @WiredUK,1,0
224411573,1️⃣st @MocoSpace🗺 then came @tinychat🏩 and now @Skype➿. I can only wonder what's next?🤔💭🤷‍♂️😏. STAY TUNED📺,1,0
1205608057,"Facial recognition is being embraced by ⁦@swpolice⁩ although it has attracted some critics. If used properlyneed not breach people’s :⁦@FT⁩
⁦@commscrowd⁩",1,0
22489531,Tencent usesto detect minors playing games to prevent increasing childrenvia @SCMPNews,1,0
62952341,"Ronald_vanLoon: Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: randal_ols… ",1,0
13584132," RT Ronald_vanLoonUnderstand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: rand…",1,0
27323975,On @WFTV @OrlandoPolice begin 2nd phase ofsoftware testing with Amazon New leg of study of volunteer officers only (no civilians) to run 9 months instead of 6,1,0
1536562052,"RT Ronald_vanLoon ""Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: randal_… ",1,0
555031989,"Understand these 5 basic concepts to sound like aexpert 
 by @TDataScience @aaronedell |

Read more at 



cc: @randal_olson",1,0
50636347,Don’t ban : regulate it to provide the right safeguards. @BillMew explains that it's not realistic to seek to ban the technology. Instead we need to ensure that there are safeguards in place for its responsible and ethical use,1,0
819356413608591360,As the popularity of facial recognition continues to rise you can expect a slew of new rules and regulations along with it.,1,0
15664534,.Iffin’ your all so talented why ya have to be bullies?is not talent!divertingandto the samefor decades right... ,1,0
143587792,"If we can usein allthis would be brilliant maybe a glimpse of a new

 ",1,0
21271900,‘New technologies are helping to tackle one of the great scourges of- airport queues. But at what cost to our ?’,1,0
3192476162,"The advancement ofis what’s brung some of the mostto . 

 is not possible withoutandis no different thanboth still require a human for accuracy. ",1,0
212413872, presentingdata to detect surgical trainees at risk for burnout and depression viaapp. Cool stuff at ePosters! Moderators meet with presenters at end to give oral presentation feedback too!,0,1
2934239943,@sunny_hundal Western corporations and police forces appear very interested intechnology as a quick search will attest✌️,1,0
2168607036,Scary- the consultant said that he’s already seeing companies merge their security and marketing divisions.,0,1
413405163,"(1) ""giant @TencentGlobal began trialling aage-check system to limit the amount of timespendits Honor of Kingsgame""",1,0
967541386517020674,@EeHRN @EvanSelinger @PrivacyMatters I believe it's already happening in USA. Therefore I'm sure any countries where stores have started usingsecurity system like in Japan or USA similar issues have started &amp; hundreds of customers may be already falsely/wrongly blacklisted or will be in future.,1,0
62952341,"Ronald_vanLoon: RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
13584132,"RT Ronald_vanLoonRT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

… ",1,0
230403822,"RT:Ronald_vanLoon: RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
1536562052,"RT Ronald_vanLoon ""RT Ronald_vanLoon: Effective example ofat . Would you scan your face for faster access? 

Huawei HuaweiEnt… ",1,0
26640695,.@TSA released a plan for how it will increase the use oftechnology includingin airports across the United States.via @PopSci,1,0
16498987,Tech tip: useto find awho looks like your crush,1,0
30048811,If theis not corruptedis destined to become safe cities..,1,0
30048811,If theis not corruptedis destined to become safe cities..,1,0
1045341115858259968, technology has been introduced at certain US airports however the American Civil Liberties Union (ACLU) has already criticized the method usingciting discrimination and false matches: ,1,0
2332939052,Facial recognition software has been touted as the next era of security but is it really? Let’s take a look at the potential opportunities and the roadblocks that are still in the way.,1,0
15664534,Look familiar???nomBasinet@La242tvain’t talent.... ,1,0
1008259824247713792,"What Camera Module Solutions do you need?


",1,0
36312734,Given the complex issues surfaced by -driventhere are almost certainly going to be additional regulations specifically focused on this technology.,1,0
770937720696868864,Given the complex issues surfaced by -driventhere are almost certainly going to be additional regulations specifically focused on this technology.,1,0
12615582,Given the complex issues surfaced by -driventhere are almost certainly going to be additional regulations specifically focused on this technology.,1,0
1899542737,Want to get through airports quicker? Heathrow have your back@WIRED,1,0
19498386,"@surcamcom This kind of thing being introduced in the private sector without any debate worryingly normalises the use ofand leads to ""well everyone else is doing it"" (1/2) ",1,0
139489624,2018 Conference - Smart Airport – Technovation Conference &amp; Exhibition 2018 sobuzz words in Asian airports FYI third party app tested ⁦@ceatec⁩ on$vuzi connect the dots it’s gonna be huge,1,0
2617325143,billboardplatform @bidoohuk strikes a deal to equip up to 3000 screens acrosswith a box and camera. The camera usessoftware. The box enables users of the platform to tailor ads accordingly ,0,1
390220422,We’re investing steadily in getting better at delivering solutions in support of our awesome SI’s.More to come but a backstage pass here on our latest efforts in Dallas last week.,1,0
4805445798,3 ways on How to Improve Memory and Prevent Memory Loss for you or a loved one - click here,1,0
705593652555313152," and? GS Retail has open a ""smart convenience store""usingand will serve as a test bed for itssystems.",1,0
2281314234,Amazon pitched ICE on its facial recognition technology,1,0
629084145,Amazon pitched facial recognition tech to ICE despite employee objections,1,0
38747883,.@Amazon has faced backlash both internally and externally for pitching ICE on theirRekognition.,1,0
83588783, will soon end the days of standing in line and fiddling in your pocket to find your ID or passport when you are checking a bag in an airport. @marcomc2 via @thedrive shares more here: ,1,0
1013878772096004101,"💆‍♂️OFFICE MASSAGE PACKAGE
🎉 Special Offer
📅 Make your appointment now
📞 (786) 391 - 1274
📲 
.
.
.


",1,0
968981132816478208,Turn off Facebook's facial recognition feature in 5 easy steps:|,1,0
1018723811993112577,"This Australian bank is employingtechnology to potentially offer cardless banking at their ATMs. ""The ATMs will recognise a customer's face and then require them to add their PIN number to complete transactions."" ",1,0
245587901,Amazon pitched ICE on its facial recognition technology,1,0
629084145,Amazon pitched ICE on its facial recognition technology,1,0
120675100,"Amazon tried to sell itstechnology to U.S. Immigration and Customs Enforcement (ICE)

@futurism",1,0
2253116190,"When increasing population is not supported by public infrastructurechallenges arise. How can we keep our cities safe? Read more: 

",1,0
478042067," Pre-Check ✈️ members get ready to start using facial recognition 🤳🏽

via @AFARmedia",1,0
820845151,"Amazon Pushesto Buy ItsTech

Amazon employees are up in arms about possible collaborations with law enforcement. That hasn’t stopped Amazon reps from pitching ICE on its face-scanning tech. ",1,0
1025788328723902464,AI arms race: Facial recognition is getting smarter and so are its human adversaries. Learn how to hide from Big Brother and subscribe to our newsletters for the latest on AI and blockchain:,1,0
83588783, is helping supermarkets in the UK stay compliant with alcohol and tobacco sales laws along with cutting down staff intervention at self-checkouts. More from @securitycharlie via @zdnet here: ,1,0
66100964,Evolution oftechnology is good but not the way it could be used ,1,0
1052952928191942657,"""Amazon pitched its facial recognition to ICE released emails show"" 

",1,0
3910799787,Retailers adding facial recognition to beef up security.,1,0
143569940,Facial recognition is now being tested by TSA at US airports. Welcome to the future...passports may eventually be replaced. Your face may be enough to get you on a plane!!!,1,0
899783023813578753,"Just doing a selfie to prove who you are doesn’t cut it! You need true liveness detection. Check out FaceTec’s ZoOmbio app @money2020 in the Discovery Den today!

",1,0
1536103471,"Howis chainging the landscape of malls

🔘 Personalized | 
🔘 Virtualized |fitting rooms
🔘 Entertained | Malls become Destinations
🔘 Cashierless



",1,0
775781157539614721,.@Amazon was shopping its Rekognitionsoftware to ICE over the summer @dailybeast reports ,1,0
929040707096072192,@darrwest @BrookingsInst Very interesting! Poor job of visualizing the data though (same applies to the equally interesting survey results on ).,1,0
2934239943,@stellacreasy Is Parliament on top of the growingrevolution taking place Stella 🤔✌️,1,0
1052833657847721984,Sarah Bate @BUfacecentre leads cutting-edge research into face 'super-recognisers' - can they be used by the police or other security agencies? Find out attalk 6 Nov at St Peter's Church.@BOHAirport @SOU_Airport,1,0
15169751, technologies are no longer something out of science fiction — they are becoming part of our everyday lives. What doeshave to offer theindustry?… …,0,1
2934239943, Will the UK and EU go down thepath which has questions on human liberty but is a fairly cheap technology 🤔🕵🏼‍♂️ ,1,0
19535657,Amazon Pitchesto Monitor Immigrants,1,0
50636347,Don’t ban : regulate it to provide the right safeguards. @BillMew explains that it's not realistic to seek to ban the technology. Instead we need to ensure that there are safeguards in place for its responsible and ethical use,1,0
116480454,"""By 2023 there will be an 80% reduction in missing people in mature markets compared to 2018 due to."" - Read this prediction and others when you register for this free . ",1,0
3309200134," 
Another successful detection by our Telangana PoliceFacial Recognition tool.She is of unsound mind left home in 2014 and since missing. A case was registered at Garla P.S and kept at a Child Home in Ghatkesar in the year 2014. Restored to parents now. ",1,0
1008658814470631424,.@CaliBurgerusa 's use of facial recognition technology for payment is just one example of how this new tech is going mainstream. One cheeseburger? That will cost you one cheesy smile!,1,0
16666454,Key moments in artificial intelligence newsincluding howcoupled with biometrics andis rapidly engendering public debate.,1,0
56713018, could be the perfect way for plant managers to improve operations and reduce cyber security breaches. Read more about this in our latest article. ,1,0
580455858,"Interesting...
scans every 30 seconds &amp; records students' facial expressions categorizing them into happy angry fearful confused or upset. also records student actions such as writing reading raising a hand and sleeping.",0,1
1054466420199866372,Amazon Pitches Facial Recognition to Monitor Immigrants,1,0
927164722905956352," : Amazon pitches facial recognition technology to US immigration authoritiesvia @SCMPNews
@amazon@ivyasaa",1,0
464016822,How a 19th-Century Teenager Sparked a Battle Over Who Owns Our Facesvia @gizmodo,0,1
362768080,Get ready for a lot moreat the airport -,1,0
4038820096," is usingto develop a vast hypersystem

❤ RT via @appwebtech ",1,0
800129647891529728,Get ready for a lot moreat the airport -,1,0
85854953,To provide better security throughout Las Vegas casinos and to collect data for improved game playhas been put into effect. Read more at,1,0
968981132816478208,Turn off Facebook's facial recognition feature in 5 easy steps:|,1,0
3527715379,"Amazon met with ICE over face-recognition tech to identify immigrants
",1,0
18590768,My only response to this is ... aaacckk!!! Amazon Pushes ICE to Buy Its Face Recognition Surveillance Techvia @POGOBlog ,1,0
4876948522,Amazon pitched its facial recognition system to ICE,1,0
1052065389662822402,"Facial Recognition is growing for sure. What does it take to use facial recognition in your own apps? Check this 5 min read 👇

",1,0
103580524, = more than 1.3B in pop. and it’s doing its best to keep them safe.happens to be 1 of the tech it uses. I would gladly take safety over few people who complain. That party inhas built one of the world’s top economies in such a record time..Stop! ,1,0
1047483139281510400,"India to look into facial recognition to free up congestion at airports. 
",1,0
18158104,"""Amazon pitched its facial recognition to ICE released emails show""",1,0
3190279062,Get ready for a lot moreat the airport -,1,0
241185642,"😑 Consumer Attitudes Toward Facial Recognition [CHART]

Some 46.1% of respondents said they were not likely to purchase a device withto help protect their privacy while 46.1% said they were at least somewhat likely to buy one. 👇
",1,0
15664534,tactics means they all get to beBasinet for decades right !divertsand solutions ,1,0
18425738,Chinese subway startschecks with . A city inhas introduced the country’s first facial recognition system for security screening at train stations. - Inkstone ,1,0
30048811,If theis not corruptedis destined to become safe cities..,1,0
3015412823,Amazon officials pitched their facial recognition software to ICE,1,0
36712770,ACLU Demands Homeland Security Dept. Disclose Facial Recognition Tech Detailsvia @Nextgov,1,0
4374719908," moves to give ""social scores"" to reward or punish citizens!
HT @MikeQuindazzi

@evankirstel @Paula_Piccard @mclynd @diioannid @SpirosMargaris @ipfconline1 @JacBurns_Comext @LouisSerge @jerome_joffre @HaroldSinnott@rajat_shrimal @ahier @Ym78200 ",1,0
90650482,"Smile! The Secretive Business of Facial-Recognition Software inStores 
 

 
 



 via @intelligencer",1,0
20822543,@childrenshealth is committed to betterandofand reducing@unfoundation @SustDev,1,0
2934239943,@TheEconomist Trials at Heathrow have apparently begun and even supermarkets are testingwith the “Internet of Things” wont all this be linked up in the West as well by global corporations? 🕵🏼‍♂️,1,0
2934239943,@TheEconomist Private companies in the UK are triallingsystems as well as the Police is stricter UK/EU regulation needed? 🤔,1,0
17463660,Subway 🚇 passengers to 🚶🏻‍♀️🚶🏼‍♂️ walk right through turnstiles in 0.2 second thanks to🤳🏽@PDChina,1,0
195579401," and : an example of technological paradox.
",0,1
296728882,“ has helped to identify those responsible for Salisbury and Istanbul ushering in the era of the disposable foreign agent. Any facial recognition system can now enrol these operatives the implications of which are just hitting home.” ,1,0
93191667,Facial recognition technology will have significant repercussions fordemocracy says Pauline Wright of the @NSWCCL,1,0
2469191839, startupfounder continues to fight attempted takeover ,0,1
816273673162289152,"„Smile to Pay“

A @KFC restaurant in Hangzhouis testing a newsystem
launched in partnership with- theof @AlibabaGroup 

 

",1,0
65353100,Teams and venues are usingand 📹 technology to increase game-daysays @BizTechMagazine — is this the direction healthcare should go too? ,1,0
714922094983716864,"No more testing!

Thanks to advancements inandassessing ' comprehension while watching videos like those produced by Squigl will be done without the need for traditional testing.

 …",1,0
50636347,Don’t ban : regulate it to provide the right safeguards. @BillMew explains that it's not realistic to seek to ban the technology. Instead we need to ensure that there are safeguards in place for its responsible and ethical use,1,0
930378730328993793,Whats your social credit score??,1,0
4420178843,KFC restaurant in China is testingsystem. 😮 It is launched in partnership with theplatform Alipay. Find out more in this video. What do you think about the future of this payment method?,1,0
1536103471,"„Smile to Pay“

A @KFC restaurant in Hangzhouis testing a newsystem
launched in partnership with- theof @AlibabaGroup 

🔗 

 

",1,0
747040693,"RT jblefevre60:moves to give ""social scores"" to reward or punish citizens!
HT MikeQuindazzi

evankirstel Paula_Piccard mclynd diioannid SpirosMargaris ipfconline1 JacBurns_Comext LouisSerge jerome_joffre HaroldSinnottraja… ",1,0
1573612315,"MikeQuindazzi: RT jblefevre60:moves to give ""social scores"" to reward or punish citizens!
HT MikeQuindazzi

evankirstel Paula_Piccard mclynd diioannid SpirosMargaris ipfconline1 JacBurns_Comext LouisSerge jerome_joffre HaroldSinnottrajat_shri…",1,0
1036924661299273728,"To be honest I don’t think it is necessary to have facial recognition for security check in metro. The privacy in citizens’ smartphones may not be secured if hackers occurred. 

 
@COM21181 
",1,0
967541386517020674,@bbw1984 @silkiecarlo Please check into what is happening in Japan where 1st facial recognition was created &amp; used for many years. Many innocent people are put in database connected to livesecurity sys. It has destroyed their lives. NHK indicated about possible issues in the past.,1,0
52120596,At thelevel where my phone’sdidn’t recognize me and I realized it’s because I have half acracker hanging out of my mouth... certainly cause for .,1,0
2567302915,Indian Researchers have created anwhich can detect people in videos along with a descriptive version of the appearance.,1,0
262413057,Does ease of use and simplicity outweigh privacy and consent?&gt;&gt; Facial Recognition and its Applications ,1,0
2722503240,Why our brains recognize faces so easily... or fail at it -- @letstalkscience via @SciShow 🧠🙂🔍,1,0
164545254,What does your face reveal about you and who is the better judge: humans or AI?,1,0
89785537,"Is your city smart about&amp; pervasive ?

Are the systems being built with ? 
",1,0
816825631,"""Deep learning"" can easily become a vague buzzword. Read these concrete applications to get a better picture of whatis capable of. |",1,0
62952341,"Ronald_vanLoon: Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: randal_ols… ",1,0
2428722788," moves to give ""social scores"" to reward or punish citizens!
HT @MikeQuindazzi
@evankirstel @Paula_Piccard @mclynd @diioannid @SpirosMargaris @LouisSerge @jerome_joffre @HaroldSinnott@rajat_shrimal @ahier @Ym78200 ",1,0
45849988,Amazon Pushes ICE to Buy Its Face Recognition Surveillance Tech,1,0
301312256,"Facial recognition can give students better service (and security).

 ",1,0
1536562052,"RT Ronald_vanLoon ""Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: randal_… ",1,0
555031989,"Understand these 5 basic concepts to sound like aexpert 
 by @TDataScience @aaronedell |

Read more at 



cc: @randal_olson",1,0
1004455274692907010,"Perhaps China has found a solution to human behavioral disorders.This concept will require further analysis.

 
 ",1,0
20406838, trial oftech doesn't seem to be going very well. @amazon pitched the same tech to @ICEgov over the summer.By @MattBinder &gt;,1,0
629084145,Police trial of Amazon facial recognition tech doesn't seem to be going very well,1,0
24777840,"'s government sales unit was actively seeking to provide the Department ofImmigration and Customs Enforcement () with Rekognition the controversialsystem



",1,0
57912217,7 recently launched women-led startups you should know | Built In Austin@Parcel22USA @resetatx @MyBarnHelp @juicebox_hero_ @blink_identity @ustudio @heyLFJ @jengrogono @SGentchev @rachelholtin,1,0
1060851254,"It's fairly easy to hack passwords and PINs butcould be the answer to information security. Forget fingerprint and-- how about using brain waves to unlock your ? @FastCompany has the scoop on this curious
",1,0
368920797,"""In the streets huge crowds let off fireworks and shouted ‘Death to the communists.’""These guys have . We told you so",1,0
4904669765,"High-Tech Schoolpowered byandto make schools a better and safer place. That‘s what is promised to happen. In reality it is not that easy.

",1,0
796120019478474757,"💕 Our facial recognition will help us to eliminate fake profiles and catfishers.
---

---
",1,0
91608548,""" Banks Embrace Facial Recognition To Fight Fraud""",0,1
72665057,Exactly. This is line of progression concerning&amp;that ethical privacy advocates have been warning about for so long. Now just apply the same scenario to ; Amazon has been capitalizing on sales to LE agencies with no oversight/training. ,1,0
729500744085180416,Amazon met with ICE officials over facial-recognition system that could identify immigrants,1,0
1930146834,MorphoFace by IDEMIA 👨 Acceleratingfor people on the move. No need to stop no delays. MorphoFace authenticates a continuous flow of people walking through a designated area in real-time,0,1
1026404895925198848,"""If biometric data is required to protect the vital interests of the individual""

Got vague regulatory wording?



",1,0
980514672913866752,"The authenticity of the followingop-ed has been verified by Medium’s editorial staff: @amazon where I work is currently allowingdepartments around the country to purchase itsproduct . 😱
",0,1
958425442725240832,"Facial recognition drones highlight Security China exhibition

",1,0
15787308,"Because of @amazon’s support for&amp; its bid for the pentagon’s JEDI contract I’m slowly ending all my business relationships with that company.

Today I didn't buy vitamins at . I got them directly from @MegaFood. Free shipping!",1,0
3192476162,"The county is a week away fromand we want to know your thoughts on whether or notshould be ourat the .

Tell us why or why not in the comments. 
",1,0
20243593,Here’s what you need to know abouttechnology and sometips for safe use.,1,0
105150346,Police trial of @amazonfacial recognition tech doesn't seem to be going well,1,0
15891455,"The Problems With Using Artificial Intelligence And Facial Recognition In Policing 
via @Forbes 

",1,0
968981132816478208,Turn off Facebook's facial recognition feature in 5 easy steps:|,1,0
73320372,Ditch your wallet for your smile,1,0
30985855,Provide secure environments and offer3-5 extra minutes to potentially disrupt or prevent a critical incident from occurring.+= ! ,1,0
35216864,Cop 👮🏻‍♀️ cameras can track you in real-time and there’s no stopping themvia @evankirstel,1,0
2990402052,Police trial of Amazon facial recognition tech doesn't seem to be going very well @MattBinder via @mashable |,1,0
594630648, CEO George Brostoff says thathas been around for over two decades but it hasn't delivered on the promise of providing a robust and accurate solution forbasedin many real-world situations. ,1,0
62952341,"Ronald_vanLoon: RT Ronald_vanLoon: Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 

… ",1,0
2253116190,If you haven't heard - @Delta is launching the first fullyterminal! U.S. Customers will have the option to usetechnology to check-in drop off bags move through security and board. Find out more here:(Video credit: @Delta) ,1,0
1055324526886744064,There isn't really a silver lining here but with the move to more biometrics for travel identification (like facial recognition) things like passport numbers may be less valuable in the future.,1,0
1055020896992280576,Police trial of Amazon facial recognition tech doesn't seem to be going very well,1,0
83588783,A school in Seattle has embracedto keep its students safe. Now instead of a key or buzzer all people need is their face. More from @brianflorestv via @q13fox here: ,1,0
515598001,If theis not corruptedis destined to become safe cities..,1,0
807880205331300352,FPF's BrendaKLeong + lesmith just kicked off their presentation for the 2018 Artificial Intelligence Fellows at NatPress. They are coveringMachine LearningConnected Cars and more!,1,0
541136693,FPF's @BrendaKLeong + @lesmith just kicked off their presentation for the 2018 Artificial Intelligence Fellows at @NatPress. They are coveringMachine LearningConnected Cars and more!,1,0
1536562052,"RT Ronald_vanLoon ""Ancan create amodel of a person
by sciencemagazine |



Cc: drfeifei … ",1,0
555031989,"Ancan create amodel of a person
by @sciencemagazine |



Cc: @drfeifei",1,0
2253116190,"Singapore to use facial recognition for national digital identity. Full article here:  (Credit: @GovInsider) 

",1,0
1035845548924973056,"@SmudgeApp launched Cheat-O-Meter that usesto let you find out if a person might cheat on their partner based on popular research on the subject. 

(Cheat-O-Meter is intended for entertainment purposes only)

Get it at: ",1,0
832479909532405761,Catching the bad guys is now an easier task with AI solutions like Mothership by GenVis,1,0
