author_id,text,model,YM,gov_sentiment
278335034,San Francisco first city to ban .,ALL,05/2019,0
920326607558135809,BBC News - San Francisco is first US city to ban facial recognition,ALL,05/2019,0
74945157,San Francisco Bans Police From Using Facial Recognition AI To Help Identify Suspects,ALL,05/2019,1
74945157, Bans Police From UsingAI To Help Identify Suspects,ALL,05/2019,1
17405435,"San Francisco set to ban facial-recognition technology. Legislators in California city vote to outlaw use of surveillance tech by government entities

Find out more 👉 

",ALL,05/2019,0
41578622,San Francisco is first US city to ban facial recognition.,ALL,05/2019,0
23950210,San Fran becomes 1st city to ban facial recognition by local agencies.The question is if this will impede legitimate security capabilities.This debate will continue as multi-stakeholder efforts have failed@WSJ,ALL,05/2019,0
18088416,San Francisco Becomes 1st US City to Ban Facial Recognition Technology,ALL,05/2019,0
2525040972, votes to ban city use oftechnology. .,ALL,05/2019,0
246911431,"

 used ängers 2 fudgeresults researchers say

The NYPD is also accused of editing suspects' photos to get results from its facial recognition system a new report says.

",ALL,05/2019,0
74945157,San Francisco Bans Police From Using Facial Recognition AI To Help Identify Suspects,ALL,05/2019,1
270078041,"The city of San Francisco government passes ban ontech: 

",ALL,05/2019,0
262413057,"San Francisco BansUse by Police 

""The biggest danger is that this technology will be used for general suspicionlesssystems.""

via @SecurityWeek",ALL,05/2019,0
2536233330, willhuman rights.is the first city to ban. ,ALL,05/2019,0
1111399174266732544,State use of technology to keep us the public ‘safe’ and ‘protected’ whilst breach of privacy and human rights are quietly eroded against a discourse of future risk and protective rationalisations. @FuturesUoA @BBCClick,ALL,05/2019,0
17405435,"San Francisco set to ban facial-recognition technology. Legislators in California city vote to outlaw use of surveillance tech by government entities

Find out more 👉 

",ALL,05/2019,0
74945157,San Francisco Bans Police From Using Facial Recognition AI To Help Identify Suspects,ALL,05/2019,1
74945157,Is Facial Recognition Technology Capable Of Identifying Suspects? Here’s What Tech Experts Say,ALL,05/2019,1
586432563, is now the first major American city to ban the use oftechnology by&amp; other city agencies. Big applause tofor this great achievement. Just for clarification you can still use facial recognition on your phone to protect your . ,ALL,05/2019,1
296973095,"San Francisco votes to ban city use of facial recognition technology 
 ",ALL,05/2019,0
741999097,"A Chinese Subway is Experimenting with Facial Recognition to Pay Fares.

 ",ALL,05/2019,0
74945157,IsTechnology Capable Of Identifying Suspects? Here’s What Tech Experts Say,ALL,05/2019,1
3244580143,"San Francisco long one of the most tech-friendly and tech-savvy cities in the world is now the first in the United States to prohibit its government from using facial-recognition technology.



",ALL,05/2019,1
1620226244,"Legislators in San Francisco have voted to ban the use of facial recognition the first US city to do so.
The emerging technology will not be allowed to be used by local agencies such as the city’s transport authority.
More:",ALL,05/2019,0
348197129,"SFban only limits the government but won’t prohibit private companies from using it. It is indeed only a start of a long and complex fight but it’s an important step. 

Digital privacy is the new frontier of fights for personal freedom

",ALL,05/2019,1
2285611770,San Francisco officially became the first city in America to ban facial recognition software. Read the full story here,ALL,05/2019,0
1000003671780884485,"Enchanted LifePath Live - Join &amp; Share

Facial Recognition Arrests In UK For Covering Face Police Issue £90 Fine - Police State UK




Website


",ALL,05/2019,1
2455611499,"Police deployment of facial recognition is happening across the globe. But the tech is fraught with issues such as civil liberties. The @BBCClick short is an interesting watch:



",ALL,05/2019,1
1121187807417065474,"San Francisco has banned the use of facial recognition by local authorities and law enforcement.



",ALL,05/2019,0
2205859885,San Francisco is the first US city to ban facial recognition and has declared the technology incompatible with a healthy democracy,ALL,05/2019,0
31260535,Report: NYPD Used Celebrity Lookalikes Facial Recognition to Identify Suspects,ALL,05/2019,0
65144656,San Francisco Considers Ban On Government's Use Of Facial Recognition Technology,ALL,05/2019,0
14229632,The Best Reason for Your City to Ban Facial Recognition by @WillOremus,ALL,05/2019,1
25582069,San Francisco just became the first city to ban use of facial recognition technology by government entities. Oakland may be next …,ALL,05/2019,0
937233888837033984, The Met Police now have a facial recognition camera. The camera does not pick up the following..Black Asian Females but does pick up white men. The Met are a racist disgrace against white and should be take to task. Silence from the civil liberty buffoons,ALL,05/2019,0
17714540,Police Are Feeding Celebrity Photos intoSoftware to Solve Crimes,ALL,05/2019,1
41238153,San Francisco becomes first city to ban police use of facial recognition technology,ALL,05/2019,0
59264763,San Francisco passes city government ban ontech – @TechCrunch,ALL,05/2019,0
19123904," Snuffs 's Constitution Burning: Georgetown Law’s Center on Privacy and Technology (CPT) has uncovered widespread abuse of thesystem including image alteration and use of non-suspect images!

",ALL,05/2019,0
50636347,Canadianexperts praise San Francisco ban onsoftware. Experts laud move to protect privacy in public spaces after U.S. city passes anti- ordinance,ALL,05/2019,1
17405435,"San Francisco set to ban facial-recognition technology. Legislators in California city vote to outlaw use of surveillance tech by government entities

Find out more 👉 

",ALL,05/2019,0
1001929386,"Big Brother Britain: Extraordinary moment police FINE pedestrian £90 for disorderly behaviour after he tries to cover his face from facial recognition camera on the streets of London

 ",ALL,05/2019,1
106026913, liberation:becomes first US city to ban,ALL,05/2019,0
246911431,"

 used ängers to fudgeresults researchers say

The NYPD is also accused of editing suspects' photos to get results from its facial recognition system a new report says.

",ALL,05/2019,0
130929338,"RT AnjaHoffmann:is the first major U.S. city to ban government and police use oftech. 

?

 nowthisnews",ALL,05/2019,0
23424617," is the first major U.S. city to ban government and police use oftech. 

?

 @nowthisnews",ALL,05/2019,0
21866911,File under WTF: “The New York police department used a photo of Woody Harrelson in its facial recognition program in an attempt to identify a beer thief who looked like the actor”,ALL,05/2019,0
930158883095506944," becomes the first North American city to ban the use ofsoftware by police and other agencies. City officials cite potential for abuse privacy violations. 
",ALL,05/2019,0
488845275,Citing Fears of WorseningSan Francisco Votes to Ban Police Use ofTechnologyvia @TheRoot,ALL,05/2019,0
626549921,💥Consider this- who are most likely to be unfairly targeted? People of color! “The Best Reason for Your City to Ban Facial Recognition” by @WillOremus,ALL,05/2019,1
17405435,"San Francisco set to ban facial-recognition technology. Legislators in California city vote to outlaw use of surveillance tech by government entities

Find out more 👉 

",ALL,05/2019,0
101754689,Could facial recognition cut crime?@BBC,ALL,05/2019,0
20051812,"""The Best Reason for Your City to Ban Facial Recognition"" - @WillOremus",ALL,05/2019,1
2848442307," Tech Tested By UK Police Was Wrong 96% Of The Time According To Big Brother Watch 
",ALL,05/2019,0
17405435,"San Francisco set to ban facial-recognition technology. Legislators in California city vote to outlaw use of surveillance tech by government entities

Find out more 👉 

",ALL,05/2019,0
1229675046,"“Advances in artificial intelligence
 along with the cheap manufacture of cameras and other devices introduce new forms of surveillance every week.”via @NYTOpinion⁦@GeorgetownCPT⁩",ALL,05/2019,1
20526166,San Francisco is first US city to ban the use of facial recognition by government. Privacy advocates are celebrating ordinance doesn’t stop private companies from using facial ID in creepy ways.,ALL,05/2019,0
884128465984815105,Tech Hub San Francisco First US City to Ban,ALL,05/2019,0
827835024,Who's prepared to implementin public services including security? Apparently no-one. Neither the government nor the society and nor even the !on @Medium,ALL,05/2019,1
409886625, shareholders have the chance to stop the company's sale ofsurveillance tech to the government. Let's make sure they do:,ALL,05/2019,1
1573874198,Last week San Francisco approved the Stop Secret Surveillance Ordinance – the first of its kind for a major American city – to ban the use of facial recognition tech by city agencies including the police department.,ALL,05/2019,1
874671064013557762,"How reliable is policing using AI facial recognition? 

'The Home Office assessment also found the facial recognition system was only half as good as the human eye'



 ",ALL,05/2019,1
17405435,"San Francisco set to ban facial-recognition technology. Legislators in California city vote to outlaw use of surveillance tech by government entities

Find out more 👉 

",ALL,05/2019,0
1871954587,Could facial recognition cut crime? by BBC News,ALL,05/2019,0
131820370,The Best Reason for Your City to Ban,ALL,05/2019,1
14440053," denied police facial recognition tech over human rights concerns. The company has sold the technology to at least one US prison though. 
",ALL,05/2019,0
994933852048187392,"In a new piece for @techdirt @CharlotteStant and @SteveJFeldstein explain their support for San Francisco's decision to ban AI-enabledtechnology by government agenices: 
 ",ALL,05/2019,0
1096400847636959232,Are we sleepwalking into anpolice state? Police in the UK are beginning to use demographic data to prevent crime and predict risk - but will it reinforce existing biases?,ALL,05/2019,0
50636347,Are we sleepwalking into anpolice state? Police in the UK are beginning to use demographic data to prevent crime and predict risk - but will it reinforce existing biases?,ALL,05/2019,0
1057257492001054720,Pros and Cons of- @JohnJayCollege Professor @AdamWandt - NYPD Under Fire for Controversial Face Recognition Tech,ALL,05/2019,0
884156805512912902,Tech Hub San Francisco First US City to Ban,ALL,05/2019,0
897328373868806144,"The City of San Francisco California’s Board of Supervisors has approved an ordinance that prohibits law enforcement and other city agencies from using facial recognition technology on city residents. 



",ALL,05/2019,1
781436153228566528,"“San Francisco’s Board of Supervisors approved a ban on public biometric facial recognition use by police and other city departments by an eight to one vote”

",ALL,05/2019,0
983669933111312384,"The Best Reason for Your City to Ban :

Do you support facial recognition or not? Why?
@kashthefuturist @DrJDrooghaag @NexWebSites @jdelacruz_IoT @realColinMac @AmandaRay02 @avrohomg @stanleychen0402 @stanleywaite1 @JolaBurnett @H4nif5",ALL,05/2019,1
48096388,San Francisco is first US city to ban facial recognition. “Technology as it exists today is unreliable and represented an unnecessary infringement on people’sand liberty.”,ALL,05/2019,0
832695655285919745,ICYMI: Please read the following statement on theBoard of Supervisors Vote today on Surveillance Technology,ALL,05/2019,1
987600932,ACLU urges Amazon shareholders to stop sellingtech to government,ALL,05/2019,0
476686277,Banned in San Francisco and California may ban use of it on police body cameras,ALL,05/2019,0
15236181,"Local police are beginning to use facial recognition software. Artificial intelligence expert @EdwardMLPeters tells@JeffAngeloRadio that the technology can used for good...but mistakes CAN be made.
",ALL,05/2019,1
874671064013557762,"How reliable is policing using AI facial recognition? 

'The Home Office assessment also found the facial recognition system was only half as good as the human eye'



 ",ALL,05/2019,1
20770625,"The UK must not go the way of China with widespread police or government use of facial recognition. Watching this case with interest.


 ",ALL,05/2019,1
3244580143," may be the first state to ban

",ALL,05/2019,0
53975607,let's sue the police because you're picked up on their facial recognition technology? What does it matter if you're not doing anything illegal? AND if you're so worried about being on camera what sense does it make to moan on the bloody news?,ALL,05/2019,0
116506429,San Francisco is setting the pace for AI regulation with this ban on facial-recognition technology and restrictions on surveillance.,ALL,05/2019,0
551325311,Wondering which basis covers UK police use oftechnology? Vital interest seems a leap for the blanket crime prevention arguement and legal obligation would surely only apply where curtent legislation existed which opponents say doesn't? ,ALL,05/2019,1
987600932,The @ACLU urged Amazon shareholders in a letter Monday to vote to end the sale of the company’sservice to state and local governments which use the technology to aid law enforcement and surveil public spaces,ALL,05/2019,1
50736755,Amazon shareholders vote tomorrow on resolution to halt sales of facial recognition tech to government@Amazon ,ALL,05/2019,1
713973,NYPD facing allegations of abusing facial recognition tech,ALL,05/2019,0
1436070643,UK police use ofis to be challenged in court@newscientist,ALL,05/2019,0
50736755,The first major legal challenge to police use of automatedsurveillance starts@bbc,ALL,05/2019,1
19397439,"We're in court today for the first-ever UK legal challenge to police use ofagainst the public.

This dangerously intrusive and discriminatory tech destroys privacy rights and has no place on our streets. 

",ALL,05/2019,0
930158883095506944,"Privacy experts inpraise 's ban on the use ofsoftware by police municipal departments.
 ",ALL,05/2019,0
987600932,ACLU urges Amazon shareholders to stop sellingtech to government,ALL,05/2019,0
1093565638306451456,San Francisco’s Ban on Facial Recognition Software Impact on Search for Missing Children,ALL,05/2019,0
116527190,San Francisco is setting the pace for AI regulation with this ban on facial-recognition technology and restrictions on surveillance.,ALL,05/2019,0
185789804, tech prevents crime police tell UKcase ,ALL,05/2019,0
224795066,Office worker launches UK’s first police facial recognition legal action.,ALL,05/2019,1
2371339658,"▪️Lethal interactions w/ police

▪️Mass government surveillance

▪️ violations

These are just some of my fears w/ the use of .

Today at our @OversightDems hearing I talked about this &amp; my concerns w/ @amazon selling this tech to law enforcement. ⬇️ ",ALL,05/2019,0
20845030, just won the battle over whether it can sell its controversial facial recognition technology to the government(via @BIAUS) ,ALL,05/2019,1
700932687574519808,"San Francisco banned the use ofsoftware by the police and other agencies.

The proponents of such regulation are concerned that abuse of this technology may result in US becoming an oppressive surveillance state: ",ALL,05/2019,0
958726406472716291,"San Francisco banned the use ofsoftware by the police and other agencies.

The proponents of such regulation are concerned that abuse of this technology may result in US becoming an oppressive surveillance state: ",ALL,05/2019,0
987600932,The @ACLU urged Amazon shareholders in a letter Monday to vote to end the sale of the company’sservice to state and local governments which use the technology to aid law enforcement and surveil public spaces,ALL,05/2019,1
25471555,Incorrect. Many privacy advocates often say they want a balanced approach but they've stated that facial surveillance is unique and particularly pernicious. Being anti- is not anti-tech. It's acknowledge tech neutrality isn't always appropriate. ,ALL,05/2019,0
1026147940648275968,"Police admit facial recognition system ‘does not recognise thieves’

Read the details at: 

 ",ALL,05/2019,1
3562941,Washington State residents: please take a moment to sign this petition to regulate facial recognition technology\\ Change \\ ,ALL,05/2019,1
72564358,"5G FIRST RESPONDERS &amp; POLICE: I believe 5G will give police better info faster. I support facial recognition tech used by police &amp; Fed authorities. If you didn't do anything then you shouldn't worry. 
",ALL,05/2019,1
1049058218284998656,If you're worried about government and law enforcement use oftake a look at the fun ways retailers can use it (as alluded to by @jovialjoy during House hearing happening now) including for anti-theft security purposes. ,ALL,05/2019,1
17959771,Here's looking at you: Amazon facial recognition has reported gender and racial biases but is trying to sell to US police forces anywayvia @BBCNews,ALL,05/2019,1
369701707, tech prevents crime police tell UK privacy case ,ALL,05/2019,0
3432725201,1/ Here we havetechnology built on algorithms that have an inherent bias towards working most effectively on white men - translated - this technology implemented in police enforcement immigration controls etc will be scientifically less accurate and..... ,ALL,05/2019,1
1085257147003195392,"A bill that would ban facial recognition software on police body cameras has gone to the California Upper Chamber and will be discussed there in June. 


",ALL,05/2019,0
69009086,"If you use the tubewill collect your location data for ads.
If you walk down the street the police might usetechnology on you.
Boundaries between public &amp; private space in London are changing. @WilllJG on why that's a problem. ",ALL,05/2019,0
771932239278010373,"The legal battle over the way police uses face recognition has officially begun whose side are you?
",ALL,05/2019,0
987600932,The @ACLU urged Amazon shareholders in a letter Monday to vote to end the sale of the company’sservice to state and local governments which use the technology to aid law enforcement and surveil public spaces,ALL,05/2019,1
377867202,UK citizen challenges police over face usageby @Biometric_Man,ALL,05/2019,1
226020275,The motion called on Jeff Bezos' company to stop the sale of the technology until the company can put in place internal mechanisms to review the potential risks oftechnology when used by law enforcement and government agencies. ,ALL,05/2019,0
631207703,"San Francisco Approves Ban On Government's Use Of Facial Recognition Technology ""But in recent years technological advances have raised concerns about civil liberties and racial bias.""via @NPR _tamed",ALL,05/2019,1
216172921,"A new report reveals certain police departments are fudging facial recognition results by using celebrity doppelgangers forensic sketches and editing photos.
",ALL,05/2019,1
144184701,7500+ employees vote for a comprehensiveplanshareholders vote it down (as well as proposals to ban sale oftech to government customers) ,ALL,05/2019,0
909732808393990144,San Francisco becomes first city to ban police from usingvía @CNET,ALL,05/2019,0
69009086,"If you use the tubewill collect your location data for ads.
If you walk down the street the police might usetechnology on you.
Boundaries between public &amp; private space in London are changing. @WilllJG on why that's a problem. 
",ALL,05/2019,0
2990402052,Police can’t fingerprint a crowd or demand that everyone produce a driver’s licence - but they can scan their faces remotely and secretly with facial recognition technology @dellcam via @Gizmodo |,ALL,05/2019,0
208489379,"“Most directly called for a moratorium on government use of facial recognition systems until Congress can pass legislation that adequately restricts and regulates the technology and establishes transparency standards.”

",ALL,05/2019,0
561313698,"After a claim from @DrEdBridges against facial recognition technology the South Wales Force say that these cameras prevent crime protect the public and do not breach privacy. @stevenmorris20 reports: 
",ALL,05/2019,0
487558119,"Facial recognition tech prevents crime police tell UK privacy case



",ALL,05/2019,0
3074916952,Facial recognition cameras prevent crime protect the public and do not breach the privacy of innocent people whose images are captured a police force has argued,ALL,05/2019,0
50636347, by police is choice betweenand preventing terror attacks says security expert - The Telegraph,ALL,05/2019,0
374428089,San Francisco is the first major U.S. city to prohibittechnology to protect citizenbut the ban does not apply to private sector.,ALL,05/2019,0
851410313580761090,San Francisco is the first major U.S. city to prohibittechnology to protect citizenbut the ban does not apply to private sector. ,ALL,05/2019,0
7443212,The UK has the right idea! First legal challenge against UK police trials ofto set precedent. Case says technology 'violates human rights and must end',ALL,05/2019,0
17542209,Willfollowin? Could facial recognition software lead viato a -esque state-of-affairs wherein people could be charged based on their predicted behavior?,ALL,05/2019,0
127303589," is used by our government to misidenitifyof color to fuel theindustrial . Watch Computer&amp;Joy Adowaa Buolamwini explain racial bias software to Congresswoman . 

@jovialjoy @AOC",ALL,05/2019,0
77312459,"What will the outcome of current legal challenge mean for government use oftechnology in the UK? 

@libertyhq 

 ",ALL,05/2019,1
372487283, is demonstrably biased (race gender)—see @jovialjoy's research. Why is its use by government &amp; business expanding rapidly?by @lilyhnewman,ALL,05/2019,0
9804482,"Concerned that surveillance technologies may be too intrusive San Francisco became the first U.S. city to ban the use of facial recognition tools by its police. 
",ALL,05/2019,0
10226712,"'Amazon shareholders vote to continue selling facial recognition tech to police'
",ALL,05/2019,1
1598044369,Office worker launches UK's first police facial recognition legal action,ALL,05/2019,1
77187187,"Lack of a legal framework means police are using 'self restraint' to govern facial recognition technology - time for the law to catch up?



",ALL,05/2019,0
559346793,"This court case could change the future of facial recognition surveillance forever in the UK.
Is this useful digital policing &amp; security solution or invasion our or privacy? Let's see what happens...",ALL,05/2019,1
4859232854,Total surveillance in High school: Whose lives are more pleasant?,ALL,05/2019,1
31020455,How police officers and @Amazon are teaming up ontechnology.,ALL,05/2019,1
33630023,San Francisco is making big changes by voting to ban the use ofby the city government. It will need six votes to become a law. ,ALL,05/2019,0
15221598,"Tech Hub San Francisco First US City to Ban .(Futurism)
",ALL,05/2019,0
787880096,How a facial recognition ban could come to your city soonvia @CNET,ALL,05/2019,0
16386816,"How a facial recognition ban could come to your city soon. 

You want lasting recognition @JustinTrudeau activate

Now not when",ALL,05/2019,0
15342691,"“The information commissioner has expressed concern over the lack of a formal legal framework for the use ofcameras by the police.”
",ALL,05/2019,0
623615343,: The Chinese government is using AI facial recognition to monitor the Muslim Uighur population. According to Tim Weinhold of the non-profit organization AI and Faith it is estimate… ,ALL,05/2019,1
2990402052,How a facial recognition ban could come to your city soon @alfredwkng via @CNET |,ALL,05/2019,0
15221598,"Tech Hub San Francisco First US City to Ban . (Futurism)
 ",ALL,05/2019,0
226020275,The motion called on Jeff Bezos' company to stop the sale of the technology until the company can put in place internal mechanisms to review the potential risks oftechnology when used by law enforcement and government agencies. ,ALL,05/2019,0
459849721,"An interesting challenge to the use of Facial Identity technology.
Man Takes Police to Court for Scanning His Face Without Consent 
",ALL,05/2019,1
69009086,"If you use the tubewill collect your location data for ads.
If you walk down the street the police might usetechnology on you.
Boundaries between public &amp; private space in London are changing. @WilllJG on why that's a problem. ",ALL,05/2019,0
15221598,"Tech Hub San Francisco First US City to Ban . (Futurism)
 ",ALL,05/2019,0
50636347, tech prevents crime police tell UKcase. South Wales force defends use of technology after office worker claims rights breach - The @Guardian,ALL,05/2019,0
144494566,"Integration oftech could spell out a surveillance society in the near future. Facial recognition tech isn't the only form of tracking systems being used though so removing it doesn't assure escape from the government's surveillance.

",ALL,05/2019,0
54616396,"San Francisco is first US city to ban facial recognition 

 ",ALL,05/2019,0
714966067,"""San Francisco is the first major U.S. city to prohibittechnology to protect citizenbut the ban does not apply to private sector.""on @CPOmagazine ",ALL,05/2019,0
525739592,An office worker from Cardiff has launched UK's first police facial recognition legal action.,ALL,05/2019,1
15221598,Tech Hub San Francisco First US City to Ban . (Futurism),ALL,05/2019,0
65144656,San Francisco Considers Ban On Government's Use Of Facial Recognition Technology,ALL,05/2019,0
22243973," Bill from @peterlucido Would Place Total Ban on Police Use ofTechnology.



",ALL,05/2019,0
91109381,Through facial recognition software licensing agreements CyberExtruder enables government and commercial clients to develop proprietary facial recognition software applications. Find out more here:,ALL,05/2019,1
1055020896992280576,These laws make police get public buy-in on surveillance tools. Co-producing public safety with technology.,ALL,05/2019,1
1030855323060449280,"Looks like the @amazon facial recognition endeavors towards government organizations will continue. Not that anyone is really surprised.

",ALL,05/2019,1
44358731,How a facial recognition ban could come to your city soonvia @CNET,ALL,05/2019,0
1011560555843411969,Police free to set own limits on use ofbecause law has not caught up court toldvia @Independent,ALL,05/2019,1
36497092,"A privacy bill designed to restrict the use of facial recognition technology &amp; provide info. to consumers has passed the WA State Senate​. Read more about this privacy act here: 
",ALL,05/2019,0
115754870,"San Francisco slams ‘security state’ with facial recognition ban – Ben Swann


@ManilaChan @BenSwann_ 

",ALL,05/2019,0
1096400847636959232,Are we sleepwalking into anpolice state? Police in the UK are beginning to use demographic data to prevent crime and predict risk - but will it reinforce existing biases?,ALL,05/2019,0
50636347,Are we sleepwalking into anpolice state? Police in the UK are beginning to use demographic data to prevent crime and predict risk - but will it reinforce existing biases?,ALL,05/2019,0
262632782, not safe enough yet to justify its use says London Police Ethics Panel () ,ALL,05/2019,0
16015091,: Professor @BuzzScherr discusses 's vote to approve a ban on police and other agencies on use ofsoftware.,ALL,05/2019,0
29254967,"New in : Executive Director @donheider comments for: “San Francisco Becomes First US City to Ban Facial Recognition Techvia @cgtnamerica
",ALL,05/2019,0
344623872,🤔 Report published by London Policing Ethics Panel follows extensive review of @metpoliceuk use oftech during trial. Concluded it can be used so long as it can be evidenced that using the tech will not generate gender or racial bias. ,ALL,05/2019,0
2990402052,Cities in the U.S. aren’t just banning facial recognition technology. They want input on all surveillance technology used by police @lhautala via @CNET |,ALL,05/2019,1
4870481297," round 2: the House Oversight Committee announced its second hearing on facial recognition technology on June 4 this time focused on ""ensuring transparency in government use."" ",ALL,05/2019,1
77312459,". @BiometricsInsti asking law enforcement border control and other government agencies to exhibit good behavior when deploying.



 ",ALL,05/2019,1
23235382,“UAE authorities have launched a sustained assault on freedom of expression and association since 2011” according to Human Rights Watch.Yet IBM is arming them with facial recognition technology.,ALL,05/2019,1
97043520,"Stay classy San Diego...

IBM Sells Face Recognition Surveillance to a Dictatorship: Reportvia @gizmodo",ALL,05/2019,1
251922027,New York tenants fight as landlords embrace facial recognition cameras - Big Tech enabling a private police state,ALL,05/2019,0
2356982959,State law proposed inSenate to ban use ofby,ALL,05/2019,0
518238327,State law proposed inSenate to ban use ofby,ALL,05/2019,0
2895535734,Police Unlock AI's Potential to Monitor Surveil and Solve Crimes,ALL,05/2019,1
30463691,How a facial recognition ban could come to your city soonvia @CNET,ALL,05/2019,0
956592475,San Francisco was right to ban . Surveillance is a real danger | Veena Dubalwell done sf!,ALL,05/2019,0
7036002,"Facial recognition technology is far from perfect and I don't think we should be using schools and children and a testing ground. 

",ALL,05/2019,1
3191025717,"Met Police need huge IT upgrade to ensure facial recognition legal
",ALL,05/2019,1
31151790,For more than a year Toronto Police have been usingrecognition technology without widespread public knowledge and while it could be an effective crime fighting tool the risks to civil liberties outweigh the benefits,ALL,05/2019,1
1102075028, Technology Ban for Police Is Important but Not Enough ,ALL,05/2019,0
29726352,London's new conditions for use oftech by police emphasise importance of public safety and avoiding any gender or racial bias,ALL,05/2019,1
1112757496324767744,"We are delighted to announce that our CEO (Kenneth Long) will be a guest speaker at the Biometrics and Border Control Seminar this July talking about Facial Recognition Solutions and training @DigitalBarriers.



",ALL,05/2019,1
88697845,“There is no legal basis for the police to be usingand there are no limitations for using it” @silkiecarlo Director of @bbw1984 based at @WSChinaWorks shares her view on the use of facial recognition by @metpoliceuk via @BBCClick,ALL,05/2019,0
20062160,there is a coming 'ethics' discussion on facial recognition 'to protect from school shootings':the ethical question is the political one: why are guns on the streets and in schools? not where to point the surveillance tech.,ALL,05/2019,1
18068926,"San Francisco has become the first U.S. city to ban police use of facial recognition tech by @tictoc

""It's psychologically unhealthy"" says Supervisor @AaronPeskin


 ",ALL,06/2019,0
18843840,’s Many Controversies From Stadium Surveillance to Racist Software ,ALL,06/2019,0
1112176809834135552,"Apple wins patent for automatic retrying of a failed facial recognition authentication process 

",ALL,06/2019,1
20895618, Technology Ban for Police Is Important but Not Enoughvia @YouTube,ALL,06/2019,0
2990402052,Privacy advocates sound warning on Toronto police use of facial recognition technology @CBCPLS via @CBC |,ALL,06/2019,0
552611280,"Amazon wants you to know that its facial recognition software can be used to monitor a woman’s smile percentage. 

This software is already being using by police forces and private corporations across the nation. 

 ",ALL,06/2019,1
2367320131,"State Attempts to Nix Public School’s Facial Recognition Plans
But it might not have the authority to actually stop an upcoming trial.
",ALL,06/2019,0
805741436465512448, advocates sound warning on Toronto police use oftechnology ,ALL,06/2019,0
18843840,-savvybans a crime- fighting tool:,ALL,06/2019,0
50636347, advocates sound warning on Toronto police use oftechnology -,ALL,06/2019,0
18676458,.@FT op ed arguing for predictive policing and facial recognition oversight and regulation. AI in Law Enforcement Needs Clear Oversight by The Financial Times,ALL,06/2019,0
2693251128,"Vice's article featured Hartford CT's sophisticated camera surveillance system. While I've discussed thein harms fromit's important to highlight the same tech's success: breaking news of Fotis Dulos caught by these cameras.
",ALL,06/2019,1
1006917054652436480,State Education officials want schools to delaytesting| State Education officials want Lockport Schools to delay facial recognition testing,ALL,06/2019,0
847797493358358528,"A report published by UK watchdog LPEP could be the death knell for facial recognition technology: “Police have used [it] lawlessly misidentifying people over 90 per cent of the time""
",ALL,06/2019,0
3307044333,Using facial recognition technology to continuously monitor patient safety in the ICU,ALL,06/2019,1
781436153228566528,"“An abundance of data is overwhelming intelligence analysts and law enforcement officials across the globe. Without immediate action to get ahead of this challenge our national security will fall behind.”
 
",ALL,06/2019,1
1874798778,"Facial recognition technology used to monitor patient safety in ICU 

",ALL,06/2019,1
3338829779,Usingtechnology to continuously monitor patient safety in the,ALL,06/2019,1
47361215,"It was revealed already in 2016 that half the adult population of the US has been captured on police facial recognition databases 🤨|

No matter whether they've committed a crime or not. 🙄 ",ALL,06/2019,0
786579859464003588,In the UK: Facial recognition must not introduce gender or racial bias police told,ALL,06/2019,0
382376904,We need a BAN on law enforcement use offor surveillance. It's dangerous. It's biased. It's invasive. And it's spreading fast. The time to stop it is now.,ALL,06/2019,0
2279552412,"AtHouse hearing part 2: Chairman Cummings quotes FBI Kimberly Del Greco's testimony that FBI is ""leveraging"" state laws to access DMV photos for law enforcement as sounding like FBI is ""taking advantage"" of laws created before facial recognition was a thing",ALL,06/2019,1
1717309074,"Starting now: “Facial Recognition Technology: Ensuring Transparency in Government Use”
House Committee on Oversight and Reform (video)
 
",ALL,06/2019,1
1004252600978550785,"NY School District To Test Facial Recognition On Students Despite State's Ban

More",ALL,06/2019,1
1468111921,'Death knell' for facial recognition as watchdog finds technology must 'significantly' improve policing,ALL,06/2019,0
1055020896992280576,NY school district is installing facial recognition security. Will the police have access to the school district FR data?,ALL,06/2019,1
1202142132,FBI says it only has access to crim mugshots. Dir of justice&amp; law enforcement issues on&amp;Homeland Security &amp; Justice Team at U.S. GAO refutes. FBI can access 640000000 photos frm civil sources inclu DMV.,ALL,06/2019,1
2356982959, develops image-aging technology forof missing children ,ALL,06/2019,0
518238327, develops image-aging technology forof missing children ,ALL,06/2019,0
2722503240,Police unlock AI's potential to monitor surveil and solve crimesvia @WSJ ht @cfcmedialab 👁️🚔🤔,ALL,06/2019,1
17893164,San Francisco just became the first city in the US to ban police use of facial recognition technology.,ALL,06/2019,0
65144656,San Francisco Considers Ban On Government's Use Of Facial Recognition Technology,ALL,06/2019,0
2722503240,Police unlock AI's potential to monitor surveil and solve crimesvia @WSJ ht @cfcmedialab 👁️🚔🤔,ALL,06/2019,1
2883907999,"Police Unlock AI's Potential to Monitor Surveil and Solve Crimes 
",ALL,06/2019,1
21184887,"Finnish authorities adopting- but tech infrastructure lags

",ALL,06/2019,0
501571970, : A strategic imperative for national security. Via: @BiometricUpdate,ALL,06/2019,1
800735177815179265,Using facial recognition technology to continuously monitor patient safety in the ICU@EurekAlert,ALL,06/2019,1
2883907999,"Police Unlock AI's Potential to Monitor Surveil and Solve Crimes 
",ALL,06/2019,1
